recipe,n_sites,n_families,n_rows,n_feat,loso_auc,lofo_auc,prauc,brier,persist_skill,base,between_rate_r2,macro_auc
recipe_CLF2,80,19,160074,49,0.8368940172274276,0.8070012872536131,0.6768862299028646,0.13826882977740776,-4.003977697466586,0.26268475829928656,0.22107946891603525,0.8936643299847551
