recipe,n_sites,n_rows,n_feat,loso_auc,lofo_auc,prauc,brier,base,between_rate_r2,macro_auc
recipe_CLF1.1,80,160074,53,0.8413091062515001,0.8170238979771478,0.6901833601839927,0.13907279811636647,0.26268475829928656,0.20445393431323744,0.9005241262802239
