uid_a,uid_b,name_a,name_b,comid,sep_m,on_channel,channels_a,channels_b,shared_days,r,median_diff,area_a_km2,area_b_km2,agree_a,agree_b,proposed,seam,evidence
USGS:401347074003501,USGS:401350073594801,Deal lake at Railroad Bridge at Asbury Park NJ,Atlantic Oc in Deal Lk surge chmbr at Asbury Pk NJ,6261966,1103.42,spec_cond,water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,water_temp+spec_cond+diss_oxy+ph,22.0,0.6052,-8511.2636,,,True,True,distinct,,shared_comid+records+source_area
USGS:03284520,USGS:03284525,"EAST HICKMAN CR AT ANDOVER VILLAGE NR CADENTOWN,KY","E HICKMAN CR TRIB AT CHILESBURG RD NR LEXINGTON,KY",1826834,1107.32,discharge,discharge,discharge,1624.0,0.9032,0.0082,4.09218104,2.48638848,True,False,distinct,,shared_comid+records+source_area
USGS:01362336,USGS:01362347,STONY CLOVE CR AT JANSSEN RD AT LANESVILLE NY,STONY CLOVE CREEK AT LANESVILLE NY,6189746,1114.3,turbidity_fnu,discharge+gage_height+turbidity_fnu,turbidity_fnu,2051.0,0.7084,-0.8661,23.957389,39.8858152,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01362345,USGS:01362347,HOLLOW TREE BROOK AT ST HWY 214 AT LANESVILLE NY,STONY CLOVE CREEK AT LANESVILLE NY,6189746,1117.49,turbidity_fnu,turbidity_fnu,turbidity_fnu,2120.0,0.7451,8.4436,12.017544319999999,39.8858152,True,True,weak_evidence,,shared_comid+records+source_area
USGS:03288100,USGS:03288110,"NORTH ELKHORN CREEK AT GEORGETOWN, KY","ROYAL SPRINGS AT GEORGETOWN, KY",1825124,1124.97,discharge,discharge,discharge,6797.0,0.604,2.3786,380.728236,,True,True,distinct,,shared_comid+records+source_area
USGS:01362365,USGS:01362370,OX CLOVE AT CHICHESTER NY,STONY CLOVE CREEK BLW OX CLOVE AT CHICHESTER NY,6189644,1125.2,turbidity_fnu,turbidity_fnu,discharge+gage_height+turbidity_fnu,3182.0,0.7606,-1.3335,8.05486268,80.03062919999999,True,True,weak_evidence,,shared_comid+records+source_area
USGS:05579620,USGS:05579624,"KICKAPOO CREEK TRIBUTARY NEAR BLOOMINGTON, IL","KICKAPOO CR TRIB NR LONGFIELD RD NR BLOOMINGTON,IL",13551311,1131.43,nitrate,nitrate+discharge+gage_height+water_temp+spec_cond,nitrate+water_temp+spec_cond,237.0,0.9932,0.48,9.841954399999999,12.25064324,True,True,distinct,,shared_comid+records+source_area
USGS:05414850,USGS:424302090231900,"GALENA R.-U.W. PLATTEVILLE FARMS-NR PLATTEVILLE,WI","U.W. PLATTEVILLE FARMS SITE 10 NR PLATTEVILLE, WI",13356858,1134.88,discharge,discharge,discharge,227.0,0.0362,0.2212,7.61456472,0.041439808,True,True,distinct,,shared_comid+records+source_area
USGS:02054500,USGS:0205450495,"ROANOKE RIVER AT LAFAYETTE, VA","ROANOKE RIVER ABOVE ROUTE 11 AT LAFAYETTE, VA",8628449,1136.64,,discharge,water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,,,,657.856952,665.6269159999999,False,True,distinct,,shared_comid+records+source_area
USGS:435414087471400,USGS:435441087463900,"DISCOVERY FARMS WATERWAY NUMBER 3 NR CLEVELAND, WI","DISCOVERY FARMS WATERWAY NUMBER 1 NR CLEVELAND, WI",12175340,1146.22,discharge,discharge,discharge,1370.0,0.8888,0.0,0.020201906399999997,0.061641714400000006,True,True,distinct,,shared_comid+records+source_area
USGS:05059460,USGS:05059465,"SHEYENNE RIVER ON 32ND AVE E AT WEST FARGO, ND","SHEYENNE RIVER DIV ON SHEYENNE ST AT W FARGO, ND",14828149,1150.34,discharge,discharge+gage_height,discharge+gage_height,183.0,0.9517,3.1998,,,True,True,distinct,,shared_comid+records+source_area
USGS:01407639,USGS:401350073595201,Harvey Brook US Corlies Av at Allenhurst NJ,Deal Lake at Flume House at Asbury Park NJ,6261966,1168.99,spec_cond,water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,0.0,,,,,True,True,sequential,2023-04-04..2023-09-12,shared_comid+records+source_area
USGS:404133073041801,USGS:404200073034301,"Great South Bay 9 near Browns River, NY","Great South Bay 8 near Browns River, NY",9500240,1170.21,water_temp,water_temp+diss_oxy,water_temp+diss_oxy,139.0,0.9983,0.0292,,,,,weak_evidence,,shared_comid+records+source_area
USGS:0136235580,USGS:01362357,WARNER CREEK IN SILVER HOLLOW NEAR CHICHESTER NY,WARNER CREEK NEAR CHICHESTER NY,6189748,1171.18,turbidity_fnu,turbidity_fnu,discharge+gage_height+turbidity_fnu,1026.0,0.9208,-2.2495,18.80331288,22.55879548,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01123600,USGS:01123620,"QUINEBAUG R BL WESTVILLE DAM NR SOUTHBRIDGE, MA","QUINEBAUG RIVER AT MILL ST AT SOUTHBRIDGE, MA",6147605,1180.66,,discharge,water_temp+spec_cond+diss_oxy,,,,244.49486720000002,245.27186360000002,True,True,distinct,,shared_comid+records+source_area
USGS:06803495,USGS:06803500,"Salt Creek at Innovation Campus at Lincoln, Nebr.","Salt Creek at 27th Street at Lincoln, Nebr.",17405849,1184.34,discharge,discharge+gage_height,discharge+gage_height,6802.0,0.9978,-0.9061,1771.551792,1774.14178,True,True,distinct,,shared_comid+records+source_area
USGS:413658083344200,USGS:413704083335100,Maumee River nr Walbridge Park nr Holland OH,Maumee River at Rossford Marina at Rossford OH,15634581,1186.57,spec_cond,water_temp+spec_cond,water_temp+spec_cond,141.0,0.9556,-3.6771,,,False,True,distinct,,shared_comid+records+source_area
USGS:01362347,USGS:01362349,STONY CLOVE CREEK AT LANESVILLE NY,STONY CLOVE CR ABOVE MOGGRE RD NEAR CHICHESTER NY,6189746,1188.28,turbidity_fnu,turbidity_fnu,turbidity_fnu,2500.0,0.8498,0.22,39.8858152,42.475803199999994,True,True,weak_evidence,,shared_comid+records+source_area
USGS:404211073061701,USGS:404213073070801,"Great South Bay 13 near Connetquot River, NY","Great South Bay 14 near Connetquot River, NY",9500256,1188.7,water_temp,water_temp+diss_oxy,water_temp+diss_oxy,193.0,0.9995,0.024,,,,,weak_evidence,,shared_comid+records+source_area
USGS:07010022,USGS:07010030,"River Des Peres near University City, MO","River Des Peres Tributary at Pagedale, MO",3624227,1194.15,discharge,discharge,discharge,6801.0,0.9506,0.0365,23.154492719999997,5.20587588,True,True,distinct,,shared_comid+records+source_area
USGS:03432504,USGS:034325065,"ROBINSON BRANCH ABOVE BOSTON, TN","ROBINSON BRANCH AT BOSTON THETA ROAD, TN",18395462,1202.9,discharge,discharge+gage_height+turbidity_fnu,discharge+gage_height+turbidity_fnu,1355.0,0.8714,-0.0208,1.4762931599999998,3.6777829599999996,True,True,distinct,,shared_comid+records+source_area
USGS:01456050,USGS:01456060,Musconetcong R at Hackettstown NJ,Bowers Brook at Hackettstown NJ,2586799,1213.01,water_temp,water_temp,water_temp,152.0,0.9551,4.75,190.364118,4.1439808000000005,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01648000,USGS:01648011,"ROCK CREEK AT SHERRILL DRIVE WASHINGTON, DC",Luzon Branch above Rock Creek at Washington DC,22338431,1216.97,discharge,discharge,discharge+water_temp,1193.0,0.7112,0.7858,161.09725360000002,2.66768764,True,True,distinct,,shared_comid+records+source_area
USGS:04127917,USGS:04127918,"PINE RIVER NEAR RUDYARD, MI","PINE RIVER AT MACKINAC TRAIL NEAR RUDYARD, MI",12206226,1229.84,discharge,discharge,discharge,1612.0,1.0,0.0,520.587588,523.177576,True,True,distinct,,shared_comid+records+source_area
USGS:05536356,USGS:413722087304901,"GRAND CALUMET RIVER AT COLUMBIA AV AT HAMMOND, IN","GRAND CALUMET RIVER AT SOHL AV AT HAMMOND, IN",13463913,1231.3,water_temp,nitrate+discharge+gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph+fchl+orthophosphate,water_temp+diss_oxy,199.0,0.9955,-0.2469,,15.09963004,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01362322,USGS:01362332,MYRTLE BROOK AT STATE HWY 214 AT EDGEWOOD NY,STONY CLOVE CREEK AT WRIGHT RD NEAR LANESVILLE NY,6189746,1232.37,turbidity_fnu,discharge+gage_height+turbidity_fnu,turbidity_fnu,2975.0,0.8593,-0.2823,4.68787828,20.90120316,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01407639,USGS:401336074002901,Harvey Brook US Corlies Av at Allenhurst NJ,Sunset Lake outlet at Bond St at Asbury Park NJ,6261966,1235.48,spec_cond,water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,15.0,0.577,1869.8125,,,True,True,distinct,,shared_comid+records+source_area
USGS:01407639,USGS:401350073594801,Harvey Brook US Corlies Av at Allenhurst NJ,Atlantic Oc in Deal Lk surge chmbr at Asbury Pk NJ,6261966,1237.0,spec_cond,water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,water_temp+spec_cond+diss_oxy+ph,15.0,-0.3485,-4753.5714,,,True,True,distinct,,shared_comid+records+source_area
USGS:410606073245700,USGS:410643073243700,"NORWALK R AT MARITIME AQUARIUM NR S NORWALK, CT","NORWALK RIVER AT FERRY POINT NEAR NORWALK, CT",7733919,1242.37,spec_cond,water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,water_temp+spec_cond+diss_oxy,514.0,0.7239,717.1875,,,True,True,distinct,,shared_comid+records+source_area
USGS:01359133,USGS:01359135,PATROON CR AT NORTHERN BLVD AT ALBANY NY,PATROON CREEK AT ALBANY NY,6186206,1244.08,discharge,discharge,discharge,0.0,,,33.9288428,35.7418344,True,True,sequential,2009-03-29..2018-12-20,shared_comid+records+source_area
USGS:404133073041801,USGS:404213073041801,"Great South Bay 9 near Browns River, NY","Great South Bay 7 near Browns River, NY",9500240,1244.44,water_temp,water_temp+diss_oxy,water_temp+diss_oxy,188.0,0.9965,-0.0677,,,,,weak_evidence,,shared_comid+records+source_area
USGS:404213073041801,USGS:404254073041701,"Great South Bay 7 near Browns River, NY","Great South Bay 5 near Browns River, NY",9500240,1275.75,water_temp,water_temp+diss_oxy,water_temp+diss_oxy,191.0,0.9972,-0.0719,,,,,weak_evidence,,shared_comid+records+source_area
USGS:07010030,USGS:07010035,"River Des Peres Tributary at Pagedale, MO","Engelholm Creek near Wellston, MO",3624227,1276.69,discharge,discharge,discharge,6801.0,0.958,-0.0042,5.20587588,3.6259832,True,True,distinct,,shared_comid+records+source_area
USGS:04201515,USGS:04201526,Abram Creek at Brook Park OH,Abram Creek at Kolthoff Drive at Brook Park OH,15594685,1296.93,,gage_height,discharge,,,,13.26073856,21.030702559999998,True,True,distinct,,shared_comid+records+source_area
USGS:404213073070801,USGS:404253073065101,"Great South Bay 14 near Connetquot River, NY","Great South Bay 11 near Connetquot River, NY",9500256,1305.82,water_temp,water_temp+diss_oxy,water_temp+diss_oxy,175.0,0.9979,-0.2688,,,,,weak_evidence,,shared_comid+records+source_area
USGS:05576000,USGS:05576022,"SOUTH FORK SANGAMON RIVER NEAR ROCHESTER, IL","SOUTH FORK SANGAMON RIVER BELOW ROCHESTER, IL",13565382,1307.58,gage_height,discharge+gage_height+water_temp,gage_height,6547.0,0.998,0.1829,2245.519596,2253.28956,True,True,weak_evidence,,shared_comid+records+source_area
USGS:404153073030701,USGS:404226073034201,GREAT SOUTH BAY 3 of 3 NEAR SAYVILLE NY,"Great South Bay 6 near Browns River, NY",9499872,1310.61,diss_oxy,diss_oxy,water_temp+diss_oxy,0.0,,,,,,,sequential,2015-09-19..2016-07-26,shared_comid+records+source_area
USGS:413626087211101,USGS:413628087201401,"GRAND CALUMET RIVER AT BUCHANAN ST AT GARY, IN","GRAND CALUMET RIVER AT BROADWAY ST AT GARY, IN",3398182,1311.38,water_temp,water_temp+diss_oxy,water_temp+diss_oxy,196.0,0.9965,-0.0052,,,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01466940,USGS:01466950,NB Rancocas C DS of Greenwood Br at New Lisbon NJ,NB Rancocas C near Pemberton NJ,4490660,1324.22,water_temp,water_temp,water_temp,104.0,0.9993,0.0,,297.84862,True,True,weak_evidence,,shared_comid+records+source_area
USGS:0134277121,USGS:0134277123,HONNEDAGA LAKE TRIBUTARY NO. 5 AT FOREST LODGE NY,HONNEDAGA LAKE TRIBUTARY NO. 6 AT FOREST LODGE NY,22738413,1325.32,discharge,discharge+water_temp,discharge+water_temp,1428.0,0.8202,0.0028,0.31079856,0.18129916000000001,True,True,distinct,,shared_comid+records+source_area
USGS:01362359,USGS:01362365,"STONY CLOVE CR AT SILVER HOLLOW RD, CHICHESTER NY",OX CLOVE AT CHICHESTER NY,6189644,1341.0,turbidity_fnu,turbidity_fnu,turbidity_fnu,2845.0,0.7352,0.4463,68.8936808,8.05486268,True,True,weak_evidence,,shared_comid+records+source_area
USGS:06479452,USGS:06479500,"BIG SIOUX RIVER AT LAKE KAMPESKA NR WATERTOWN, SD","BIG SIOUX RIVER AT WATERTOWN, SD",9372356,1360.82,gage_height,gage_height,discharge+gage_height,269.0,0.181,4.0813,1396.003532,2087.530328,False,True,weak_evidence,,shared_comid+records+source_area
USGS:01362200,USGS:01362230,ESOPUS CREEK AT ALLABEN NY,DIVERSION FROM SCHOHARIE RESERVOIR NY,6189632,1371.23,discharge,discharge+gage_height+water_temp+turbidity_fnu,discharge+water_temp,6610.0,-0.2395,-1.5669,164.9822356,,True,True,distinct,,shared_comid+records+source_area
USGS:0205491522,USGS:0205492550,"ROANOKE RIVER AT BRIDGE STREET BR AT ROANOKE, VA","ROANOKE RIVER AT MEMORIAL AVE BR AT ROANOKE, VA",8625065,1383.77,spec_cond,water_temp+spec_cond+turbidity_fnu+ph,water_temp+spec_cond+turbidity_fnu+ph,0.0,,,960.885548,968.6555119999999,True,True,sequential,2008-09-30..2008-10-03,shared_comid+records+source_area
USGS:01648000,USGS:01648010,"ROCK CREEK AT SHERRILL DRIVE WASHINGTON, DC","Rock Creek at Joyce Rd Washington, DC",22338431,1393.54,discharge,discharge,nitrate+discharge+gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,4917.0,0.9963,-0.0934,161.09725360000002,164.9822356,True,True,distinct,,shared_comid+records+source_area
USGS:0136235585,USGS:01362358,WARNER CREEK IN SILVER HOLLOW NEAR PHOENICIA NY,WARNER CREEK AT CHICHESTER NY,6189748,1407.92,turbidity_fnu,turbidity_fnu,turbidity_fnu,560.0,0.9897,0.1453,19.1659112,23.309891999999998,True,True,weak_evidence,,shared_comid+records+source_area
USGS:07377780,USGS:07377782,"White Bayou at State Hwy 64 near Zachary, LA","White Bayou SE of Zachary, LA",18988440,1408.17,,gage_height,discharge,,,,,116.54946,True,True,distinct,,shared_comid+records+source_area
USGS:06887000,USGS:391423096351600,"BIG BLUE R NR MANHATTAN, KS","BIG BLUE R BL RIVER POND NR MANHATTAN, KS",2279137,1433.4,spec_cond,nitrate+discharge+gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,33.0,0.3265,-3.9271,24967.48432,,True,True,distinct,,shared_comid+records+source_area
USGS:071948140,USGS:07194816,"South Research Br at the WREC at Fayetteville, AR","Research Br Outlet at the WREC at Fayetteville, AR",398558,1440.68,discharge,discharge,discharge,835.0,0.857,0.0,,,True,True,distinct,,shared_comid+records+source_area
USGS:01362332,USGS:01362336,STONY CLOVE CREEK AT WRIGHT RD NEAR LANESVILLE NY,STONY CLOVE CR AT JANSSEN RD AT LANESVILLE NY,6189746,1453.77,turbidity_fnu,turbidity_fnu,discharge+gage_height+turbidity_fnu,2008.0,0.646,-0.608,20.90120316,23.957389,True,True,weak_evidence,,shared_comid+records+source_area
USGS:071948150,USGS:07194816,"Wetland BR at the WREC at Fayetteville, AR","Research Br Outlet at the WREC at Fayetteville, AR",398558,1454.02,discharge,discharge,discharge,854.0,0.8173,0.0003,,,True,True,distinct,,shared_comid+records+source_area
USGS:413611087201101,USGS:413626087211101,"CITY HALL WEST FLUME AT GARY, IN","GRAND CALUMET RIVER AT BUCHANAN ST AT GARY, IN",3398182,1459.9,,discharge+gage_height+spec_cond,water_temp+diss_oxy,,,,,,True,True,distinct,,shared_comid+records+source_area
USGS:01456887,USGS:01457000,Musconetcong River US of Trib 4 nr Asbury NJ,Musconetcong River near Bloomsbury NJ,2588261,1469.96,,water_temp,discharge,,,,,365.188308,True,True,distinct,,shared_comid+records+source_area
USGS:01362295,USGS:01362297,PANTHER KILL AT PANTHER KILL ROAD NR PHOENICIA NY,PANTHER KILL AT WOODLAND VALLEY RD NR PHOENICIA NY,6189650,1471.77,turbidity_fnu,turbidity_fnu,discharge+gage_height+turbidity_fnu,88.0,0.7365,-4.6435,7.6663644799999995,9.14265764,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01407639,USGS:401330074001201,Harvey Brook US Corlies Av at Allenhurst NJ,Sunset Lake east of Heck St at Asbury Park NJ,6261966,1476.29,spec_cond,water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,0.0,,,,,True,True,sequential,2023-04-04..2023-09-12,shared_comid+records+source_area
USGS:071948135,USGS:07194816,"North Research Br at the WREC at Fayetteville, AR","Research Br Outlet at the WREC at Fayetteville, AR",398558,1478.53,discharge,discharge,discharge,854.0,0.8339,0.0,,,True,True,distinct,,shared_comid+records+source_area
USGS:413611087201001,USGS:413626087211101,"CITY HALL NORTH FLUME AT GARY, IN","GRAND CALUMET RIVER AT BUCHANAN ST AT GARY, IN",3398182,1481.67,,discharge+gage_height+spec_cond,water_temp+diss_oxy,,,,,,True,True,distinct,,shared_comid+records+source_area
USGS:413611087201002,USGS:413626087211101,"CITY HALL SOUTH FLUME AT GARY, IN","GRAND CALUMET RIVER AT BUCHANAN ST AT GARY, IN",3398182,1481.67,,discharge+gage_height+spec_cond,water_temp+diss_oxy,,,,,,True,True,distinct,,shared_comid+records+source_area
USGS:435414087471400,USGS:435444087462300,"DISCOVERY FARMS WATERWAY NUMBER 3 NR CLEVELAND, WI","DISCOVERY FARMS WATERWAY NUMBER 2 NR CLEVELAND, WI",12175340,1491.53,discharge,discharge,discharge,1370.0,0.9051,0.0,0.020201906399999997,0.0486917744,True,True,distinct,,shared_comid+records+source_area
USGS:01362342,USGS:01362345,HOLLOW TREE BROOK AT LANESVILLE NY,HOLLOW TREE BROOK AT ST HWY 214 AT LANESVILLE NY,6189746,1491.76,turbidity_fnu,discharge+gage_height+turbidity_fnu,turbidity_fnu,1458.0,0.2987,-11.8287,5.0504766,12.017544319999999,True,True,weak_evidence,,shared_comid+records+source_area
USGS:413612087200901,USGS:413626087211101,"CITY HALL NORTHEAST FLUME AT GARY, IN","GRAND CALUMET RIVER AT BUCHANAN ST AT GARY, IN",3398182,1494.05,,discharge+gage_height+spec_cond,water_temp+diss_oxy,,,,,,True,True,distinct,,shared_comid+records+source_area
USGS:413611087200901,USGS:413626087211101,"CITY HALL SOUTHEAST FLUME AT GARY, IN","GRAND CALUMET RIVER AT BUCHANAN ST AT GARY, IN",3398182,1503.48,,discharge+gage_height+spec_cond,water_temp+diss_oxy,,,,,,True,True,distinct,,shared_comid+records+source_area
USGS:0136235575,USGS:01362356,WARNER CREEK NR CARL MOUNTAIN NR CHICHESTER NY,WARNER CREEK AT SILVER HOLLOW RD NR CHICHESTER NY,6189748,1517.28,turbidity_fnu,turbidity_fnu,turbidity_fnu,2639.0,0.8177,-1.3896,18.28531528,22.2738968,True,True,weak_evidence,,shared_comid+records+source_area
USGS:404211073061701,USGS:404253073065101,"Great South Bay 13 near Connetquot River, NY","Great South Bay 11 near Connetquot River, NY",9500256,1527.59,water_temp,water_temp+diss_oxy,water_temp+diss_oxy,175.0,0.9973,-0.2312,,,,,weak_evidence,,shared_comid+records+source_area
USGS:01362332,USGS:01362345,STONY CLOVE CREEK AT WRIGHT RD NEAR LANESVILLE NY,HOLLOW TREE BROOK AT ST HWY 214 AT LANESVILLE NY,6189746,1537.82,turbidity_fnu,turbidity_fnu,turbidity_fnu,1934.0,0.4153,-11.4384,20.90120316,12.017544319999999,True,True,weak_evidence,,shared_comid+records+source_area
USGS:04118997,USGS:04119000,"GRAND RIVER AT 6TH ST AT GRAND RAPIDS, MI","GRAND RIVER AT GRAND RAPIDS, MI",9008387,1543.25,,water_temp+spec_cond+turbidity_fnu+diss_oxy,discharge,,,,12703.89114,12690.9412,True,True,distinct,,shared_comid+records+source_area
USGS:01362336,USGS:01362342,STONY CLOVE CR AT JANSSEN RD AT LANESVILLE NY,HOLLOW TREE BROOK AT LANESVILLE NY,6189746,1549.73,discharge,discharge+gage_height+turbidity_fnu,discharge+gage_height+turbidity_fnu,2558.0,0.9481,0.3518,23.957389,5.0504766,True,True,distinct,,shared_comid+records+source_area
USGS:413626087211101,USGS:413632087221900,"GRAND CALUMET RIVER AT BUCHANAN ST AT GARY, IN","GRAND CALUMET RIVER AT BRIDGE ST AT GARY, IN",3398182,1550.95,water_temp,water_temp+diss_oxy,water_temp+diss_oxy,196.0,0.9969,0.1448,,,True,True,weak_evidence,,shared_comid+records+source_area
USGS:03353415,USGS:03353420,"SCHOOL BRANCH AT MALONEY ROAD NEAR BROWNSBURG, IN","SCHOOL BRANCH AT CR750N AT BROWNSBURG, IN",18476381,1565.82,nitrate,nitrate+discharge+gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph+orthophosphate,nitrate+discharge+gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph+orthophosphate,2830.0,0.9371,-0.12,8.78005932,12.1729436,True,False,distinct,,shared_comid+records+source_area
USGS:04057800,USGS:04057801,"MIDDLE BRANCH ESCANABA RIVER AT HUMBOLDT, MI","M BR ESCANABA R AT US HWY 41 NR HUMBOLDT, MI",11959338,1572.05,,discharge+gage_height,water_temp+spec_cond+diss_oxy+ph,,,,118.3624516,123.2834288,True,True,distinct,,shared_comid+records+source_area
USGS:0202848919,USGS:0202848938,"SPRUCE CREEK ABOVE ROUTE 151 NEAR NELLYSFORD, VA","SPRUCE CREEK AT ROUTE 627 NEAR NELLYSFORD, VA",8544709,1595.08,spec_cond,water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,1134.0,0.9343,1.3542,6.5526696399999995,7.45916544,True,True,distinct,,shared_comid+records+source_area
USGS:0136235575,USGS:01362357,WARNER CREEK NR CARL MOUNTAIN NR CHICHESTER NY,WARNER CREEK NEAR CHICHESTER NY,6189748,1638.72,turbidity_fnu,turbidity_fnu,discharge+gage_height+turbidity_fnu,922.0,0.8812,-3.0986,18.28531528,22.55879548,True,True,weak_evidence,,shared_comid+records+source_area
USGS:404149073051301,USGS:404211073061701,GREAT SOUTH BAY 2 of 3 NEAR WEST SAYVILLE NY,"Great South Bay 13 near Connetquot River, NY",9500256,1639.44,diss_oxy,diss_oxy,water_temp+diss_oxy,0.0,,,,,,,sequential,2015-09-19..2016-07-26,shared_comid+records+source_area
USGS:05536356,USGS:413651087285001,"GRAND CALUMET RIVER AT COLUMBIA AV AT HAMMOND, IN","GRAND CALUMET R AT INDPLS BLVD AT EAST CHICAGO, IN",13463913,1665.94,water_temp,nitrate+discharge+gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph+fchl+orthophosphate,water_temp+diss_oxy,201.0,0.9653,-1.1344,,,True,True,weak_evidence,,shared_comid+records+source_area
USGS:404146073074301,USGS:404240073074301,"Great South Bay 15 near Connetquot River, NY","Great South Bay 12 near Connetquot River, NY",9500282,1679.99,water_temp,water_temp+diss_oxy,water_temp+diss_oxy,158.0,0.9991,-0.0714,,,,,weak_evidence,,shared_comid+records+source_area
USGS:01362349,USGS:01362352,STONY CLOVE CR ABOVE MOGGRE RD NEAR CHICHESTER NY,STONY CLOVE CR ABV WARNER CR AT CHICHESTER NY,6189746,1685.55,turbidity_fnu,turbidity_fnu,turbidity_fnu,1493.0,0.8646,-0.7521,42.475803199999994,45.32479,True,True,weak_evidence,,shared_comid+records+source_area
USGS:03259757,USGS:03259813,W Fk Mill Creek at West Fork Road at Cincinnati OH,W Fk Mill Creek at Hille Park at Cincinnati OH,3405231,1695.33,discharge,discharge+gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,discharge+gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,609.0,0.6056,-0.0248,16.29102452,24.630785879999998,True,True,distinct,,shared_comid+records+source_area
USGS:01622459,USGS:01622464,"MIDDLE RIVER AT ROUTE 721 NEAR CHURCHVILLE, VA","MIDDLE RIVER ABOVE ROUTE 250 NEAR CHURCHVILLE, VA",5909017,1709.43,spec_cond,water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,1150.0,0.9833,-3.1927,232.0629248,236.7249032,True,True,distinct,,shared_comid+records+source_area
USGS:01475530,USGS:014755456,"Cobbs Cr at U.S. Hghwy No. 1 at Philadelphia, PA","Naylor Creek at Upper Darby, PA",4495656,1721.49,gage_height,discharge+gage_height+water_temp+spec_cond+diss_oxy+ph,gage_height,3431.0,0.1128,0.1876,12.38014264,4.4029796,True,False,weak_evidence,,shared_comid+records+source_area
USGS:05408476,USGS:434425090462401,"WEST FORK KICKAPOO RIVER @ OGDEN AVE AT CASHTON,WI","DISCOVERY FARMS-JERSEY WATERWAY 6 AT CASHTON, WI",13624141,1738.47,discharge,discharge,discharge,1485.0,0.5395,0.0,4.816082686,0.19424909999999998,True,True,distinct,,shared_comid+records+source_area
USGS:0136235580,USGS:01362358,WARNER CREEK IN SILVER HOLLOW NEAR CHICHESTER NY,WARNER CREEK AT CHICHESTER NY,6189748,1744.99,turbidity_fnu,turbidity_fnu,turbidity_fnu,553.0,0.9905,0.6656,18.80331288,23.309891999999998,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01359135,USGS:01359139,PATROON CREEK AT ALBANY NY,HUDSON RIVER AT ALBANY NY,6186206,1751.86,,discharge,water_temp,,,,35.7418344,21465.820544,True,True,distinct,,shared_comid+records+source_area
USGS:05059715,USGS:464114097260900,"MAPLE RIVER ABOVE MAPLE RIVER DAM NR SHELDON, ND","DISCOVERY FARMS WATERWAY SITE 3 NEAR EMBDEN, ND",14254591,1753.44,discharge,discharge+gage_height,discharge,424.0,0.2475,22.6235,2320.629248,,True,True,distinct,,shared_comid+records+source_area
USGS:01362312,USGS:01362322,STONY CLOVE CREEK AT EDGEWOOD NY,MYRTLE BROOK AT STATE HWY 214 AT EDGEWOOD NY,6189746,1770.57,turbidity_fnu,turbidity_fnu,discharge+gage_height+turbidity_fnu,2413.0,0.6327,-0.6341,5.853372879999999,4.68787828,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01653522,USGS:01653560,"PISCATAWAY CREEK TRIB AT JOINT BASE ANDREWS, MD","PISCATAWAY CREEK AT WOODYARD, MD",22337835,1773.16,spec_cond,gage_height+water_temp+spec_cond+turbidity_fnu,gage_height+water_temp+spec_cond+turbidity_fnu,244.0,0.1811,-11.6354,,8.23616184,True,True,distinct,,shared_comid+records+source_area
USGS:05406457,USGS:05406469,"BLACK EARTH CREEK NR BREWERY RD AT CROSS PLAINS,WI","BREWERY CREEK-UPSTREAM SITE-AT CROSS PLAINS, WI",13633137,1800.43,discharge,discharge+gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy,discharge+gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy,4353.0,0.7375,0.3153,29.5258632,26.1588788,False,True,distinct,,shared_comid+records+source_area
