uid_a,uid_b,name_a,name_b,comid,sep_m,on_channel,channels_a,channels_b,shared_days,r,median_diff,area_a_km2,area_b_km2,agree_a,agree_b,proposed,seam,evidence
USGS:04092677,USGS:413632087221900,"GRAND CALUMET RIVER AT INDUSTRIAL HWY AT GARY, IN","GRAND CALUMET RIVER AT BRIDGE ST AT GARY, IN",3398182,1817.32,water_temp,discharge+gage_height+water_temp+diss_oxy,water_temp+diss_oxy,189.0,0.9922,-0.6527,,,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01466850,USGS:01466900,Greenwood Br at Greenwood Brdg Rd nr New Lisbon NJ,Greenwood Branch at New Lisbon NJ,4491946,1837.13,water_temp,water_temp,discharge+gage_height+water_temp+spec_cond,163.0,0.9892,-0.3406,,201.7600652,True,True,weak_evidence,,shared_comid+records+source_area
USGS:05536085,USGS:05536105,"NB CHICAGO RIVER AT N PULASKI ROAD AT CHICAGO, IL","NB CHICAGO RIVER AT ALBANY AVENUE AT CHICAGO, IL",13463903,1852.71,discharge,discharge+gage_height,discharge+gage_height,0.0,,,291.1146512,292.668644,True,True,sequential,2018-04-17..2018-04-20,shared_comid+records+source_area
USGS:01465963,USGS:01465965,Ong Run at Trenton Rd near Browns Mills NJ,Ong Run at Browns Mills NJ,4490532,1856.13,water_temp,water_temp,water_temp,383.0,0.9918,1.9,,4.84327756,True,True,weak_evidence,,shared_comid+records+source_area
USGS:404200073034301,USGS:404254073041701,"Great South Bay 8 near Browns River, NY","Great South Bay 5 near Browns River, NY",9500240,1857.03,water_temp,water_temp+diss_oxy,water_temp+diss_oxy,142.0,0.9969,-0.1917,,,,,weak_evidence,,shared_comid+records+source_area
USGS:05054000,USGS:465240096465000,"RED RIVER OF THE NORTH AT FARGO, ND","RED RIVER FLOOD GAGE 4 AT FARGO, ND",6667867,1857.32,gage_height,discharge+gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,gage_height,161.0,0.9876,-262.2783,17611.9184,,True,True,weak_evidence,,shared_comid+records+source_area
IWQIS:WQS0092,USGS:05482000,Des Moines River at Des Moines (92DMRDM),"Des Moines River at 2nd Avenue at Des Moines, IA",6597748,1878.12,water_temp,water_temp+turbidity_unknown,nitrate+discharge+gage_height+water_temp,494.0,0.9936,0.1911,2.589988,16174.475059999999,True,True,weak_evidence,,shared_comid+records+source_area
USGS:03292474,USGS:0329247450,"GOOSE CREEK AT OLD WESTPORT RD NR ST MATTHEWS, KY","GOOSE CREEK AT HWY 22 AT SPRING VALLEY, KY",10163710,1888.12,discharge,discharge+gage_height+water_temp+spec_cond+diss_oxy+ph,discharge+gage_height+water_temp+spec_cond+diss_oxy+ph,615.0,0.9934,-0.0376,15.539928,21.26380148,True,True,distinct,,shared_comid+records+source_area
USGS:01362330,USGS:01362336,STONY CLOVE CREEK NEAR LANESVILLE NY,STONY CLOVE CR AT JANSSEN RD AT LANESVILLE NY,6189746,1917.3,turbidity_fnu,turbidity_fnu,discharge+gage_height+turbidity_fnu,1247.0,0.7706,-1.3167,19.42491,23.957389,True,True,weak_evidence,,shared_comid+records+source_area
USGS:461656096430500,USGS:461744096440200,"ANTELOPE CREEK TRIBUTARY NEAR DWIGHT, ND","ANTELOPE CR TRIB NR DWIGHT, ND ALTERNATE SITE",6676176,1932.95,gage_height,gage_height,gage_height,0.0,,,,,True,True,sequential,2009-04-03..2011-03-21,shared_comid+records+source_area
USGS:0329247450,USGS:03292475,"GOOSE CREEK AT HWY 22 AT SPRING VALLEY, KY","GOOSE CREEK AT US HWY 42 NEAR GLENVIEW ACRES, KY",10163710,1936.36,discharge,discharge+gage_height+water_temp+spec_cond+diss_oxy+ph,discharge+gage_height+water_temp+spec_cond+diss_oxy+ph,364.0,0.9715,-0.0162,21.26380148,26.1588788,True,True,distinct,,shared_comid+records+source_area
USGS:05532500,USGS:05532600,"DES PLAINES RIVER AT RIVERSIDE, IL","DES PLAINES RIVER AT LYONS, IL",14786231,1941.07,gage_height,discharge+gage_height,gage_height,4195.0,0.8876,-2.6257,1631.69244,1635.8364208,True,True,weak_evidence,,shared_comid+records+source_area
USGS:034324715,USGS:03432472,UNNAMED TRIB TO SYCAMORE CR (FLUME) NR SYCAMORE,"SYCAMORE CREEK AT BURWOOD, TN",18394284,1965.15,discharge,discharge+gage_height+turbidity_fnu,discharge+gage_height+turbidity_fnu,826.0,0.7058,-0.0086,0.05179976,3.85908212,True,True,distinct,,shared_comid+records+source_area
USGS:01424998,USGS:01425000,CANNONSVILLE RES RELEASE CHANNEL NR STILESVILLE NY,WEST BRANCH DELAWARE RIVER AT STILESVILLE NY,2614238,1987.77,discharge,discharge+gage_height,discharge+water_temp,272.0,0.8157,-0.1982,1181.034528,1181.034528,True,True,distinct,,shared_comid+records+source_area
USGS:413745083314900,USGS:413849083315000,Maumee River at Fassett St at Toledo OH,Maumee River at Boers-Boyer Way at Toledo OH,15634581,1989.62,spec_cond,water_temp+spec_cond,water_temp+spec_cond,161.0,0.4168,-3.1562,,,True,True,distinct,,shared_comid+records+source_area
USGS:01362330,USGS:01362345,STONY CLOVE CREEK NEAR LANESVILLE NY,HOLLOW TREE BROOK AT ST HWY 214 AT LANESVILLE NY,6189746,2004.52,turbidity_fnu,turbidity_fnu,turbidity_fnu,1263.0,0.3979,-15.051,19.42491,12.017544319999999,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01362332,USGS:01362342,STONY CLOVE CREEK AT WRIGHT RD NEAR LANESVILLE NY,HOLLOW TREE BROOK AT LANESVILLE NY,6189746,2021.67,turbidity_fnu,turbidity_fnu,discharge+gage_height+turbidity_fnu,2322.0,0.7446,0.9985,20.90120316,5.0504766,True,True,weak_evidence,,shared_comid+records+source_area
USGS:295906090054200,USGS:300009090051600,"City Park South Lagoon at New Orleans, LA","City Park East Lagoon at New Orleans, LA",22772198,2062.98,spec_cond,gage_height+water_temp+spec_cond+diss_oxy,gage_height+water_temp+spec_cond+diss_oxy,1120.0,0.7377,104.9871,,,False,False,distinct,,shared_comid+records+source_area
USGS:01456887,USGS:01457005,Musconetcong River US of Trib 4 nr Asbury NJ,Musconetcong River trib 6 nr Bloomsbury NJ,2588261,2066.55,water_temp,water_temp,water_temp,550.0,0.9038,2.8,,,True,True,weak_evidence,,shared_comid+records+source_area
IWQIS:WQP0008,IWQIS:WQP0009,Alleman Creek at Alleman (Saturated Buffer 1),Alleman Creek at Alleman (Saturated Buffer 2),22248727,2076.94,nitrate,nitrate,nitrate,339.0,0.5182,0.32,2.589988,2.589988,True,True,distinct,,shared_comid+records+source_area
USGS:05060000,USGS:465234097045600,"MAPLE RIVER NEAR MAPLETON, ND","MAPLE RIVER AT STATE ROUTE 10 NR MAPLETON, ND",14254205,2134.33,gage_height,discharge+gage_height,gage_height,19.0,0.9887,-269.6352,3807.28236,,True,True,weak_evidence,,shared_comid+records+source_area
USGS:07144100,USGS:375350097262800,"L ARKANSAS R NR SEDGWICK, KS","L ARKANSAS R UPSTREAM OF ASR FAC NR SEDGWICK, KS",21177172,2141.18,nitrate,nitrate+discharge+gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph+fdom,nitrate+gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph+fdom,3344.0,0.902,-0.1,3208.995132,,True,True,distinct,,shared_comid+records+source_area
USGS:01653521,USGS:01653560,"PISCATAWAY CREEK AT JOINT BASE ANDREWS, MD","PISCATAWAY CREEK AT WOODYARD, MD",22337835,2141.29,spec_cond,discharge+gage_height+water_temp+spec_cond+turbidity_fnu,gage_height+water_temp+spec_cond+turbidity_fnu,100.0,0.8283,-44.2188,2.48638848,8.23616184,True,True,distinct,,shared_comid+records+source_area
USGS:05059715,USGS:464115097255000,"MAPLE RIVER ABOVE MAPLE RIVER DAM NR SHELDON, ND","DISCOVERY FARMS WATERWAY SITE 1 NEAR EMBDEN, ND",14254591,2158.89,discharge,discharge+gage_height,discharge,380.0,-0.0436,21.1952,2320.629248,,True,False,distinct,,shared_comid+records+source_area
USGS:01362370,USGS:01362398,STONY CLOVE CREEK BLW OX CLOVE AT CHICHESTER NY,STONY CLOVE CR ABOVE ST HWY 214 AT PHOENICIA NY,6189644,2160.58,turbidity_fnu,discharge+gage_height+turbidity_fnu,turbidity_fnu,318.0,0.9687,0.8932,80.03062919999999,83.9156112,True,True,weak_evidence,,shared_comid+records+source_area
USGS:0136235575,USGS:01362358,WARNER CREEK NR CARL MOUNTAIN NR CHICHESTER NY,WARNER CREEK AT CHICHESTER NY,6189748,2179.38,turbidity_fnu,turbidity_fnu,turbidity_fnu,446.0,0.9935,-1.2128,18.28531528,23.309891999999998,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01589312,USGS:01589315,"DEAD RUN NEAR CATONSVILLE, MD","DEAD RUN AT WOODLAWN, MD",11689198,2198.26,discharge,discharge,discharge,6463.0,0.9083,-0.0195,2.04609052,6.29367084,True,True,distinct,,shared_comid+records+source_area
USGS:05059715,USGS:464115097254700,"MAPLE RIVER ABOVE MAPLE RIVER DAM NR SHELDON, ND","DISCOVERY FARMS WATERWAY SITE 2 NEAR EMBDEN, ND",14254591,2222.3,discharge,discharge+gage_height,discharge,355.0,0.2624,20.436,2320.629248,,True,False,distinct,,shared_comid+records+source_area
USGS:01408900,USGS:01409000,Cedar Creek at Western Blvd near Lanoka Harbor NJ,Cedar Creek at Lanoka Harbor NJ,9453855,2235.32,discharge,discharge,discharge,1582.0,1.0,-0.1727,129.2404012,138.0463604,True,True,distinct,,shared_comid+records+source_area
USGS:07241504,USGS:07241506,"Crutcho Creek at SE 50th st. at Boone Township, OK","Crutcho Creek at SE 29th st. at Boone Township, OK",415461,2242.35,discharge,discharge,discharge,555.0,0.988,-0.0235,,28.691887064,True,True,distinct,,shared_comid+records+source_area
USGS:01362347,USGS:01362350,STONY CLOVE CREEK AT LANESVILLE NY,STONY CLOVE CREEK AT CHICHESTER NY,6189746,2246.18,turbidity_fnu,turbidity_fnu,turbidity_fnu,1268.0,0.8109,-1.7322,39.8858152,45.32479,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01362345,USGS:01362349,HOLLOW TREE BROOK AT ST HWY 214 AT LANESVILLE NY,STONY CLOVE CR ABOVE MOGGRE RD NEAR CHICHESTER NY,6189746,2262.75,turbidity_fnu,turbidity_fnu,turbidity_fnu,1824.0,0.6848,8.0185,12.017544319999999,42.475803199999994,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01362336,USGS:01362349,STONY CLOVE CR AT JANSSEN RD AT LANESVILLE NY,STONY CLOVE CR ABOVE MOGGRE RD NEAR CHICHESTER NY,6189746,2278.29,turbidity_fnu,discharge+gage_height+turbidity_fnu,turbidity_fnu,2162.0,0.7588,-0.2603,23.957389,42.475803199999994,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01103038,USGS:01103040,"MALDEN RIVER AT MALDEN, MA","MYSTIC RIVER RT 16 AT MEDFORD, MA",5867675,2302.98,discharge,discharge,discharge,66.0,-0.1568,-1.5192,,,True,True,distinct,,shared_comid+records+source_area
USGS:430338089295701,USGS:430402089282000,"DETENTION POND OUTLET AT MEMORIAL HS @ MADISON, WI","SOUTH KENOSHA DRIVE STORM SEWER AT MADISON, WI",13424845,2313.81,discharge,discharge,discharge,0.0,,,,0.007769964,False,False,sequential,2013-04-13..2023-08-17,shared_comid+records+source_area
USGS:07010094,USGS:07010097,"Grammond Creek near Wilbur Park, MO","River Des Peres at St. Louis, MO",3624471,2327.89,discharge,discharge,discharge,6799.0,-0.0172,-0.2486,1.60579256,220.6669776,True,True,distinct,,shared_comid+records+source_area
USGS:01100475,USGS:01100500,"MERRIMACK R AT ABE BASHARA BOAT HOUSE LAWRENCE, MA","MERRIMACK RIVER AT LAWRENCE, MA",6746076,2329.85,,water_temp+spec_cond+diss_oxy,gage_height,,,,12069.344079999999,12100.423936,True,True,distinct,,shared_comid+records+source_area
USGS:01306440,USGS:01306460,CONNETQUOT BROOK AT CENTRAL ISLIP NY,CONNETQUOT BK NR CENTRAL ISLIP NY,9499614,2336.99,discharge,discharge,discharge,2099.0,0.9185,-0.5864,42.2168044,56.720737199999995,True,True,distinct,,shared_comid+records+source_area
USGS:01362332,USGS:01362347,STONY CLOVE CREEK AT WRIGHT RD NEAR LANESVILLE NY,STONY CLOVE CREEK AT LANESVILLE NY,6189746,2339.8,turbidity_fnu,turbidity_fnu,turbidity_fnu,2649.0,0.7971,-1.7773,20.90120316,39.8858152,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01362359,USGS:01362398,"STONY CLOVE CR AT SILVER HOLLOW RD, CHICHESTER NY",STONY CLOVE CR ABOVE ST HWY 214 AT PHOENICIA NY,6189644,2341.07,turbidity_fnu,turbidity_fnu,turbidity_fnu,258.0,0.9727,-0.2397,68.8936808,83.9156112,True,True,weak_evidence,,shared_comid+records+source_area
USGS:07381350,USGS:07381355,"Company Canal at Hwy 1 at Lockport, LA","Company Canal at Salt Barrier near Lockport, LA",11060645,2342.71,spec_cond,gage_height+water_temp+spec_cond,gage_height+water_temp+spec_cond,6360.0,0.7283,9.8152,,,True,False,distinct,,shared_comid+records+source_area
USGS:06893557,USGS:06893562,"Brush Creek at Ward Parkway in Kansas City, MO","Brush Creek at Rockhill Road in Kansas City, MO",4390865,2389.08,discharge,discharge,discharge+gage_height,516.0,0.5197,-0.0342,31.597853599999997,44.029796,True,True,distinct,,shared_comid+records+source_area
USGS:01455250,USGS:01455265,Pohatcong Creek trib 10 at Kennedy Mills NJ,Pohatcong Creek near Kennedy Mills NJ,2588065,2401.81,water_temp,water_temp,water_temp,216.0,0.9987,0.0,,,True,True,weak_evidence,,shared_comid+records+source_area
USGS:03284530,USGS:03284533,"EAST HICKMAN CR AT DELONG RD NR EAST HICKMAN, KY","EAST HICKMAN CR AT TATES CR RD NR EAST HICKMAN, KY",1826988,2408.26,discharge,discharge,discharge+gage_height+water_temp+spec_cond+diss_oxy+ph,0.0,,,39.1088188,50.47886611999999,True,True,sequential,2012-06-10..2014-02-04,shared_comid+records+source_area
USGS:042085017,USGS:412624081450700,East Br Big Creek at Brookpark Rd nr Parma OH,East Branch Big Creek at Brooklyn OH,15588372,2409.99,discharge,discharge,discharge,1229.0,0.9711,-0.0716,34.4468404,49.727769599999995,True,True,distinct,,shared_comid+records+source_area
USGS:01362330,USGS:01362342,STONY CLOVE CREEK NEAR LANESVILLE NY,HOLLOW TREE BROOK AT LANESVILLE NY,6189746,2416.91,turbidity_fnu,turbidity_fnu,discharge+gage_height+turbidity_fnu,1959.0,0.6613,0.6219,19.42491,5.0504766,True,True,weak_evidence,,shared_comid+records+source_area
USGS:07010022,USGS:07010035,"River Des Peres near University City, MO","Engelholm Creek near Wellston, MO",3624227,2442.01,discharge,discharge,discharge,6803.0,0.9228,0.0303,23.154492719999997,3.6259832,True,True,distinct,,shared_comid+records+source_area
USGS:05427927,USGS:05427930,"DORN (SPRING) CREEK @ CT HIGHWAY Q NR WAUNAKEE, WI","DORN (SPRING) CREEK AT CT HIGHWAY M NR WAUNAKEE,WI",13294176,2450.51,discharge,discharge,discharge+water_temp,5145.0,0.0107,-0.0682,25.7703806,32.633848799999996,True,True,distinct,,shared_comid+records+source_area
USGS:0205551460,USGS:0205551614,"LICK RUN ABOVE PATTON AVENUE AT ROANOKE, VA","TINKER CREEK ABOVE GLADE CREEK AT ROANOKE, VA",8627197,2476.4,discharge,discharge+gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,discharge+gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,1808.0,0.8498,-1.4416,13.13123916,202.019064,True,True,distinct,,shared_comid+records+source_area
USGS:01362368,USGS:01362398,OX CLOVE NEAR MOUTH AT CHICHESTER NY,STONY CLOVE CR ABOVE ST HWY 214 AT PHOENICIA NY,6189644,2483.77,turbidity_fnu,discharge+gage_height+turbidity_fnu,turbidity_fnu,310.0,0.8663,3.0589,9.91965404,83.9156112,True,True,weak_evidence,,shared_comid+records+source_area
USGS:404133073041801,USGS:404254073041701,"Great South Bay 9 near Browns River, NY","Great South Bay 5 near Browns River, NY",9500240,2520.09,water_temp,water_temp+diss_oxy,water_temp+diss_oxy,175.0,0.9952,-0.1542,,,,,weak_evidence,,shared_comid+records+source_area
USGS:05532500,USGS:414757087490401,"DES PLAINES RIVER AT RIVERSIDE, IL","SUMMIT CONDUIT AT SUMMIT, IL",14786231,2522.45,discharge,discharge+gage_height,discharge+gage_height,816.0,0.2991,11.2769,1631.69244,,True,True,distinct,,shared_comid+records+source_area
USGS:06893562,USGS:390202094362700,"Brush Creek at Rockhill Road in Kansas City, MO","BRUSH CREEK AT STATE LINE RD, KANSAS CITY, MO",4390865,2537.66,,discharge+gage_height,water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,,,,44.029796,,True,True,distinct,,shared_comid+records+source_area
USGS:01362342,USGS:01362347,HOLLOW TREE BROOK AT LANESVILLE NY,STONY CLOVE CREEK AT LANESVILLE NY,6189746,2541.31,turbidity_fnu,discharge+gage_height+turbidity_fnu,turbidity_fnu,2287.0,0.6853,-3.0798,5.0504766,39.8858152,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01465995,USGS:01466000,"MB Mt Misery Bk at Glass Works Rd, Byrne St For NJ",Middle Br Mount Misery Bk in Byrne State Forest NJ,4492020,2550.25,water_temp,water_temp,water_temp,356.0,0.9987,0.2,4.84327756,7.3037661599999995,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01362312,USGS:01362330,STONY CLOVE CREEK AT EDGEWOOD NY,STONY CLOVE CREEK NEAR LANESVILLE NY,6189746,2576.02,turbidity_fnu,turbidity_fnu,turbidity_fnu,1999.0,0.7796,-0.9562,5.853372879999999,19.42491,True,True,weak_evidence,,shared_comid+records+source_area
USGS:04237496,USGS:04237500,SENECA RIVER NEAR BALDWINSVILLE NY,SENECA RIVER AT BALDWINSVILLE NY,21975021,2581.36,discharge,discharge,discharge,2459.0,1.0,0.0,8106.66244,8127.382344,True,True,distinct,,shared_comid+records+source_area
USGS:01466081,USGS:01466088,NB Mt Misery Bk at Glassworks Rd at Byrne St Fr NJ,NB Mount Misery Brook at Mount Misery NJ,4491984,2593.28,water_temp,water_temp,water_temp,348.0,0.9895,1.5,,,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01589330,USGS:01589340,"DEAD RUN AT FRANKLINTOWN, MD","ROGNEL HGTS STORM SEWER OUTFALL AT BALTIMORE, MD",11689186,2597.67,discharge,discharge,discharge,1003.0,0.8694,0.0566,14.296733759999999,0.07769964,True,True,distinct,,shared_comid+records+source_area
USGS:295906090054200,USGS:300026090050800,"City Park South Lagoon at New Orleans, LA","Bayou Saint John Midlake at New Orleans, LA",22772198,2628.67,spec_cond,gage_height+water_temp+spec_cond+diss_oxy,gage_height+water_temp+spec_cond+diss_oxy,1197.0,0.5492,-1010.0,,,False,False,distinct,,shared_comid+records+source_area
USGS:01362322,USGS:01362336,MYRTLE BROOK AT STATE HWY 214 AT EDGEWOOD NY,STONY CLOVE CR AT JANSSEN RD AT LANESVILLE NY,6189746,2680.76,discharge,discharge+gage_height+turbidity_fnu,discharge+gage_height+turbidity_fnu,2555.0,0.9578,-0.3675,4.68787828,23.957389,True,True,distinct,,shared_comid+records+source_area
USGS:01467004,USGS:01467005,North Branch Rancocas Creek at Smithville NJ,NB Rancocas C at Iron Works Park at Mount Holly NJ,4491878,2696.86,water_temp,water_temp,gage_height+water_temp+spec_cond,332.0,0.9959,-0.113,357.418344,362.59832,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01103025,USGS:422302071083801,"ALEWIFE BROOK NEAR ARLINGTON, MA","FRESH POND IN GATE HOUSE AT CAMBRIDGE, MA",5866419,2701.05,,discharge,water_temp+spec_cond,,,,21.65229968,,True,True,distinct,,shared_comid+records+source_area
USGS:01359133,USGS:01359139,PATROON CR AT NORTHERN BLVD AT ALBANY NY,HUDSON RIVER AT ALBANY NY,6186206,2707.32,,discharge,water_temp,,,,33.9288428,21465.820544,True,True,distinct,,shared_comid+records+source_area
USGS:01103025,USGS:422303071084301,"ALEWIFE BROOK NEAR ARLINGTON, MA","FRESH POND BUOY, NEAR INTAKE AT CAMBRIDGE, MA",5866419,2708.34,,discharge,water_temp+fpc,,,,21.65229968,,True,True,distinct,,shared_comid+records+source_area
USGS:01362330,USGS:01362347,STONY CLOVE CREEK NEAR LANESVILLE NY,STONY CLOVE CREEK AT LANESVILLE NY,6189746,2744.07,turbidity_fnu,turbidity_fnu,turbidity_fnu,1957.0,0.7406,-2.7531,19.42491,39.8858152,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01362322,USGS:01362345,MYRTLE BROOK AT STATE HWY 214 AT EDGEWOOD NY,HOLLOW TREE BROOK AT ST HWY 214 AT LANESVILLE NY,6189746,2760.11,turbidity_fnu,discharge+gage_height+turbidity_fnu,turbidity_fnu,2271.0,0.3727,-10.4781,4.68787828,12.017544319999999,True,True,weak_evidence,,shared_comid+records+source_area
USGS:04208502,USGS:412624081450700,Big Creek at Cleveland OH,East Branch Big Creek at Brooklyn OH,15588372,2775.07,discharge,discharge,discharge,4336.0,0.9632,0.235,91.42657639999999,49.727769599999995,True,True,distinct,,shared_comid+records+source_area
USGS:404149073051301,USGS:404213073070801,GREAT SOUTH BAY 2 of 3 NEAR WEST SAYVILLE NY,"Great South Bay 14 near Connetquot River, NY",9500256,2779.03,diss_oxy,diss_oxy,water_temp+diss_oxy,0.0,,,,,,,sequential,2015-09-19..2016-07-26,shared_comid+records+source_area
USGS:07160290,USGS:07160300,"North Boggy Creek at Garriott Rd at Enid, OK","Boggy Creek at 30th St at Enid, OK",250386,2800.61,,gage_height,discharge,,,,27.194874,93.7575656,False,True,distinct,,shared_comid+records+source_area
USGS:413628087201401,USGS:413632087221900,"GRAND CALUMET RIVER AT BROADWAY ST AT GARY, IN","GRAND CALUMET RIVER AT BRIDGE ST AT GARY, IN",3398182,2852.29,water_temp,water_temp+diss_oxy,water_temp+diss_oxy,202.0,0.9876,0.1307,,,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01362347,USGS:01362352,STONY CLOVE CREEK AT LANESVILLE NY,STONY CLOVE CR ABV WARNER CR AT CHICHESTER NY,6189746,2872.74,turbidity_fnu,turbidity_fnu,turbidity_fnu,1550.0,0.934,-0.5575,39.8858152,45.32479,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01455030,USGS:01455045,Lopatcong Creek at Allens Mills NJ,Lopatcong Creek at Uniontown NJ,2588239,2882.03,water_temp,water_temp,water_temp,329.0,0.9965,-0.3,5.309475399999999,,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01362322,USGS:01362342,MYRTLE BROOK AT STATE HWY 214 AT EDGEWOOD NY,HOLLOW TREE BROOK AT LANESVILLE NY,6189746,2884.21,discharge,discharge+gage_height+turbidity_fnu,discharge+gage_height+turbidity_fnu,3558.0,0.9326,-0.0166,4.68787828,5.0504766,True,True,distinct,,shared_comid+records+source_area
USGS:413651087285001,USGS:413722087304901,"GRAND CALUMET R AT INDPLS BLVD AT EAST CHICAGO, IN","GRAND CALUMET RIVER AT SOHL AV AT HAMMOND, IN",13463913,2894.51,water_temp,water_temp+diss_oxy,water_temp+diss_oxy,199.0,0.9766,0.927,,15.09963004,True,True,weak_evidence,,shared_comid+records+source_area
USGS:465240096465000,USGS:465414096462600,"RED RIVER FLOOD GAGE 4 AT FARGO, ND","RED RIVER FLOOD GAGE 5 AT FARGO, ND",6667867,2935.14,gage_height,gage_height,gage_height,158.0,0.9969,0.5227,,,True,True,weak_evidence,,shared_comid+records+source_area
USGS:03288180,USGS:03288190,"CANE RUN CREEK AT CITATION BLVD NR LEXINGTON, KY","TRIB TO CANE RUN CR AT NEWTOWN PK NR LEXINGTON, KY",1825494,2943.3,discharge,discharge+gage_height+water_temp+spec_cond+diss_oxy+ph,discharge,176.0,0.5426,0.0656,14.34853352,11.99164444,True,True,distinct,,shared_comid+records+source_area
USGS:413922083310500,USGS:414032083293600,Maumee River at Riverside Dr at Toledo OH,Maumee River at Summit St at Toledo OH,15634577,2985.07,spec_cond,water_temp+spec_cond,water_temp+spec_cond,178.0,0.9556,-20.1198,,,True,True,distinct,,shared_comid+records+source_area
USGS:01362312,USGS:01362332,STONY CLOVE CREEK AT EDGEWOOD NY,STONY CLOVE CREEK AT WRIGHT RD NEAR LANESVILLE NY,6189746,2991.88,turbidity_fnu,turbidity_fnu,turbidity_fnu,2399.0,0.7444,-0.9431,5.853372879999999,20.90120316,True,True,weak_evidence,,shared_comid+records+source_area
USGS:413611087201101,USGS:413632087221900,"CITY HALL WEST FLUME AT GARY, IN","GRAND CALUMET RIVER AT BRIDGE ST AT GARY, IN",3398182,2994.71,,discharge+gage_height+spec_cond,water_temp+diss_oxy,,,,,,True,True,distinct,,shared_comid+records+source_area
USGS:413611087201001,USGS:413632087221900,"CITY HALL NORTH FLUME AT GARY, IN","GRAND CALUMET RIVER AT BRIDGE ST AT GARY, IN",3398182,3017.13,,discharge+gage_height+spec_cond,water_temp+diss_oxy,,,,,,True,True,distinct,,shared_comid+records+source_area
USGS:413611087201002,USGS:413632087221900,"CITY HALL SOUTH FLUME AT GARY, IN","GRAND CALUMET RIVER AT BRIDGE ST AT GARY, IN",3398182,3017.13,,discharge+gage_height+spec_cond,water_temp+diss_oxy,,,,,,True,True,distinct,,shared_comid+records+source_area
USGS:404149073051301,USGS:404253073065101,GREAT SOUTH BAY 2 of 3 NEAR WEST SAYVILLE NY,"Great South Bay 11 near Connetquot River, NY",9500256,3027.74,diss_oxy,diss_oxy,water_temp+diss_oxy,0.0,,,,,,,sequential,2015-09-19..2016-08-08,shared_comid+records+source_area
USGS:413612087200901,USGS:413632087221900,"CITY HALL NORTHEAST FLUME AT GARY, IN","GRAND CALUMET RIVER AT BRIDGE ST AT GARY, IN",3398182,3033.0,,discharge+gage_height+spec_cond,water_temp+diss_oxy,,,,,,True,True,distinct,,shared_comid+records+source_area
USGS:413611087200901,USGS:413632087221900,"CITY HALL SOUTHEAST FLUME AT GARY, IN","GRAND CALUMET RIVER AT BRIDGE ST AT GARY, IN",3398182,3039.57,,discharge+gage_height+spec_cond,water_temp+diss_oxy,,,,,,True,True,distinct,,shared_comid+records+source_area
USGS:04174514,USGS:04174518,"MALLETTS CREEK AT DOYLE PARK AT ANN ARBOR, MI","MALLETTS CREEK AT ANN ARBOR, MI",13175747,3067.79,discharge,discharge,discharge+gage_height,1886.0,0.3709,-0.0464,21.96309824,28.2308692,True,True,distinct,,shared_comid+records+source_area
USGS:413704083335100,USGS:413745083314900,Maumee River at Rossford Marina at Rossford OH,Maumee River at Fassett St at Toledo OH,15634581,3079.09,spec_cond,water_temp+spec_cond,water_temp+spec_cond,165.0,0.8988,-1.8854,,,True,True,distinct,,shared_comid+records+source_area
USGS:01455030,USGS:01455047,Lopatcong Creek at Allens Mills NJ,"Lopatcong Creek tributary at Uniontown, NJ",2588239,3127.34,water_temp,water_temp,water_temp,388.0,0.9923,-0.8,5.309475399999999,,True,True,weak_evidence,,shared_comid+records+source_area
USGS:300602090375100,USGS:300740090382500,CRMS5373-H01-RT,"Maurepas Swamp nr Hope Canal, N of Garyville, La",15207137,3145.55,spec_cond,gage_height+water_temp+spec_cond,gage_height+water_temp+spec_cond+diss_oxy+ph,0.0,,,,,True,True,sequential,2024-12-05..2025-06-06,shared_comid+records+source_area
USGS:05530990,USGS:05531015,"SALT CREEK AT ROLLING MEADOWS, IL","SALT CREEK AT HIGGINS RD NR ELK GROVE VILLAGE, IL",14785397,3272.5,gage_height,discharge+gage_height,gage_height,6029.0,0.7004,-0.9571,78.994634,91.68557519999999,True,True,weak_evidence,,shared_comid+records+source_area
