config,stage,seed,k,lofo_r2
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.5",STAGE 5/6 colsample,42,1250,0.4874871730420773
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.5",STAGE 5/6 colsample,42,1300,0.4881114878439605
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.5",STAGE 5/6 colsample,42,1350,0.4875409855161455
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.5",STAGE 5/6 colsample,42,1400,0.4878088934495775
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.5",STAGE 5/6 colsample,42,1450,0.4880654983271305
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.5",STAGE 5/6 colsample,42,1500,0.4880325348355924
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,50,0.4331532418325784
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,100,0.4740656537690028
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,150,0.4841747919469342
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,200,0.4877568806176159
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,210,0.4880669532056264
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,220,0.4885204396237343
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,230,0.48842034415004
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,240,0.488502395242384
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,250,0.4892374630701167
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,260,0.4886996441510128
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,270,0.4890217960498073
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,280,0.489322767739742
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,290,0.4891314555818223
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,300,0.4888393459749657
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,310,0.4882009675341392
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,320,0.4880382504011944
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,330,0.488320653203924
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,340,0.4880802759022361
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,350,0.4887639248603445
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,400,0.4883547412704321
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,450,0.4875917252972976
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,500,0.4873192001500687
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,550,0.4881771219506784
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,600,0.4876947630419405
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,650,0.4866181867592641
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,700,0.486567290750747
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,750,0.4861041735098308
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,800,0.4865129790822654
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,850,0.4862131574316665
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,900,0.485980539285235
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,950,0.4858665858026716
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,1000,0.4852726686646023
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,1050,0.4848777863651485
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,1100,0.4846832175074572
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,1150,0.4842554379164548
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,1200,0.483765462885634
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,1250,0.4835815798554786
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,1300,0.4836786393826982
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,1350,0.4841653849953015
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,1400,0.4850683504935946
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,1450,0.4850561091294249
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.7",STAGE 5/6 colsample,42,1500,0.48504047559471
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,50,0.4341545995075826
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,100,0.4729370193935884
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,150,0.4828909218231457
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,160,0.4828544806308601
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,170,0.483985870267013
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,180,0.4843758957641371
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,190,0.4851032366716988
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,200,0.4849979472119679
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,210,0.4853645536592438
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,220,0.4855182292833031
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,230,0.485517633668169
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,240,0.486153501157472
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,250,0.4850510831612182
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,260,0.483811858948324
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,270,0.4835481915128651
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,280,0.4829794398397019
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,290,0.4831298284557797
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,300,0.4828313431035848
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,350,0.4831855888482836
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,400,0.4823654802916688
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,450,0.4828621312709394
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,500,0.48343154893926
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,550,0.4837542059690208
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,600,0.4828351987021907
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,650,0.4827698438916825
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,700,0.4817179007558333
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,750,0.4804827794411225
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,800,0.4805592845948275
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,850,0.481109233490242
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,900,0.4803148610040043
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,950,0.4807237905359194
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,1000,0.4800435496859179
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,1050,0.4805012354253032
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,1100,0.4799669389526632
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,1150,0.4806971328189826
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,1200,0.4805718994688388
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,1250,0.4804294009701247
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,1300,0.4806639918878141
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,1350,0.4812218851862658
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,1400,0.4810671953145835
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,1450,0.4804529562670869
"depth=3, lr=0.05, lam=0.1(1232), mcw=0.1(1232), subsample=0.7, colsample=0.9",STAGE 5/6 colsample,42,1500,0.4806126777842959
DEFAULT (inherited),STAGE 6/6 confirmation,42,50,0.4314421121643851
DEFAULT (inherited),STAGE 6/6 confirmation,42,100,0.4747572989773773
DEFAULT (inherited),STAGE 6/6 confirmation,42,150,0.4863394405982928
DEFAULT (inherited),STAGE 6/6 confirmation,42,160,0.48704484856096597
DEFAULT (inherited),STAGE 6/6 confirmation,42,170,0.48863994324853677
DEFAULT (inherited),STAGE 6/6 confirmation,42,180,0.48975285224538245
DEFAULT (inherited),STAGE 6/6 confirmation,42,190,0.4905342515428931
DEFAULT (inherited),STAGE 6/6 confirmation,42,200,0.4912944475752534
DEFAULT (inherited),STAGE 6/6 confirmation,42,210,0.49154773881533276
DEFAULT (inherited),STAGE 6/6 confirmation,42,220,0.49174692289574595
DEFAULT (inherited),STAGE 6/6 confirmation,42,230,0.49175125794435826
DEFAULT (inherited),STAGE 6/6 confirmation,42,240,0.49192941155660486
DEFAULT (inherited),STAGE 6/6 confirmation,42,250,0.4922505052914071
DEFAULT (inherited),STAGE 6/6 confirmation,42,260,0.49203388337346243
DEFAULT (inherited),STAGE 6/6 confirmation,42,270,0.49197418771366797
DEFAULT (inherited),STAGE 6/6 confirmation,42,280,0.4918496546695619
DEFAULT (inherited),STAGE 6/6 confirmation,42,290,0.491531600810482
DEFAULT (inherited),STAGE 6/6 confirmation,42,300,0.49118178041160665
DEFAULT (inherited),STAGE 6/6 confirmation,42,350,0.49044967404681383
DEFAULT (inherited),STAGE 6/6 confirmation,42,400,0.4903857126831559
DEFAULT (inherited),STAGE 6/6 confirmation,42,450,0.49001469517129737
DEFAULT (inherited),STAGE 6/6 confirmation,42,500,0.48931250856090036
DEFAULT (inherited),STAGE 6/6 confirmation,42,550,0.4886121002665982
DEFAULT (inherited),STAGE 6/6 confirmation,42,600,0.4876618649073071
DEFAULT (inherited),STAGE 6/6 confirmation,42,650,0.48861546437678427
DEFAULT (inherited),STAGE 6/6 confirmation,42,700,0.4880914559756019
DEFAULT (inherited),STAGE 6/6 confirmation,42,750,0.48792049220979505
DEFAULT (inherited),STAGE 6/6 confirmation,42,800,0.488750177599918
DEFAULT (inherited),STAGE 6/6 confirmation,42,850,0.4885076949932774
DEFAULT (inherited),STAGE 6/6 confirmation,42,900,0.4873740053276263
DEFAULT (inherited),STAGE 6/6 confirmation,42,950,0.4874119876727434
DEFAULT (inherited),STAGE 6/6 confirmation,42,1000,0.4869231470912079
DEFAULT (inherited),STAGE 6/6 confirmation,42,1050,0.48710152801500406
DEFAULT (inherited),STAGE 6/6 confirmation,42,1100,0.4868139448018526
DEFAULT (inherited),STAGE 6/6 confirmation,42,1150,0.4877944239820845
DEFAULT (inherited),STAGE 6/6 confirmation,42,1200,0.4877089680336837
DEFAULT (inherited),STAGE 6/6 confirmation,42,1250,0.48748717304207734
DEFAULT (inherited),STAGE 6/6 confirmation,42,1300,0.4881114878439605
DEFAULT (inherited),STAGE 6/6 confirmation,42,1350,0.48754098551614555
DEFAULT (inherited),STAGE 6/6 confirmation,42,1400,0.48780889344957756
DEFAULT (inherited),STAGE 6/6 confirmation,42,1450,0.48806549832713053
DEFAULT (inherited),STAGE 6/6 confirmation,42,1500,0.4880325348355924
