config,stage,seed,k,lofo_prauc
"depth=5, lr=0.01",STAGE 1/6 depth x lr,42,1270,0.7496446578718132
"depth=5, lr=0.01",STAGE 1/6 depth x lr,42,1280,0.7495494971139057
"depth=5, lr=0.01",STAGE 1/6 depth x lr,42,1290,0.7495074960766663
"depth=5, lr=0.01",STAGE 1/6 depth x lr,42,1300,0.7496670269243217
"depth=5, lr=0.01",STAGE 1/6 depth x lr,42,1310,0.7497407965694142
"depth=5, lr=0.01",STAGE 1/6 depth x lr,42,1320,0.7495664083382861
"depth=5, lr=0.01",STAGE 1/6 depth x lr,42,1330,0.7495250005568073
"depth=5, lr=0.01",STAGE 1/6 depth x lr,42,1340,0.749543357454459
"depth=5, lr=0.01",STAGE 1/6 depth x lr,42,1350,0.7494531856230985
"depth=5, lr=0.01",STAGE 1/6 depth x lr,42,1400,0.7495158863465646
"depth=5, lr=0.01",STAGE 1/6 depth x lr,42,1450,0.7496341667482975
"depth=5, lr=0.01",STAGE 1/6 depth x lr,42,1460,0.74955844257842
"depth=5, lr=0.01",STAGE 1/6 depth x lr,42,1470,0.7497010757690241
"depth=5, lr=0.01",STAGE 1/6 depth x lr,42,1480,0.7496642104275846
"depth=5, lr=0.01",STAGE 1/6 depth x lr,42,1490,0.7498361793178308
"depth=5, lr=0.01",STAGE 1/6 depth x lr,42,1500,0.7498290045489198
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,50,0.7147652527254507
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,100,0.7268122446062439
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,150,0.7326052861890993
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,200,0.7372858243002166
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,250,0.7415124318963274
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,300,0.7427759479322246
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,350,0.7458822975345483
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,400,0.7471980950377768
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,450,0.7472791812748012
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,500,0.7477594898000669
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,550,0.7482590565435702
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,600,0.7484311994542178
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,650,0.7485136991654733
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,700,0.7489584638301933
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,710,0.7489111371967061
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,720,0.7490025580747133
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,730,0.7489964795271471
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,740,0.748903037401974
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,750,0.7489654542797818
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,760,0.7489025692533283
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,770,0.7489424973193407
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,780,0.7490138027717441
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,790,0.7489879586345457
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,800,0.7490057914177749
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,810,0.7489892837278443
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,820,0.7488332878504944
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,830,0.7487558555242355
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,840,0.7488163880316856
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,850,0.7488532936650464
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,900,0.7483369540807394
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,950,0.7479730518160275
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,1000,0.7480702881699889
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,1050,0.7482975528994246
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,1100,0.7485508622386223
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,1150,0.7481986798579086
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,1200,0.7475907490317557
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,1250,0.7474145784095507
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,1300,0.7472560633071755
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,1350,0.7467543313540951
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,1400,0.7466948550827678
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,1450,0.7465062164995839
"depth=5, lr=0.02",STAGE 1/6 depth x lr,42,1500,0.7462014589266386
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,50,0.728358251644985
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,100,0.7431632756683542
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,150,0.7490554386464453
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,200,0.7510768076791244
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,250,0.7510044372375422
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,300,0.7523261663846751
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,310,0.7524907732169981
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,320,0.7525361024427136
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,330,0.7527879750903457
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,340,0.752593957785304
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,350,0.7535760861841633
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,360,0.753693063917505
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,370,0.7535003243600134
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,380,0.7536356941112098
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,390,0.7533383747216739
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,400,0.7532234868095931
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,410,0.7530372814112796
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,420,0.7529630075325836
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,430,0.7530683814831566
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,440,0.7528542612132253
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,450,0.7527201898407805
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,500,0.751897769361884
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,550,0.7518617875066064
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,600,0.7519068640472377
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,650,0.7524168791564009
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,700,0.7525526421465762
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,750,0.752363218096457
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,800,0.7519112545960303
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,850,0.7515387373714719
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,900,0.7508990541248989
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,950,0.7506074024425098
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,1000,0.7501419768690988
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,1050,0.7499221541782187
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,1100,0.7500012900612825
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,1150,0.7492858519199596
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,1200,0.7492805748265166
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,1250,0.7497702562758833
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,1300,0.7496139435782049
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,1350,0.7490749753699796
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,1400,0.7495244244463821
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,1450,0.7495540961554358
"depth=5, lr=0.05",STAGE 1/6 depth x lr,42,1500,0.7490745312107903
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,50,0.6975993105514416
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,100,0.7165100426797617
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,150,0.7245009799782876
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,200,0.7290138189441837
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,250,0.7333115804251389
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,300,0.7367342992887215
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,350,0.739307693724823
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,400,0.7412247822119639
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,450,0.7431113834281797
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,500,0.7448348356927161
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,550,0.7459361316210184
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,600,0.7475214317855083
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,650,0.7480639510821026
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,700,0.7486286348359311
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,750,0.7490251541171402
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,800,0.749119736811576
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,850,0.7495533695938752
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,900,0.749631613433254
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,950,0.7495946329771814
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,1000,0.749834428081172
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,1050,0.7502813530319307
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,1100,0.7505168247541979
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,1150,0.75051111311331
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,1200,0.7504889613081982
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,1210,0.7504494794069787
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,1220,0.7504467554272025
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,1230,0.7506996484346409
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,1240,0.7506378025368916
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,1250,0.7506977295487447
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,1260,0.7507076722247361
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,1270,0.7506808535462315
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,1280,0.750656324323898
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,1290,0.7506276522233061
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,1300,0.7506873950501479
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,1310,0.7506654531464609
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,1320,0.7506194516865575
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,1330,0.7507127652536633
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,1340,0.7505989338008455
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,1350,0.7506152581813748
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,1400,0.7506118354293354
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,1450,0.7504462146044603
"depth=6, lr=0.01",STAGE 1/6 depth x lr,42,1500,0.7503934088494663
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,50,0.711465764662641
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,100,0.7247935722887079
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,150,0.7338206390231837
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,200,0.7400907881880998
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,250,0.7430819982801999
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,300,0.7441778228942357
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,350,0.7469052997935814
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,400,0.7479797070888891
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,450,0.7481650695363381
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,500,0.7485876491036887
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,550,0.748569755482509
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,600,0.7487288243787943
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,610,0.7488048885695208
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,620,0.7487206770063052
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,630,0.7488826324638373
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,640,0.7488262755496963
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,650,0.7488228535877688
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,660,0.7485352389478367
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,670,0.7487501888015654
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,680,0.7486474976115267
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,690,0.7484244621814523
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,700,0.7487554252411079
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,710,0.7488708242383373
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,720,0.7485944031814599
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,730,0.7486026758400411
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,740,0.7486824366283242
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,750,0.7485526040178685
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,800,0.7485541553871511
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,850,0.748715517125144
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,900,0.748546866194873
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,950,0.7483324792166329
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,1000,0.747929702418979
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,1050,0.7479029447023785
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,1100,0.7477516072356222
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,1150,0.74747774692668
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,1200,0.7473730289885786
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,1250,0.7474034378422107
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,1300,0.7474652893968156
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,1350,0.747452712872282
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,1400,0.7478071936214363
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,1450,0.7476238421095878
"depth=6, lr=0.02",STAGE 1/6 depth x lr,42,1500,0.7477319572344999
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,50,0.7262107348110416
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,100,0.7408941643261393
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,150,0.7446498625308314
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,160,0.7456176144641139
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,170,0.7456159447192074
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,180,0.7456152458010027
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,190,0.7460785194560402
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,200,0.7464892403864051
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,210,0.7461595770261137
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,220,0.7455944418506236
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,230,0.7457000814389153
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,240,0.7454513519810733
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,250,0.7452215058447681
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,300,0.7453995372289937
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,350,0.7464759864072692
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,360,0.7469326383208319
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,370,0.7472595527723026
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,380,0.7468581783380227
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,390,0.7467293568515473
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,400,0.7468813146795243
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,410,0.7466492418084346
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,420,0.7459061878845208
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,430,0.746115810977653
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,440,0.7460287391793416
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,450,0.7452914181111392
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,500,0.7456084012739969
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,550,0.7457738133780655
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,600,0.745850930172121
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,650,0.7455418789464769
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,700,0.7452452740554238
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,750,0.7449649980976273
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,800,0.7444683031080044
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,850,0.7438922234380375
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,900,0.7437444079764013
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,950,0.7438724785803882
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,1000,0.7435066672384462
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,1050,0.7438404860440042
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,1100,0.7434312316100502
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,1150,0.7429151017617317
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,1200,0.7428386765786369
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,1250,0.7422919655223378
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,1300,0.7421074284836335
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,1350,0.7413280383695281
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,1400,0.7409688009465027
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,1450,0.7400514373922483
"depth=6, lr=0.05",STAGE 1/6 depth x lr,42,1500,0.7394514103304161
DEFAULT (inherited),STAGE 2/6 depth+lam,42,50,0.7277931571685125
DEFAULT (inherited),STAGE 2/6 depth+lam,42,100,0.7455371961668343
DEFAULT (inherited),STAGE 2/6 depth+lam,42,150,0.7508805375905334
DEFAULT (inherited),STAGE 2/6 depth+lam,42,160,0.7515352760994073
DEFAULT (inherited),STAGE 2/6 depth+lam,42,170,0.7523768935880709
DEFAULT (inherited),STAGE 2/6 depth+lam,42,180,0.753421743623176
DEFAULT (inherited),STAGE 2/6 depth+lam,42,190,0.7536554207595837
DEFAULT (inherited),STAGE 2/6 depth+lam,42,200,0.753840526840261
DEFAULT (inherited),STAGE 2/6 depth+lam,42,210,0.7532118998804949
DEFAULT (inherited),STAGE 2/6 depth+lam,42,220,0.7544350115479649
DEFAULT (inherited),STAGE 2/6 depth+lam,42,230,0.7534631578818854
DEFAULT (inherited),STAGE 2/6 depth+lam,42,240,0.7539478579087452
DEFAULT (inherited),STAGE 2/6 depth+lam,42,250,0.7527050862144329
DEFAULT (inherited),STAGE 2/6 depth+lam,42,300,0.7532456432877903
DEFAULT (inherited),STAGE 2/6 depth+lam,42,310,0.7536302484467928
DEFAULT (inherited),STAGE 2/6 depth+lam,42,320,0.7536261564323975
DEFAULT (inherited),STAGE 2/6 depth+lam,42,330,0.7536332699275695
DEFAULT (inherited),STAGE 2/6 depth+lam,42,340,0.7535316892105708
DEFAULT (inherited),STAGE 2/6 depth+lam,42,350,0.7538572792443885
DEFAULT (inherited),STAGE 2/6 depth+lam,42,360,0.7536581760352191
DEFAULT (inherited),STAGE 2/6 depth+lam,42,370,0.7535935892606983
DEFAULT (inherited),STAGE 2/6 depth+lam,42,380,0.7538323774649879
DEFAULT (inherited),STAGE 2/6 depth+lam,42,390,0.7535651219542056
DEFAULT (inherited),STAGE 2/6 depth+lam,42,400,0.753486498175459
DEFAULT (inherited),STAGE 2/6 depth+lam,42,450,0.7525837132204284
DEFAULT (inherited),STAGE 2/6 depth+lam,42,500,0.7504807338636782
DEFAULT (inherited),STAGE 2/6 depth+lam,42,550,0.7513415332149603
DEFAULT (inherited),STAGE 2/6 depth+lam,42,600,0.7511228792256988
DEFAULT (inherited),STAGE 2/6 depth+lam,42,650,0.7510208349877253
DEFAULT (inherited),STAGE 2/6 depth+lam,42,700,0.7504280942175837
DEFAULT (inherited),STAGE 2/6 depth+lam,42,750,0.7504084572590219
DEFAULT (inherited),STAGE 2/6 depth+lam,42,800,0.75069878246913
DEFAULT (inherited),STAGE 2/6 depth+lam,42,850,0.7507111237631877
DEFAULT (inherited),STAGE 2/6 depth+lam,42,900,0.7502613369811131
DEFAULT (inherited),STAGE 2/6 depth+lam,42,950,0.7489715744094247
DEFAULT (inherited),STAGE 2/6 depth+lam,42,1000,0.749146191110353
DEFAULT (inherited),STAGE 2/6 depth+lam,42,1050,0.7491954635042741
DEFAULT (inherited),STAGE 2/6 depth+lam,42,1100,0.749228172401727
DEFAULT (inherited),STAGE 2/6 depth+lam,42,1150,0.7489554472824986
DEFAULT (inherited),STAGE 2/6 depth+lam,42,1200,0.7489828754854692
DEFAULT (inherited),STAGE 2/6 depth+lam,42,1250,0.7482760955213695
DEFAULT (inherited),STAGE 2/6 depth+lam,42,1300,0.7475450039099132
DEFAULT (inherited),STAGE 2/6 depth+lam,42,1350,0.7475842881214356
DEFAULT (inherited),STAGE 2/6 depth+lam,42,1400,0.7476964095381742
DEFAULT (inherited),STAGE 2/6 depth+lam,42,1450,0.7474116709650135
DEFAULT (inherited),STAGE 2/6 depth+lam,42,1500,0.7471589281581429
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,50,0.7129403279783305
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,100,0.732682192309144
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,150,0.73925140571814
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,200,0.7439198447634959
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,250,0.7459129529780328
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,300,0.7475144612289426
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,350,0.7479264386532979
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,360,0.7483376397864546
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,370,0.7480336118742741
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,380,0.7488936319372137
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,390,0.7480326547538895
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,400,0.7479542229861962
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,410,0.7479554897970194
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,420,0.7481330230728852
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,430,0.7482610904376806
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,440,0.7482459457378713
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,450,0.7482795562171305
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,460,0.7477606834737092
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,470,0.7478103871355728
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,480,0.7475653627587743
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,490,0.7477482867223466
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,500,0.7477526544060645
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,550,0.7474163211873226
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,600,0.747073229603689
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,650,0.7463099194241883
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,700,0.7457928545348177
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,750,0.745929436454891
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,800,0.745159726453467
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,850,0.7449241792184802
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,900,0.7448420004251513
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,950,0.7452566806663828
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,1000,0.7438955707466446
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,1050,0.7452573588380887
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,1100,0.7450947052570023
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,1150,0.7442217059876106
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,1200,0.7437885757112149
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,1250,0.7434895620153872
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,1300,0.7428677834630729
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,1350,0.7428769799033837
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,1400,0.7428243642214011
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,1450,0.7420115675488754
"lr=0.05, depth=3, lam=0.002(4)",STAGE 2/6 depth+lam,42,1500,0.7420327751305749
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,50,0.7168899304181835
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,100,0.732277454853364
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,150,0.7398345931349195
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,200,0.7448496606264865
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,250,0.7466599445500397
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,300,0.7477730437917102
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,350,0.748701002098201
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,360,0.7492668198318316
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,370,0.7494244516250768
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,380,0.7496197109414915
