config,stage,seed,k,lofo_prauc
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,600,0.7494747919793954
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,650,0.7487360041996017
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,700,0.7483284481580782
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,750,0.7480477589381227
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,800,0.747924354428993
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,850,0.7476139045621546
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,900,0.7469895335913468
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,950,0.7465057843071489
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,1000,0.7456697134753931
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,1050,0.7457203566406784
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,1100,0.7452838135619623
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,1150,0.7446106446670745
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,1200,0.7441267557703364
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,1250,0.7441994789219629
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,1300,0.7439019510809022
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,1350,0.7434877782521156
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,1400,0.7433971053574228
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,1450,0.7433620668581303
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,1500,0.7431799225930011
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,50,0.7361762937309657
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,100,0.7466820795914869
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,150,0.7509758305203798
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,200,0.7532760093472277
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,250,0.7530847486333104
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,300,0.7533666581356194
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,310,0.7542662247608216
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,320,0.7542576947722418
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,330,0.7538055178135548
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,340,0.7540774408661477
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,350,0.7551314014191493
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,360,0.7550417928784529
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,370,0.754938253170713
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,380,0.7547743305501955
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,390,0.7546984714204072
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,400,0.7544328311519493
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,410,0.7541615108392338
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,420,0.7538890649908199
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,430,0.7540180042944377
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,440,0.7539928699849919
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,450,0.7534041675732753
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,500,0.7512112643734727
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,550,0.7506386805597652
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,600,0.7497176890757051
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,650,0.7496915047409236
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,700,0.7489530922550921
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,750,0.7492329089637709
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,800,0.7489069391218993
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,850,0.7478128197107784
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,900,0.7473885013935659
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,950,0.7473811360117009
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,1000,0.7469720597258098
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,1050,0.746894508784158
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,1100,0.7473356635821804
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,1150,0.7467399190163535
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,1200,0.7463154662194502
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,1250,0.7455700702396764
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,1300,0.7454886125054702
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,1350,0.7443462085007531
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,1400,0.7454954360915563
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,1450,0.7460467574213591
"lr=0.05, depth=5, lam=0.002(1)",STAGE 2/6 depth+lam,42,1500,0.745623777901636
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,50,0.7271221780355165
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,100,0.7416588690233153
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,150,0.7460177619144506
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,200,0.7497082252101136
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,250,0.7501528558825222
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,300,0.749480224860753
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,350,0.74923904217808
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,360,0.749673363765984
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,370,0.7500708902895433
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,380,0.750351074677654
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,390,0.7502612252472813
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,400,0.7505379546200481
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,410,0.7505098235591957
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,420,0.7501281034114615
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,430,0.7506082970432957
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,440,0.7507407946801523
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,450,0.7506480117944826
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,460,0.7502310484947521
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,470,0.7497577431177531
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,480,0.7499476124730792
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,490,0.7498877165115311
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,500,0.750055626652418
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,550,0.7487980185368435
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,600,0.7492305930679598
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,650,0.7502519073098155
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,700,0.7501651725307971
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,750,0.7498161883301188
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,800,0.749338138067222
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,850,0.7482406161494333
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,900,0.7482037724665654
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,950,0.7475191212937493
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,1000,0.7464801233259266
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,1050,0.7464894940257718
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,1100,0.7464283783870241
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,1150,0.7461978949560318
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,1200,0.7467991894605065
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,1250,0.746591649770543
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,1300,0.7465184326143968
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,1350,0.7463539083417083
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,1400,0.7460518193511633
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,1450,0.746294571787679
"lr=0.05, depth=5, lam=0.02(11)",STAGE 2/6 depth+lam,42,1500,0.7462439507788293
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,50,0.7335828230485859
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,100,0.7461804012071763
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,150,0.7503274137436008
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,160,0.7510297407432632
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,170,0.7515883519158216
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,180,0.7515481801040266
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,190,0.751820658425108
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,200,0.7520450561716048
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,210,0.7520415287206548
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,220,0.7526131078032935
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,230,0.7528475888193754
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,240,0.7522532918578438
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,250,0.7527198472657836
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,260,0.7528278474207257
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,270,0.7521523622883084
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,280,0.7522922298172203
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,290,0.7522273090056161
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,300,0.7519294686149088
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,350,0.7518423888720459
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,400,0.7517189738044939
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,450,0.7508628463568713
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,500,0.7506845201506852
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,550,0.7498665412561984
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,600,0.7487301024000463
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,650,0.7481716319061479
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,700,0.7477009480593312
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,750,0.7470426636838094
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,800,0.7469500489679766
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,850,0.7464745052177912
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,900,0.7457194200610227
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,950,0.745771958629101
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,1000,0.7459030409929237
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,1050,0.7453389987285202
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,1100,0.7454845976387094
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,1150,0.7455031786452525
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,1200,0.7450860278038222
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,1250,0.7449883782443313
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,1300,0.7450619836534359
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,1350,0.7450664422289353
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,1400,0.7448361682441288
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,1450,0.7446707744048306
"lr=0.05, depth=5, lam=0.1(55)",STAGE 2/6 depth+lam,42,1500,0.7444034126324329
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,50,0.7320683683112084
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,100,0.7432025242502548
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,150,0.7501403389435336
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,200,0.7520158925322121
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,210,0.7521074935649211
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,220,0.7525458852987581
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,230,0.7523861658637528
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,240,0.7523957298511863
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,250,0.7522746152415749
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,260,0.7521786649329568
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,270,0.7517545772624884
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,280,0.7519241689868138
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,290,0.7513346844488885
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,300,0.751150973381519
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,310,0.7512458538880367
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,320,0.7511169707356214
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,330,0.7518169976979461
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,340,0.7519932013160254
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,350,0.7522495834561994
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,360,0.7525896584592014
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,370,0.7521235120467491
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,380,0.751807849316322
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,390,0.751640272343757
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,400,0.7515941942638245
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,450,0.751170206548964
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,500,0.7507766085626308
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,550,0.7504655750191487
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,600,0.7501538720305659
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,650,0.7495284931581887
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,700,0.7487973927585554
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,750,0.7479915789937809
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,800,0.74770721734123
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,850,0.7477138345478516
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,900,0.7470652829657315
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,950,0.7471577914533547
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,1000,0.7469494312222446
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,1050,0.746933342531455
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,1100,0.7467983345560951
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,1150,0.7465889176580298
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,1200,0.7462595480272003
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,1250,0.7461092689933113
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,1300,0.7453575919636408
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,1350,0.7450051506828443
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,1400,0.7450611429270757
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,1450,0.7447245351354455
"lr=0.05, depth=5, lam=0.3(165)",STAGE 2/6 depth+lam,42,1500,0.7446815945350171
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,50,0.7254452305937726
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,100,0.738814732488125
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,150,0.7435100116188229
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,200,0.745254027178809
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,250,0.7445024692337872
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,300,0.7458098635923468
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,350,0.7469222849116564
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,360,0.746725702025875
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,370,0.747192094664904
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,380,0.7475185415637666
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,390,0.7484312282476018
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,400,0.7484417284428212
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,410,0.7480734028042032
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,420,0.7478159611303676
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,430,0.7477318836701192
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,440,0.7477353373709773
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,450,0.747625064067954
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,460,0.7479300049182995
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,470,0.7479080044160101
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,480,0.7476519278438952
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,490,0.7475837680910687
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,500,0.7481799079825815
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,510,0.7473575138960011
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,520,0.7473140700290902
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,530,0.7470983045424434
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,540,0.7468381288752715
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,550,0.7469834413873054
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,600,0.7469291885086221
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,650,0.7469565684961225
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,700,0.7475455723260391
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,750,0.7467846779981199
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,800,0.7470712203495034
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,850,0.7458673147664109
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,900,0.7457938997976924
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,950,0.7455874230119598
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,1000,0.745015211740247
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,1050,0.7453905495160023
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,1100,0.7450661149215447
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,1150,0.7450786543891978
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,1200,0.7445320317836874
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,1250,0.7446812660857596
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,1300,0.744418897109313
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,1350,0.7431293852768316
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,1400,0.7431681158218186
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,1450,0.7426563525593489
"lr=0.05, depth=6, lam=0.002(1)",STAGE 2/6 depth+lam,42,1500,0.7423867818624698
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,50,0.7273557855181196
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,100,0.7407178192618238
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,150,0.7454928749504749
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,200,0.7465187676301975
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,250,0.7474382848600543
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,300,0.747571142754093
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,310,0.7471383462439227
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,320,0.747163874096329
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,330,0.7469708022422644
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,340,0.7472966985869887
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,350,0.7482447752288861
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,360,0.7487272441952636
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,370,0.7491131901970098
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,380,0.7482846972590238
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,390,0.7479913633768586
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,400,0.7474773479461166
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,450,0.7461632414503745
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,500,0.7465464723595678
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,550,0.7470222212593873
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,600,0.7471400220144693
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,610,0.746978503097834
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,620,0.7472275428630771
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,630,0.7472364689140367
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,640,0.7473372932830731
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,650,0.7476439471369004
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,660,0.7474478687424112
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,670,0.7470804860791908
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,680,0.7471643560265161
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,690,0.7469385708484538
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,700,0.7470191271066894
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,750,0.7467161340286534
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,800,0.7467990457626444
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,850,0.7457134631700595
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,900,0.7458799191739356
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,950,0.7460632362588833
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,1000,0.7457305427132571
