Row,site_uid,decision,decided_by,note,question,station_name,site_type,site_type_source,site_type_conflict,ambiguity,snap_status,snap_dist_m,source
122,USGS:01479000,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","WHITE CLAY CREEK NEAR NEWARK, DE",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,32.2,USGS
123,USGS:01480025,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","WHITE CLAY CREEK AT STANTON, DE",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,10.18,USGS
124,USGS:01482537,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?",Salem River at Courses Landing NJ,stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,34.15,USGS
125,USGS:01483170,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","DOVE NEST BRANCH NEAR ODESSA, DE",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,3.1,USGS
126,USGS:01483700,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","ST JONES RIVER AT DOVER, DE",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,16.73,USGS
127,USGS:01484272,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","BROADKILL RIVER NEAR MILTON, DE",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,8.3,USGS
128,USGS:01484525,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","MILLSBORO POND OUTLET AT MILLSBORO, DE",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,3.75,USGS
129,USGS:01484695,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","BEAVERDAM DITCH NEAR MILLVILLE, DE",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,298.49,USGS
130,USGS:01485500,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","NASSAWANGO CREEK NEAR SNOW HILL, MD",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,13.58,USGS
131,USGS:01486500,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","BEAVERDAM CREEK NEAR SALISBURY, MD",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,10.58,USGS
132,USGS:01487000,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","NANTICOKE RIVER NEAR BRIDGEVILLE, DE",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,15.8,USGS
133,USGS:01490000,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","CHICAMACOMICO RIVER NEAR SALEM, MD",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,68.77,USGS
134,USGS:01490140,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","LITTLE BLACKWATER RIVER AT SEWARD, MD",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,10.69,USGS
135,USGS:01491500,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","TUCKAHOE CREEK NEAR RUTHSBURG, MD",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,28.96,USGS
136,USGS:01493000,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","UNICORN BRANCH NEAR MILLINGTON, MD",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,14.27,USGS
137,USGS:01493500,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","MORGAN CREEK NEAR KENNEDYVILLE, MD",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,4.48,USGS
138,USGS:01494150,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","THREE BRIDGES BRANCH AT CENTREVILLE, MD",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,11.07,USGS
139,USGS:01581757,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","OTTER POINT CREEK NEAR EDGEWOOD, MD",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,23.87,USGS
140,USGS:01585075,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","FOSTER BRANCH NEAR JOPPATOWNE, MD",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,3.02,USGS
141,USGS:01594440,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","PATUXENT RIVER NEAR BOWIE, MD",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,12.49,USGS
142,USGS:01594526,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","WESTERN BRANCH AT UPPER MARLBORO, MD",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,4.24,USGS
143,USGS:01649500,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","NORTHEAST BRANCH ANACOSTIA RIVER AT RIVERDALE, MD",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,15.63,USGS
144,USGS:01651770,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","HICKEY RUN AT NATIONAL ARBORETUM AT WASHINGTON, DC",stream,usgs_site_type,nhd_tidal,conflict_tidal,far,1269.57,USGS
145,USGS:01661500,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","St Marys River at Great Mills, MD",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,28.22,USGS
146,USGS:01669000,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","PISCATAWAY CREEK NEAR TAPPAHANNOCK, VA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,34.25,USGS
147,USGS:02042500,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","CHICKAHOMINY RIVER NEAR PROVIDENCE FORGE, VA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,14.52,USGS
148,USGS:02047000,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","NOTTOWAY RIVER NEAR SEBRELL, VA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,55.19,USGS
149,USGS:02047783,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","BLACKWATER RIVER AT ROUTE 620 NEAR ZUNI, VA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,104.69,USGS
150,USGS:02049500,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","BLACKWATER RIVER NEAR FRANKLIN, VA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,46.33,USGS
151,USGS:02481660,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","JOURDAN RIVER NR BAY ST LOUIS, MS",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,51.58,USGS
152,USGS:02492511,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","East Pearl River at I-59 near Nicholson, MS",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,12.59,USGS
153,USGS:02492519,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?",Pearl River Navigation Canal Lock and Dam No. 1,stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,19.57,USGS
154,USGS:02492600,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Pearl River at Pearl River, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,18.6,USGS
155,USGS:02492700,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Pearl River at I-10 near Slidell, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,9.21,USGS
156,USGS:04087440,,,,"KEPT as lake (usgs site type), but this reach is marked tidal. Tidally influenced?","LAKE MICHIGAN AT CHICAGO LOCK AT CHICAGO, IL",lake,usgs_site_type,nhd_tidal,conflict_tidal,ok,124.35,USGS
157,USGS:04092440,,,,"KEPT as lake (usgs site type), but this reach is marked tidal. Tidally influenced?","LAKE MICHIGAN AT JACKSON PARK AT HYDE PARK, IL",lake,usgs_site_type,nhd_tidal,conflict_tidal,ok,365.63,USGS
158,USGS:04092788,,,,"KEPT as lake (usgs site type), but this reach is marked tidal. Tidally influenced?","LAKE MICHIGAN AT JEORSE PARK AT GARY, IN",lake,usgs_site_type,nhd_tidal,conflict_tidal,ok,201.91,USGS
159,USGS:04194085,,,,"KEPT as ditch (usgs site type), but this reach is marked tidal. Tidally influenced?",Berger Ditch near Oregon OH,ditch,usgs_site_type,nhd_tidal,conflict_tidal,far,1148.86,USGS
160,USGS:04208598,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?",Doan Brook at MLK Jr Dr at Cleveland OH,stream,usgs_site_type,nhd_tidal,conflict_tidal,far,3149.65,USGS
161,USGS:04216000,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?",NIAGARA RIVER AT BUFFALO NY,stream,usgs_site_type,nhd_tidal,conflict_tidal,far,1987.08,USGS
162,USGS:05536121,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","CHICAGO RIVER AT CHICAGO LOCK AT CHICAGO, IL",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,124.35,USGS
163,USGS:05536123,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","CHICAGO RIVER AT COLUMBUS DRIVE AT CHICAGO, IL",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,251.91,USGS
164,USGS:073745235,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Dupre Sector Gate near Violet, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,317.06,USGS
165,USGS:073745245,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Caernarvon Canal Sector Gate at Caernarvon, La",stream,usgs_site_type,nhd_tidal,conflict_tidal,far,1146.12,USGS
166,USGS:07374525,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Mississippi River at Belle Chasse, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,34.74,USGS
167,USGS:07374581,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Liberty near Slidell,LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,3.72,USGS
168,USGS:07375050,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Tchefuncte River near Covington, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,0.71,USGS
169,USGS:07375170,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bogue Falaya at Covington, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,8.92,USGS
170,USGS:07375175,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bogue Falaya River at Boston St. at Covington, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,8.4,USGS
171,USGS:07375222,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Abita River north of Abita Springs, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,58.71,USGS
172,USGS:07375230,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Tchefuncte River at Madisonville, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,5.21,USGS
173,USGS:07375650,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Tangipahoa River near Ponchatoula, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,17.33,USGS
174,USGS:07376300,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Tickfaw River Near Springfield, La.",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,23.64,USGS
175,USGS:07376500,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Natalbany River at Baptist, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,4.54,USGS
176,USGS:07378745,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Alligator Bayou near Kleinpeter, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,45.94,USGS
177,USGS:07378746,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Manchac at Alligator B. near Kleinpeter, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,19.93,USGS
178,USGS:07378748,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bluff Swamp near Kleinpeter, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,15.98,USGS
179,USGS:07378810,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Fountain at Bluebonnet Blvd near  B.R., LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,4.69,USGS
180,USGS:07379075,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?",Old Ward Crk Div. at Highland Rd. nr Baton Rouge,stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,34.25,USGS
181,USGS:07379960,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Dawson Cr. at Bluebonnet Blvd near Baton Rouge, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,110.17,USGS
182,USGS:07380101,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Manchac near Little Prairie, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,32.43,USGS
183,USGS:07380102,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Welsh Gully at J. Broussard Rd nr Prairieville, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,34.09,USGS
184,USGS:07380106,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Muddy Creek at Hwy 42 near Oak Grove, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,25.14,USGS
185,USGS:07380107,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Muddy Creek at Manchac Acres Rd near Oak Grove, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,44.04,USGS
186,USGS:07380120,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Amite River at Port Vincent, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,2.56,USGS
187,USGS:07380126,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Henderson Bayou near Port Vincent, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,10.66,USGS
188,USGS:07380127,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Henderson Bayou Pump Station near Port Vincent, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,103.22,USGS
189,USGS:07380185,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","W Colyell Cr. at Joe May Rd near Port Vincent, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,11.32,USGS
190,USGS:07380200,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Amite River near French Settlement, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,16.65,USGS
191,USGS:07380210,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Amite River Diversion south of Whitehall, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,54.35,USGS
192,USGS:07380215,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Amite River at Hwy 22 near Maurepas, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,11.83,USGS
193,USGS:073802220,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Panama Canal at Hwy 44 near Gonzales, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,far,1857.61,USGS
194,USGS:073802225,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Conway near Sorrento, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,64.08,USGS
195,USGS:0738022295,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Grand Goudine at Babin Rd Near Duplessis, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,7.08,USGS
196,USGS:0738022395,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Black Bayou at Hwy 621 near Prairieville, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,42.89,USGS
197,USGS:073802245,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Black Bayou E of Gonzales, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,22.96,USGS
198,USGS:073802273,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Francois at Hwy 61 Near Gonzales, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,121.25,USGS
199,USGS:073802282,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","New River Canal near Sorrento, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,44.32,USGS
200,USGS:073802332,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?",Inner Harbor Navigation Canal nr Seabrook bridge,stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,5.6,USGS
201,USGS:073802339,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","GIWW East Storm Surge Barrier at New Orleans, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,54.09,USGS
202,USGS:073802375,,,,"KEPT as lake (usgs site type), but this reach is marked tidal. Tidally influenced?","Lake Salvador near Lafitte, LA",lake,usgs_site_type,nhd_tidal,conflict_tidal,ok,220.46,USGS
203,USGS:07380238,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Naomi Diversion Canal near Naomi, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,far,1151.09,USGS
204,USGS:07380255,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Dupont nr Round Lake S of Myrtle Grove, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,142.83,USGS
205,USGS:07380335,,,,"KEPT as lake (usgs site type), but this reach is marked tidal. Tidally influenced?","Little Lake Near Cutoff, LA",lake,usgs_site_type,nhd_tidal,conflict_tidal,far,1315.81,USGS
206,USGS:07380400,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Lafourche at Donaldsonville, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,3.34,USGS
207,USGS:07380401,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Lafourche SW of Donaldsonville, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,11.01,USGS
208,USGS:07380500,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Lafourche at Napoleonville, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,24.01,USGS
209,USGS:07381000,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Lafourche at Thibodaux, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,5.28,USGS
210,USGS:07381002,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Lafourche below weir at Thibodaux, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,31.69,USGS
211,USGS:07381150,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Lafourche at Lockport, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,26.93,USGS
212,USGS:07381235,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","GIWW West of Bayou Lafourche at Larose, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,36.44,USGS
213,USGS:07381331,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","GIWW at Houma, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,27.82,USGS
214,USGS:07381350,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Company Canal at Hwy 1 at Lockport, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,2.08,USGS
215,USGS:07381355,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Company Canal at Salt Barrier near Lockport, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,far,1970.58,USGS
216,USGS:07381412,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?",INTRACOASTAL WATERWAY NR PORT ALLEN LA,stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,11.11,USGS
217,USGS:07381427,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Grosse Tete S. of I10 at Grosse Tete, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,20.67,USGS
218,USGS:07381429,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Choctaw Bayou at I-10 east of Grosse Tete, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,65.77,USGS
219,USGS:07381450,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Lower Grand River at Bayou Sorrel, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,31.46,USGS
220,USGS:07381452,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Choctaw Bayou at Hwy 404 W of White Castle, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,1.61,USGS
221,USGS:07381454,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Belle River at Hwy 70 near Pierre Part, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,14.88,USGS
222,USGS:07381460,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Milhomme near Stephensville, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,far,1049.88,USGS
223,USGS:073814675,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Boeuf at Railroad Bridge at Amelia, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,38.42,USGS
224,USGS:07381500,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Atchafalaya R @ Krotz Springs, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,107.42,USGS
225,USGS:07381515,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Atchafalaya River at Butte La Rose, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,91.25,USGS
226,USGS:073815450,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Chicot Pass near Myette Point near Charenton, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,43.93,USGS
227,USGS:07381567,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Buffalo Cove at Round Island near Charenton, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,3.05,USGS
228,USGS:07381588,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Intracoastal Waterway southwest of Pierre Part, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,51.6,USGS
229,USGS:07381590,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Wax Lake Outlet at Calumet, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,97.14,USGS
230,USGS:073815925,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Crewboat Channel at Wax Lake Outlet nr Calumet, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,147.01,USGS
231,USGS:073815945,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Teche E of Calumet Flood Gate at Calumet, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,313.3,USGS
232,USGS:073815963,,,,"KEPT as lake (usgs site type), but this reach is marked tidal. Tidally influenced?","Murphy Lake near Bayou Sorrel, LA",lake,usgs_site_type,nhd_tidal,conflict_tidal,ok,69.6,USGS
233,USGS:073816202,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","GIWW at Mile 103 S of Morgan City, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,far,765.12,USGS
234,USGS:073816501,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Avoca Island Cutoff south of Morgan City, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,104.24,USGS
235,USGS:073816503,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Penchant S of Morgan City, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,far,796.17,USGS
236,USGS:07381670,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","GIWW at Bayou Sale Ridge near Franklin, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,36.24,USGS
237,USGS:07382500,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Courtableau at Washington, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,23.4,USGS
238,USGS:07385450,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Teche @ Port Barre, LA.",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,8.03,USGS
239,USGS:07385500,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","BAYOU TECHE @ ARNAUDVILLE, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,95.15,USGS
240,USGS:07385700,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Teche at Keystone L&D nr St. Martinville, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,40.37,USGS
241,USGS:07385702,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?",Bayou Teche below Keystone L&D nr St. Martinville,stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,28.56,USGS
242,USGS:07385765,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Teche at Adeline Bridge near Jeanerette, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,26.07,USGS
243,USGS:07385790,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Charenton Drainage Canal at Baldwin, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,40.26,USGS
244,USGS:07385820,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Teche W of Calumet Flood Gate at Calumet, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,136.5,USGS
245,USGS:07386190,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Fusilier Abv Weir at Arnaudville, La",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,11.8,USGS
246,USGS:07386600,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Vermilion River (B. Vermilion) near Carencro, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,88.9,USGS
247,USGS:07386655,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Vermillion Rvr N. of I-10 at Lafayette, La",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,10.78,USGS
248,USGS:07386700,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Ruth Canal near Ruth, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,19.24,USGS
