Row,site_uid,decision,decided_by,note,question,station_name,site_type,site_type_source,site_type_conflict,ambiguity,snap_status,snap_dist_m,source
249,USGS:07386850,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Vermilion River near Lafayette, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,37.69,USGS
250,USGS:07386880,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Vermilion River at Surrey St. at Lafayette, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,31.66,USGS
251,USGS:07386940,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Vermilion River at Hwy 733 near Lafayette, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,26.55,USGS
252,USGS:07386956,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Vermilion River at Hwy 92 at Milton, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,24.82,USGS
253,USGS:07386962,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Vermilion River at Woodlawn, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,10.59,USGS
254,USGS:07386980,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Vermilion River at Perry, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,45.44,USGS
255,USGS:07387040,,,,"KEPT as lake (usgs site type), but this reach is marked tidal. Tidally influenced?","Vermilion Bay near Cypremort Point, LA",lake,usgs_site_type,nhd_tidal,conflict_tidal,ok,18.34,USGS
256,USGS:292952089453800,,,,"KEPT as wetland_outflow (usgs site type), but this reach is marked tidal. Tidally influenced?",CRMS0282-H01-RT,wetland_outflow,usgs_site_type,nhd_tidal,conflict_tidal,ok,171.88,USGS
257,USGS:292952090565300,,,,"KEPT as wetland_outflow (usgs site type), but this reach is marked tidal. Tidally influenced?",CRMS0411-H01-RT,wetland_outflow,usgs_site_type,nhd_tidal,conflict_tidal,far,6717.72,USGS
258,USGS:293229091230800,,,,"KEPT as wetland_outflow (usgs site type), but this reach is marked tidal. Tidally influenced?",CRMS0465-H01-RT,wetland_outflow,usgs_site_type,nhd_tidal,conflict_tidal,ok,1.26,USGS
259,USGS:295011091184300,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Little Bayou Long North of Duck Lake, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,4.28,USGS
260,USGS:2951190901217,,,,"KEPT as lake (usgs site type), but this reach is marked tidal. Tidally influenced?","L. Cataouatche at Whiskey Canal S of Waggaman, LA",lake,usgs_site_type,nhd_tidal,conflict_tidal,far,2811.64,USGS
261,USGS:295124089542100,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Caernarvon Outfall Channel at Caernarvon, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,far,1683.3,USGS
262,USGS:295447091191500,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?",Middle Fork Bayou Long at Bayou Long,stream,usgs_site_type,nhd_tidal,conflict_tidal,far,2779.03,USGS
263,USGS:295501090190400,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Davis Pond Freshwater Diversion near Boutte, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,far,2155.17,USGS
264,USGS:300312091320000,,,,"KEPT as lake (usgs site type), but this reach is marked tidal. Tidally influenced?",Arm of Grand Lake near Crook Chene Cove,lake,usgs_site_type,nhd_tidal,conflict_tidal,ok,5.61,USGS
265,USGS:300507091355600,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?",Bayou Darby near Lake Fausse Point Cut,stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,8.08,USGS
266,USGS:300602090375100,,,,"KEPT as wetland_outflow (usgs site type), but this reach is marked tidal. Tidally influenced?",CRMS5373-H01-RT,wetland_outflow,usgs_site_type,nhd_tidal,conflict_tidal,ok,59.99,USGS
267,USGS:300740090382500,,,,"KEPT as wetland_outflow (usgs site type), but this reach is marked tidal. Tidally influenced?","Maurepas Swamp nr Hope Canal, N of Garyville, La",wetland_outflow,usgs_site_type,nhd_tidal,conflict_tidal,ok,46.27,USGS
268,USGS:301141089320300,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","EAST PEARL RIVER AT CSX RAILROAD NR CLAIBORNE, MS",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,20.84,USGS
269,USGS:301200090072400,,,,"KEPT as lake (usgs site type), but this reach is marked tidal. Tidally influenced?","L Pontchartrain at Crossover 4 near Mandeville, LA",lake,usgs_site_type,nhd_tidal,conflict_tidal,far,882.46,USGS
270,USGS:301324090382400,,,,"KEPT as wetland_outflow (usgs site type), but this reach is marked tidal. Tidally influenced?",CRMS0061-H01-RT,wetland_outflow,usgs_site_type,nhd_tidal,conflict_tidal,ok,91.66,USGS
271,USGS:302020091435700,,,,"KEPT as lake (usgs site type), but this reach is marked tidal. Tidally influenced?","Lake Pelba at I-10 near Henderson, LA",lake,usgs_site_type,nhd_tidal,conflict_tidal,ok,41.71,USGS
272,USGS:302320091465900,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","Bayou Fusilier of The Swamps near Henderson, LA",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,72.14,USGS
273,USGS:401330074001201,,,,"KEPT as lake (usgs site type), but this reach is marked tidal. Tidally influenced?",Sunset Lake east of Heck St at Asbury Park NJ,lake,usgs_site_type,nhd_tidal,conflict_tidal,ok,460.15,USGS
274,USGS:401336074002901,,,,"KEPT as lake (usgs site type), but this reach is marked tidal. Tidally influenced?",Sunset Lake outlet at Bond St at Asbury Park NJ,lake,usgs_site_type,nhd_tidal,conflict_tidal,far,894.69,USGS
275,USGS:401345074010601,,,,"KEPT as lake (usgs site type), but this reach is marked tidal. Tidally influenced?",Deal Lake at Sunset Ave at Asbury Park NJ,lake,usgs_site_type,nhd_tidal,conflict_tidal,far,1725.75,USGS
276,USGS:401347074003501,,,,"KEPT as lake (usgs site type), but this reach is marked tidal. Tidally influenced?",Deal lake at Railroad Bridge at Asbury Park NJ,lake,usgs_site_type,nhd_tidal,conflict_tidal,far,1107.99,USGS
277,USGS:401349074000601,,,,"KEPT as lake (usgs site type), but this reach is marked tidal. Tidally influenced?",Deal lake DS of Park Ave at Asbury Park NJ,lake,usgs_site_type,nhd_tidal,conflict_tidal,ok,438.34,USGS
278,USGS:401350073595201,,,,"KEPT as lake (usgs site type), but this reach is marked tidal. Tidally influenced?",Deal Lake at Flume House at Asbury Park NJ,lake,usgs_site_type,nhd_tidal,conflict_tidal,ok,111.2,USGS
279,USGS:401352074002701,,,,"KEPT as lake (usgs site type), but this reach is marked tidal. Tidally influenced?",Deal Lake 150 ft east of Main St at Interlaken NJ,lake,usgs_site_type,nhd_tidal,conflict_tidal,far,942.1,USGS
280,USGS:404028073384601,,,,"KEPT as lake (usgs site type), but this reach is marked tidal. Tidally influenced?","Hempstead Lake Buoy at Lakeview, NY",lake,usgs_site_type,nhd_tidal,conflict_tidal,ok,474.01,USGS
281,USGS:410254072275201,,,,"KEPT as lake (usgs site type), but this reach is marked tidal. Tidally influenced?",RECHARGE BASIN AT MILL LANE AT PECONIC NY,lake,usgs_site_type,nhd_tidal,conflict_tidal,ok,449.69,USGS
282,USGS:413704087153501,,,,"KEPT as lake (usgs site type), but this reach is marked tidal. Tidally influenced?","GRAND CALUMET LAGOON AT MARQUETTE PARK AT GARY, IN",lake,usgs_site_type,nhd_tidal,conflict_tidal,ok,274.42,USGS
283,USGS:414340087313901,,,,"KEPT as stream (usgs site type), but this reach is marked tidal. Tidally influenced?","CALUMET HARBOR DISPOSAL FACILITY AT CHICAGO, IL",stream,usgs_site_type,nhd_tidal,conflict_tidal,ok,29.29,USGS
284,USGS:422302071083801,,,,"KEPT as lake (usgs site type), but this reach is marked tidal. Tidally influenced?","FRESH POND IN GATE HOUSE AT CAMBRIDGE, MA",lake,usgs_site_type,nhd_tidal,conflict_tidal,far,1468.56,USGS
285,USGS:422303071084301,,,,"KEPT as lake (usgs site type), but this reach is marked tidal. Tidally influenced?","FRESH POND BUOY, NEAR INTAKE AT CAMBRIDGE, MA",lake,usgs_site_type,nhd_tidal,conflict_tidal,far,1428.87,USGS
286,USGS:0167889257,,,,KEPT as stream by default: no evidence either way. What is it?,"STORM DRAIN WEST OF GARRETT DRIVE AT HAMPTON, VA",stream,usgs_default_stream,,no_evidence,far,795.31,USGS
287,USGS:0204288786,,,,KEPT as stream by default: no evidence either way. What is it?,"STORM DRAIN AT PROFESSIONAL PL NEAR CHESAPEAKE, VA",stream,usgs_default_stream,,no_evidence,far,569.56,USGS
288,USGS:0204289131,,,,KEPT as stream by default: no evidence either way. What is it?,"STORM DRAIN AT DAISY DRIVE NEAR PORTSMOUTH, VA",stream,usgs_default_stream,,no_evidence,far,825.78,USGS
289,USGS:0204289402,,,,KEPT as stream by default: no evidence either way. What is it?,"STORM DRAIN AT CRANEYBROOK LANE AT EDGEFIELD, VA",stream,usgs_default_stream,,no_evidence,far,1199.11,USGS
290,USGS:0204289989,,,,KEPT as stream by default: no evidence either way. What is it?,"STORM DRAIN AT SHEPPARD AVENUE NEAR NORFOLK, VA",stream,usgs_default_stream,,no_evidence,far,1385.22,USGS
291,USGS:0204309906,,,,KEPT as stream by default: no evidence either way. What is it?,"CONVEYANCE CHAN AT RAMSGATE LN NR GREAT BRIDGE, VA",stream,usgs_default_stream,,no_evidence,far,727.49,USGS
292,USGS:06148500,,,,KEPT as stream by default: no evidence either way. What is it?,"Cypress Lake west inflw canal nr West Plains, Sask",stream,usgs_default_stream,,no_evidence,far,51790.58,USGS
293,USGS:06148700,,,,KEPT as stream by default: no evidence either way. What is it?,Cypress Lake west inflw cnl drain nr Oxarat Sask,stream,usgs_default_stream,,no_evidence,far,51984.45,USGS
294,USGS:06149000,,,,KEPT as stream by default: no evidence either way. What is it?,Cypress Lake west outflw canl nr West Plains Sask,stream,usgs_default_stream,,no_evidence,far,51634.08,USGS
295,USGS:06149400,,,,KEPT as stream by default: no evidence either way. What is it?,Nashlyn Canal near Consul Sask,stream,usgs_default_stream,,no_evidence,far,25518.51,USGS
296,USGS:06156500,,,,KEPT as stream by default: no evidence either way. What is it?,Belanger Cr Diversion Canal nr Vidora Sask,stream,usgs_default_stream,,no_evidence,far,54238.44,USGS
297,USGS:06157500,,,,KEPT as stream by default: no evidence either way. What is it?,Cypress Lake E Outflow CA nr Vidora Sask,stream,usgs_default_stream,,no_evidence,far,53403.06,USGS
298,USGS:06158500,,,,KEPT as stream by default: no evidence either way. What is it?,Eastend Canal at Eastend Sask,stream,usgs_default_stream,,no_evidence,far,56139.35,USGS
299,USGS:06161300,,,,KEPT as stream by default: no evidence either way. What is it?,Huff Lake Pumping Canal nr Val Marie Sask,stream,usgs_default_stream,,no_evidence,far,40867.11,USGS
300,USGS:06161500,,,,KEPT as stream by default: no evidence either way. What is it?,Huff Lake Gravity Canal nr Val Marie Sask,stream,usgs_default_stream,,no_evidence,far,40562.61,USGS
301,USGS:06162500,,,,KEPT as stream by default: no evidence either way. What is it?,Newton Lake Main Canal nr Val Marie Sask,stream,usgs_default_stream,,no_evidence,far,33876.71,USGS
302,USGS:06293890,,,,KEPT as stream by default: no evidence either way. What is it?,Agency Canal Tailwaste near Hardin MT,stream,usgs_default_stream,,no_evidence,far,766.75,USGS
303,USGS:06328495,,,,KEPT as stream by default: no evidence either way. What is it?,Yellowstone River Fish Bypass Channel nr Intake MT,stream,usgs_default_stream,,no_evidence,far,958.65,USGS
304,USGS:073745253,,,,KEPT as stream by default: no evidence either way. What is it?,"Reggio Canal near Wills Point, LA",stream,usgs_default_stream,,no_evidence,far,4567.86,USGS
305,USGS:295827090052800,,,,KEPT as stream by default: no evidence either way. What is it?,"Bayou Saint John Southlake at New Orleans ,LA",stream,usgs_default_stream,,no_evidence,far,3751.63,USGS
306,USGS:295906090054200,,,,KEPT as stream by default: no evidence either way. What is it?,"City Park South Lagoon at New Orleans, LA",stream,usgs_default_stream,,no_evidence,far,2760.95,USGS
307,USGS:300009090051600,,,,KEPT as stream by default: no evidence either way. What is it?,"City Park East Lagoon at New Orleans, LA",stream,usgs_default_stream,,no_evidence,far,2582.73,USGS
308,USGS:300026090050800,,,,KEPT as stream by default: no evidence either way. What is it?,"Bayou Saint John Midlake at New Orleans, LA",stream,usgs_default_stream,,no_evidence,far,2788.39,USGS
309,USGS:300034090055300,,,,KEPT as stream by default: no evidence either way. What is it?,"City Park West Lagoon at New Orleans, LA",stream,usgs_default_stream,,no_evidence,far,2159.8,USGS
310,USGS:410433081312500,,,,KEPT as stream by default: no evidence either way. What is it?,Lock 1 Outlet O&E Canal OH,stream,usgs_default_stream,,no_evidence,far,1921.94,USGS
311,USGS:412932071124701,,,,KEPT as stream by default: no evidence either way. What is it?,"SAKONNET RIVER NEAR CHURCH POINT, RI",stream,usgs_default_stream,,no_evidence,far,1164.26,USGS
312,USGS:413252071131501,,,,KEPT as stream by default: no evidence either way. What is it?,"SAKONNET RIVER NEAR FOGLAND BEACH, RI",stream,usgs_default_stream,,no_evidence,far,1240.2,USGS
313,USGS:413611087200901,,,,KEPT as stream by default: no evidence either way. What is it?,"CITY HALL SOUTHEAST FLUME AT GARY, IN",stream,usgs_default_stream,,no_evidence,far,521.86,USGS
314,USGS:413611087201001,,,,KEPT as stream by default: no evidence either way. What is it?,"CITY HALL NORTH FLUME AT GARY, IN",stream,usgs_default_stream,,no_evidence,far,522.45,USGS
315,USGS:413611087201002,,,,KEPT as stream by default: no evidence either way. What is it?,"CITY HALL SOUTH FLUME AT GARY, IN",stream,usgs_default_stream,,no_evidence,far,522.45,USGS
316,USGS:413611087201101,,,,KEPT as stream by default: no evidence either way. What is it?,"CITY HALL WEST FLUME AT GARY, IN",stream,usgs_default_stream,,no_evidence,far,523.04,USGS
317,USGS:413642071125701,,,,KEPT as stream by default: no evidence either way. What is it?,"SAKONNET RIVER NEAR GOULD ISLAND, RI",stream,usgs_default_stream,,no_evidence,far,981.6,USGS
318,USGS:414926073063701,,,,KEPT as stream by default: no evidence either way. What is it?,"CT HWY RT-8 STA 1284 TORRINGTON, CT",stream,usgs_default_stream,,no_evidence,far,927.6,USGS
319,USGS:415626103434001,,,,KEPT as stream by default: no evidence either way. What is it?,"Tri-State Canal near Mintle, Nebr.",stream,usgs_default_stream,,no_evidence,far,767.09,USGS
320,USGS:415922103404801,,,,KEPT as stream by default: no evidence either way. What is it?,"Interstate Canal near Mintle, Nebr.",stream,usgs_default_stream,,no_evidence,far,3435.5,USGS
321,USGS:420141103523001,,,,KEPT as stream by default: no evidence either way. What is it?,"Interstate Canal at Lateral No 14, nr Morrill, NE",stream,usgs_default_stream,,no_evidence,far,603.6,USGS
322,USGS:420449103593501,,,,KEPT as stream by default: no evidence either way. What is it?,"Interstate Canal at Lateral No 8, nr Henry, NE",stream,usgs_default_stream,,no_evidence,far,2442.86,USGS
323,USGS:421650071120401,,,,KEPT as stream by default: no evidence either way. What is it?,"MA-HWY-I95S-HMA-STATION 00567 NEEDHAM, MA",stream,usgs_default_stream,,no_evidence,far,725.63,USGS
324,USGS:421652071120601,,,,KEPT as stream by default: no evidence either way. What is it?,"MA-HWY-I95S-OGFC-STATION 00568 NEEDHAM, MA",stream,usgs_default_stream,,no_evidence,far,677.24,USGS
325,USGS:422204083023901,,,,KEPT as stream by default: no evidence either way. What is it?,COMBINED SEWER ACCESS SITE B AT RECOVERY PARK,stream,usgs_default_stream,,no_evidence,far,4529.19,USGS
326,USGS:422207083023601,,,,KEPT as stream by default: no evidence either way. What is it?,COMBINED SEWER ACCESS SITE E AT RECOVERY PARK,stream,usgs_default_stream,,no_evidence,far,4576.05,USGS
327,USGS:424302090230301,,,,KEPT as stream by default: no evidence either way. What is it?,"U.W. PLATTEVILLE FARMS SITE 06 NR PLATTEVILLE, WI",stream,usgs_default_stream,,no_evidence,far,503.64,USGS
328,USGS:424302090231900,,,,KEPT as stream by default: no evidence either way. What is it?,"U.W. PLATTEVILLE FARMS SITE 10 NR PLATTEVILLE, WI",stream,usgs_default_stream,,no_evidence,far,518.33,USGS
329,USGS:425957088005201,,,,KEPT as stream by default: no evidence either way. What is it?,"Honey Creek nr McCarty Pk at West Allis, WI",stream,usgs_default_stream,,no_evidence,far,2267.76,USGS
330,USGS:430402089282000,,,,KEPT as stream by default: no evidence either way. What is it?,"SOUTH KENOSHA DRIVE STORM SEWER AT MADISON, WI",stream,usgs_default_stream,,no_evidence,far,3363.57,USGS
331,USGS:430428089325701,,,,KEPT as stream by default: no evidence either way. What is it?,"WEST OLD SAUK ROAD STORM SEWER AT MADISON, WI",stream,usgs_default_stream,,no_evidence,far,1928.16,USGS
332,USGS:430432089313401,,,,KEPT as stream by default: no evidence either way. What is it?,"OLD SAUK ROAD RAIN GARDEN AT MADISON, WI",stream,usgs_default_stream,,no_evidence,far,3034.47,USGS
333,USGS:430435089325901,,,,KEPT as stream by default: no evidence either way. What is it?,"BEAR CLAW WAY STORM SEWER AT MADISON, WI",stream,usgs_default_stream,,no_evidence,far,1719.86,USGS
334,USGS:464114097260900,,,,KEPT as stream by default: no evidence either way. What is it?,"DISCOVERY FARMS WATERWAY SITE 3 NEAR EMBDEN, ND",stream,usgs_default_stream,,no_evidence,far,703.98,USGS
335,USGS:464115097254700,,,,KEPT as stream by default: no evidence either way. What is it?,"DISCOVERY FARMS WATERWAY SITE 2 NEAR EMBDEN, ND",stream,usgs_default_stream,,no_evidence,far,754.41,USGS
336,USGS:464115097255000,,,,KEPT as stream by default: no evidence either way. What is it?,"DISCOVERY FARMS WATERWAY SITE 1 NEAR EMBDEN, ND",stream,usgs_default_stream,,no_evidence,far,735.23,USGS
337,IWQIS:WQS0052,stream,isaac (build2),in a park,DECIDED as stream by review. The evidence that raised it is settled; change it here to revisit.,McLoud Run at Cedar Rapids (52MRCR),stream,human_review,,reviewed,far,1993.41,IWQIS
338,IWQIS:WQS0116,lake,isaac (build2),,DECIDED as lake by review. The evidence that raised it is settled; change it here to revisit.,Iowa Great Lakes 1 at Spirit Lake (116IGL1),lake,human_review,,reviewed,ok,60.88,IWQIS
339,USGS:01408500,stream,isaac (build2),,DECIDED as stream by review. The evidence that raised it is settled; change it here to revisit.,Toms River near Toms River NJ,stream,human_review,,reviewed,ok,23.73,USGS
340,USGS:01463500,stream,isaac (build2),,DECIDED as stream by review. The evidence that raised it is settled; change it here to revisit.,Delaware River at Trenton NJ,stream,human_review,,reviewed,ok,167.46,USGS
341,USGS:01467200,stream,isaac (build2),,DECIDED as stream by review. The evidence that raised it is settled; change it here to revisit.,"Delaware River at Penn's Landing, Philadelphia, PA",stream,human_review,,reviewed,ok,277.54,USGS
342,USGS:01474500,stream,isaac (build2),,DECIDED as stream by review. The evidence that raised it is settled; change it here to revisit.,"Schuylkill River at Philadelphia, PA",stream,human_review,,reviewed,ok,91.49,USGS
343,USGS:01477050,stream,isaac (build2),"this one looks weird, like it's capped at 5 mg/L",DECIDED as stream by review. The evidence that raised it is settled; change it here to revisit.,DELAWARE RIVER AT CHESTER PA,stream,human_review,,reviewed,far,652.79,USGS
344,USGS:01491000,stream,isaac (build2),,DECIDED as stream by review. The evidence that raised it is settled; change it here to revisit.,"CHOPTANK RIVER NEAR GREENSBORO, MD",stream,human_review,,reviewed,ok,37.23,USGS
345,USGS:01576003,stream,isaac (build2),,DECIDED as stream by review. The evidence that raised it is settled; change it here to revisit.,"Susquehanna River at Columbia, PA",stream,human_review,,reviewed,ok,92.52,USGS
346,USGS:01579550,stream,isaac (build2),,DECIDED as stream by review. The evidence that raised it is settled; change it here to revisit.,"SUSQUEHANNA RIVER NEAR DARLINGTON, MD",stream,human_review,,reviewed,ok,475.51,USGS
347,USGS:01594441,stream,isaac (build2),,DECIDED as stream by review. The evidence that raised it is settled; change it here to revisit.,Patuxent R at Gov Bridge Natural Area nr Bowie MD,stream,human_review,,reviewed,ok,4.2,USGS
348,USGS:04182867,stream,isaac (build2),,DECIDED as stream by review. The evidence that raised it is settled; change it here to revisit.,"MAUMEE RIVER AT TECUMSEH STREET AT FORT WAYNE, IN",stream,human_review,,reviewed,ok,8.8,USGS
349,USGS:07374000,stream,isaac (build2),,DECIDED as stream by review. The evidence that raised it is settled; change it here to revisit.,"Mississippi River at Baton Rouge, LA",stream,human_review,,reviewed,ok,431.46,USGS
350,USGS:07381600,stream,isaac (build2),,DECIDED as stream by review. The evidence that raised it is settled; change it here to revisit.,"Lower Atchafalaya River at Morgan City, LA",stream,human_review,,reviewed,ok,50.76,USGS
351,USGS:300138090064700,estuary,isaac (build2),salt water estuary,DECIDED as estuary by review. The evidence that raised it is settled; change it here to revisit.,"New Canal Lighthouse at New Orleans, LA",estuary,human_review,,reviewed,far,1562.88,USGS
352,USGS:384637075153201,well,isaac (build2),,DECIDED as well by review. The evidence that raised it is settled; change it here to revisit.,Ng45-02,well,human_review,,reviewed,ok,84.3,USGS
