year,cdl_class,crop,pixel_count,total_valid,fraction,pct
2007,5,Soybeans,27882,145184,0.19204595547718756,19.204595547718757
2007,24,Winter Wheat,2,145184,1.3775622658144149e-05,0.001377562265814415
2007,36,Alfalfa,25,145184,0.00017219528322680186,0.017219528322680186
2007,44,Other Crops,1,145184,6.887811329072074e-06,0.0006887811329072074
2007,47,Misc Vegs & Fruits,3,145184,2.0663433987216222e-05,0.002066343398721622
2007,61,Fallow/Idle Cropland,1,145184,6.887811329072074e-06,0.0006887811329072074
2007,63,Forest,5,145184,3.443905664536037e-05,0.003443905664536037
2007,87,Wetlands,9,145184,6.199030196164867e-05,0.006199030196164868
2007,111,Open Water,942,145184,0.006488318271985894,0.6488318271985893
2007,121,Developed/Open Space,659,145184,0.004539067665858497,0.45390676658584966
2007,122,Developed/Low Intensity,1479,145184,0.010187072955697598,1.0187072955697598
2007,123,Developed/Med Intensity,97,145184,0.0006681176989199912,0.06681176989199912
2007,124,Developed/High Intensity,44,145184,0.00030306369847917127,0.030306369847917125
2007,131,Barren,10,145184,6.887811329072074e-05,0.006887811329072074
2007,141,Deciduous Forest,8479,145184,0.05840175225920212,5.840175225920212
2007,176,Grass/Pasture,39060,145184,0.2690379105135552,26.90379105135552
2007,190,Woody Wetlands,1188,145184,0.008182719858937624,0.8182719858937624
2007,195,Herbaceous Wetlands,99,145184,0.0006818933215781354,0.06818933215781353
2008,1,Corn,60406,145175,0.41609092474599624,41.60909247459962
2008,4,Sorghum,2,145175,1.3776476666092648e-05,0.0013776476666092648
2008,5,Soybeans,35964,145175,0.24772860340967798,24.7728603409678
2008,12,Sweet Corn,1,145175,6.888238333046324e-06,0.0006888238333046324
2008,13,Pop or Orn Corn,2,145175,1.3776476666092648e-05,0.0013776476666092648
2008,24,Winter Wheat,6,145175,4.132942999827794e-05,0.004132942999827794
2008,28,Oats,1,145175,6.888238333046324e-06,0.0006888238333046324
2008,36,Alfalfa,41,145175,0.00028241777165489924,0.028241777165489923
2008,37,Other Hay/Non Alfalfa,1,145175,6.888238333046324e-06,0.0006888238333046324
2008,42,Dry Beans,3,145175,2.066471499913897e-05,0.002066471499913897
2008,59,Sod/Grass Seed,2,145175,1.3776476666092648e-05,0.0013776476666092648
2008,61,Fallow/Idle Cropland,203,145175,0.0013983123816084036,0.13983123816084037
2008,111,Open Water,928,145175,0.006392285173066988,0.6392285173066988
2008,121,Developed/Open Space,850,145175,0.005855002583089375,0.5855002583089375
2008,122,Developed/Low Intensity,1370,145175,0.009436886516273463,0.9436886516273464
2008,123,Developed/Med Intensity,159,145175,0.0010952298949543655,0.10952298949543654
2008,124,Developed/High Intensity,46,145175,0.00031685896332013085,0.03168589633201309
2008,131,Barren,5,145175,3.4441191665231616e-05,0.003444119166523162
2008,141,Deciduous Forest,8742,145175,0.060216979507490956,6.021697950749096
2008,143,Mixed Forest,1,145175,6.888238333046324e-06,0.0006888238333046324
2008,176,Grass/Pasture,35229,145175,0.24266574823488893,24.26657482348889
2008,190,Woody Wetlands,1034,145175,0.007122438436369899,0.7122438436369899
2008,195,Herbaceous Wetlands,179,145175,0.001232994661615292,0.12329946616152919
2009,1,Corn,61713,145176,0.4250909241196892,42.50909241196892
2009,5,Soybeans,35260,145176,0.24287761062434562,24.287761062434562
2009,13,Pop or Orn Corn,5,145176,3.44409544277291e-05,0.00344409544277291
2009,23,Spring Wheat,1,145176,6.888190885545821e-06,0.0006888190885545821
2009,24,Winter Wheat,1,145176,6.888190885545821e-06,0.0006888190885545821
2009,28,Oats,8,145176,5.5105527084366565e-05,0.005510552708436657
2009,36,Alfalfa,17,145176,0.00011709924505427895,0.011709924505427896
2009,37,Other Hay/Non Alfalfa,1,145176,6.888190885545821e-06,0.0006888190885545821
2009,42,Dry Beans,5,145176,3.44409544277291e-05,0.00344409544277291
2009,59,Sod/Grass Seed,1,145176,6.888190885545821e-06,0.0006888190885545821
2009,61,Fallow/Idle Cropland,14,145176,9.643467239764148e-05,0.009643467239764147
2009,111,Open Water,923,145176,0.006357800187358792,0.6357800187358792
2009,121,Developed/Open Space,804,145176,0.0055381054719788395,0.5538105471978839
2009,122,Developed/Low Intensity,1408,145176,0.009698572766848514,0.9698572766848514
2009,123,Developed/Med Intensity,142,145176,0.0009781231057475065,0.09781231057475065
2009,124,Developed/High Intensity,50,145176,0.000344409544277291,0.0344409544277291
2009,131,Barren,3,145176,2.066457265663746e-05,0.002066457265663746
2009,141,Deciduous Forest,8540,145176,0.058825150162561304,5.88251501625613
2009,143,Mixed Forest,1,145176,6.888190885545821e-06,0.0006888190885545821
2009,176,Grass/Pasture,35207,145176,0.2425125365074117,24.25125365074117
2009,190,Woody Wetlands,986,145176,0.006791756213148179,0.6791756213148179
2009,195,Herbaceous Wetlands,86,145176,0.0005923844161569406,0.059238441615694054
2010,1,Corn,65307,145186,0.44981609797087874,44.98160979708787
2010,5,Soybeans,38047,145186,0.2620569476395796,26.20569476395796
2010,13,Pop or Orn Corn,2,145186,1.3775432892978662e-05,0.0013775432892978662
2010,23,Spring Wheat,1,145186,6.887716446489331e-06,0.0006887716446489331
2010,24,Winter Wheat,2,145186,1.3775432892978662e-05,0.0013775432892978662
2010,28,Oats,5,145186,3.4438582232446654e-05,0.0034438582232446655
2010,36,Alfalfa,27,145186,0.00018596834405521192,0.018596834405521193
2010,37,Other Hay/Non Alfalfa,2,145186,1.3775432892978662e-05,0.0013775432892978662
2010,42,Dry Beans,4,145186,2.7550865785957323e-05,0.0027550865785957324
2010,59,Sod/Grass Seed,2,145186,1.3775432892978662e-05,0.0013775432892978662
2010,87,Wetlands,2,145186,1.3775432892978662e-05,0.0013775432892978662
2010,111,Open Water,987,145186,0.006798176132684969,0.6798176132684969
2010,121,Developed/Open Space,580,145186,0.003994875538963812,0.3994875538963812
2010,122,Developed/Low Intensity,1338,145186,0.009215764605402724,0.9215764605402724
2010,123,Developed/Med Intensity,104,145186,0.0007163225104348905,0.07163225104348904
2010,124,Developed/High Intensity,50,145186,0.00034438582232446655,0.034438582232446655
2010,131,Barren,6,145186,4.1326298678935985e-05,0.004132629867893599
2010,141,Deciduous Forest,9732,145186,0.06703125645723416,6.703125645723416
2010,143,Mixed Forest,2,145186,1.3775432892978662e-05,0.0013775432892978662
2010,176,Grass/Pasture,27950,145186,0.1925116746793768,19.25116746793768
2010,190,Woody Wetlands,945,145186,0.006508892041932418,0.6508892041932418
2010,195,Herbaceous Wetlands,91,145186,0.0006267821966305291,0.06267821966305291
2011,1,Corn,72865,145162,0.5019564348796517,50.19564348796517
2011,5,Soybeans,36379,145162,0.25060966368608867,25.060966368608867
2011,13,Pop or Orn Corn,13,145162,8.955511773053554e-05,0.008955511773053555
2011,24,Winter Wheat,5,145162,3.444427605020598e-05,0.0034444276050205978
2011,28,Oats,8,145162,5.5110841680329565e-05,0.005511084168032957
2011,36,Alfalfa,180,145162,0.001239993937807415,0.12399939378074151
2011,37,Other Hay/Non Alfalfa,5030,145162,0.03465094170650721,3.4650941706507212
2011,42,Dry Beans,1,145162,6.888855210041196e-06,0.0006888855210041196
2011,43,Potatoes,3,145162,2.0666565630123585e-05,0.0020666565630123586
2011,44,Other Crops,1,145162,6.888855210041196e-06,0.0006888855210041196
2011,59,Sod/Grass Seed,2,145162,1.3777710420082391e-05,0.0013777710420082392
2011,111,Open Water,983,145162,0.006771744671470495,0.6771744671470495
2011,121,Developed/Open Space,973,145162,0.006702856119370083,0.6702856119370083
2011,122,Developed/Low Intensity,1444,145162,0.009947506923299486,0.9947506923299485
2011,123,Developed/Med Intensity,108,145162,0.0007439963626844491,0.07439963626844491
2011,124,Developed/High Intensity,49,145162,0.0003375539052920186,0.03375539052920186
2011,131,Barren,5,145162,3.444427605020598e-05,0.0034444276050205978
2011,141,Deciduous Forest,14248,145162,0.09815240903266695,9.815240903266695
2011,143,Mixed Forest,4,145162,2.7555420840164782e-05,0.0027555420840164784
2011,152,Shrubland,46,145162,0.000316887339661895,0.0316887339661895
2011,176,Grass/Pasture,11428,145162,0.07872583734035078,7.872583734035079
2011,190,Woody Wetlands,1140,145162,0.007853294939446963,0.7853294939446963
2011,195,Herbaceous Wetlands,247,145162,0.0017015472368801753,0.17015472368801754
2012,1,Corn,70148,145174,0.483199470979652,48.3199470979652
2012,5,Soybeans,35499,145174,0.24452725694683622,24.452725694683622
2012,13,Pop or Orn Corn,5,145174,3.4441428906002455e-05,0.0034441428906002453
2012,24,Winter Wheat,5,145174,3.4441428906002455e-05,0.0034441428906002453
2012,28,Oats,12,145174,8.265942937440589e-05,0.008265942937440589
2012,36,Alfalfa,101,145174,0.0006957168639012496,0.06957168639012495
2012,37,Other Hay/Non Alfalfa,2983,145174,0.02054775648532106,2.054775648532106
2012,43,Potatoes,1,145174,6.888285781200491e-06,0.0006888285781200491
2012,53,Peas,1,145174,6.888285781200491e-06,0.0006888285781200491
2012,111,Open Water,956,145174,0.0065852012068276684,0.6585201206827669
2012,121,Developed/Open Space,975,145174,0.006716078636670478,0.6716078636670478
2012,122,Developed/Low Intensity,1382,145174,0.009519610949619077,0.9519610949619077
2012,123,Developed/Med Intensity,119,145174,0.0008197060079628584,0.08197060079628583
2012,124,Developed/High Intensity,42,145174,0.00028930800281042057,0.028930800281042057
2012,131,Barren,11,145174,7.577114359320539e-05,0.007577114359320539
2012,141,Deciduous Forest,13400,145174,0.09230302946808658,9.230302946808658
2012,143,Mixed Forest,4,145174,2.7553143124801963e-05,0.0027553143124801963
2012,152,Shrubland,105,145174,0.0007232700070260515,0.07232700070260516
2012,176,Grass/Pasture,18160,145174,0.1250912697866009,12.50912697866009
2012,190,Woody Wetlands,1020,145174,0.0070260514968245,0.70260514968245
2012,195,Herbaceous Wetlands,245,145174,0.00168763001639412,0.16876300163941202
2013,1,Corn,68319,145160,0.4706461835216313,47.06461835216313
2013,4,Sorghum,1,145160,6.888950124001102e-06,0.0006888950124001103
2013,5,Soybeans,37139,145160,0.2558487186552769,25.584871865527692
2013,12,Sweet Corn,1,145160,6.888950124001102e-06,0.0006888950124001103
2013,13,Pop or Orn Corn,6,145160,4.1333700744006616e-05,0.004133370074400662
2013,24,Winter Wheat,10,145160,6.888950124001103e-05,0.006888950124001103
2013,26,Winter Wheat/Soybeans,1,145160,6.888950124001102e-06,0.0006888950124001103
2013,27,Rye,4,145160,2.755580049600441e-05,0.002755580049600441
2013,28,Oats,12,145160,8.266740148801323e-05,0.008266740148801324
2013,36,Alfalfa,119,145160,0.0008197850647561312,0.08197850647561312
2013,37,Other Hay/Non Alfalfa,2584,145160,0.01780104712041885,1.780104712041885
2013,44,Other Crops,1,145160,6.888950124001102e-06,0.0006888950124001103
2013,61,Fallow/Idle Cropland,2,145160,1.3777900248002205e-05,0.0013777900248002205
2013,111,Open Water,965,145160,0.0066478368696610635,0.6647836869661063
2013,121,Developed/Open Space,947,145160,0.0065238357674290435,0.6523835767429044
2013,122,Developed/Low Intensity,1407,145160,0.00969275282446955,0.969275282446955
2013,123,Developed/Med Intensity,115,145160,0.0007922292642601268,0.07922292642601268
2013,124,Developed/High Intensity,51,145160,0.00035133645632405623,0.035133645632405626
2013,131,Barren,5,145160,3.4444750620005514e-05,0.0034444750620005516
2013,141,Deciduous Forest,13474,145160,0.09282171397079085,9.282171397079084
2013,143,Mixed Forest,4,145160,2.755580049600441e-05,0.002755580049600441
2013,152,Shrubland,34,145160,0.00023422430421603748,0.02342243042160375
2013,176,Grass/Pasture,18533,145160,0.12767291264811242,12.767291264811242
2013,190,Woody Wetlands,1138,145160,0.007839625241113254,0.7839625241113254
2013,195,Herbaceous Wetlands,282,145160,0.0019426839349683108,0.1942683934968311
2013,205,Triticale,1,145160,6.888950124001102e-06,0.0006888950124001103
2013,241,Dbl Crop Corn/Soybeans,5,145160,3.4444750620005514e-05,0.0034444750620005516
2014,1,Corn,67270,145162,0.46341328997947123,46.34132899794712
2014,5,Soybeans,39972,145162,0.27536132045576667,27.536132045576668
2014,12,Sweet Corn,5,145162,3.444427605020598e-05,0.0034444276050205978
2014,13,Pop or Orn Corn,6,145162,4.133313126024717e-05,0.004133313126024717
2014,23,Spring Wheat,1,145162,6.888855210041196e-06,0.0006888855210041196
2014,24,Winter Wheat,1,145162,6.888855210041196e-06,0.0006888855210041196
2014,27,Rye,4,145162,2.7555420840164782e-05,0.0027555420840164784
2014,28,Oats,25,145162,0.00017222138025102987,0.017222138025102987
2014,36,Alfalfa,164,145162,0.001129772254446756,0.1129772254446756
2014,37,Other Hay/Non Alfalfa,3696,145162,0.02546120885631226,2.546120885631226
2014,42,Dry Beans,1,145162,6.888855210041196e-06,0.0006888855210041196
2014,44,Other Crops,2,145162,1.3777710420082391e-05,0.0013777710420082392
2014,59,Sod/Grass Seed,1,145162,6.888855210041196e-06,0.0006888855210041196
2014,111,Open Water,971,145162,0.006689078408950001,0.6689078408950001
2014,121,Developed/Open Space,818,145162,0.005635083561813698,0.5635083561813697
2014,122,Developed/Low Intensity,1505,145162,0.010367727091111998,1.0367727091111998
2014,123,Developed/Med Intensity,205,145162,0.0014122153180584451,0.1412215318058445
2014,124,Developed/High Intensity,65,145162,0.0004477755886526777,0.04477755886526777
2014,131,Barren,12,145162,8.266626252049434e-05,0.008266626252049434
2014,141,Deciduous Forest,13917,145162,0.09587219795814332,9.587219795814333
2014,143,Mixed Forest,2,145162,1.3777710420082391e-05,0.0013777710420082392
2014,152,Shrubland,32,145162,0.00022044336672131826,0.022044336672131827
2014,176,Grass/Pasture,15074,145162,0.10384260343616097,10.384260343616097
2014,190,Woody Wetlands,1131,145162,0.007791295242556592,0.7791295242556592
2014,195,Herbaceous Wetlands,273,145162,0.0018806574723412464,0.18806574723412464
2014,241,Dbl Crop Corn/Soybeans,9,145162,6.199969689037076e-05,0.006199969689037075
2015,1,Corn,65776,145169,0.45309949093814794,45.309949093814794
2015,5,Soybeans,40062,145169,0.27596800969904045,27.596800969904045
2015,12,Sweet Corn,5,145169,3.4442615158883786e-05,0.0034442615158883786
2015,13,Pop or Orn Corn,6,145169,4.133113819066054e-05,0.0041331138190660545
2015,24,Winter Wheat,2,145169,1.3777046063553513e-05,0.0013777046063553513
2015,27,Rye,2,145169,1.3777046063553513e-05,0.0013777046063553513
2015,28,Oats,18,145169,0.00012399341457198162,0.012399341457198162
2015,36,Alfalfa,137,145169,0.0009437276553534156,0.09437276553534156
2015,37,Other Hay/Non Alfalfa,4,145169,2.7554092127107027e-05,0.0027554092127107027
2015,43,Potatoes,1,145169,6.888523031776757e-06,0.0006888523031776757
2015,53,Peas,1,145169,6.888523031776757e-06,0.0006888523031776757
2015,59,Sod/Grass Seed,1,145169,6.888523031776757e-06,0.0006888523031776757
2015,61,Fallow/Idle Cropland,412,145169,0.002838071489092024,0.2838071489092024
2015,111,Open Water,952,145169,0.006557873926251473,0.6557873926251473
2015,121,Developed/Open Space,788,145169,0.005428156149040084,0.5428156149040084
2015,122,Developed/Low Intensity,1469,145169,0.010119240333680056,1.0119240333680055
2015,123,Developed/Med Intensity,219,145169,0.0015085865439591097,0.15085865439591095
2015,124,Developed/High Intensity,64,145169,0.00044086547403371243,0.04408654740337124
2015,131,Barren,12,145169,8.266227638132108e-05,0.008266227638132109
2015,141,Deciduous Forest,12446,145169,0.08573455765349351,8.573455765349351
2015,143,Mixed Forest,5,145169,3.4442615158883786e-05,0.0034442615158883786
2015,176,Grass/Pasture,21209,145169,0.14609868498095324,14.609868498095324
2015,190,Woody Wetlands,1214,145169,0.008362666960576982,0.8362666960576982
2015,195,Herbaceous Wetlands,364,145169,0.0025074223835667396,0.250742238356674
2016,1,Corn,69763,145173,0.4805507911250715,48.05507911250715
2016,5,Soybeans,36931,145173,0.25439303451743783,25.439303451743783
2016,12,Sweet Corn,8,145173,5.510666584006668e-05,0.005510666584006668
2016,13,Pop or Orn Corn,9,145173,6.199499907007502e-05,0.006199499907007502
2016,23,Spring Wheat,4,145173,2.755333292003334e-05,0.002755333292003334
2016,28,Oats,11,145173,7.577166553009168e-05,0.007577166553009168
2016,36,Alfalfa,132,145173,0.0009092599863611002,0.09092599863611002
2016,37,Other Hay/Non Alfalfa,12,145173,8.265999876010002e-05,0.008265999876010002
2016,59,Sod/Grass Seed,2,145173,1.377666646001667e-05,0.001377666646001667
2016,61,Fallow/Idle Cropland,10,145173,6.888333230008335e-05,0.006888333230008335
2016,111,Open Water,929,145173,0.006399261570677743,0.6399261570677742
2016,121,Developed/Open Space,802,145173,0.005524443250466684,0.5524443250466684
2016,122,Developed/Low Intensity,1478,145173,0.01018095651395232,1.018095651395232
2016,123,Developed/Med Intensity,210,145173,0.0014465499783017503,0.14465499783017502
2016,124,Developed/High Intensity,65,145173,0.0004477416599505418,0.044774165995054176
2016,131,Barren,13,145173,8.954833199010835e-05,0.008954833199010836
2016,141,Deciduous Forest,12309,145173,0.0847884937281726,8.47884937281726
2016,143,Mixed Forest,4,145173,2.755333292003334e-05,0.002755333292003334
2016,176,Grass/Pasture,20938,145173,0.1442279211699145,14.42279211699145
2016,190,Woody Wetlands,1216,145173,0.008376213207690135,0.8376213207690134
2016,195,Herbaceous Wetlands,327,145173,0.0022524849662127256,0.22524849662127255
2017,1,Corn,66637,145171,0.45902418527116295,45.902418527116296
2017,5,Soybeans,41291,145171,0.2844300858986988,28.443008589869876
2017,13,Pop or Orn Corn,4,145171,2.755371251834044e-05,0.002755371251834044
2017,24,Winter Wheat,8,145171,5.510742503668088e-05,0.005510742503668088
2017,28,Oats,16,145171,0.00011021485007336176,0.011021485007336176
2017,36,Alfalfa,122,145171,0.0008403882318093834,0.08403882318093833
2017,37,Other Hay/Non Alfalfa,952,145171,0.006557783579365025,0.6557783579365025
2017,42,Dry Beans,2,145171,1.377685625917022e-05,0.001377685625917022
2017,61,Fallow/Idle Cropland,6,145171,4.133056877751066e-05,0.004133056877751066
2017,111,Open Water,942,145171,0.006488899298069174,0.6488899298069174
2017,121,Developed/Open Space,817,145171,0.005627845781871035,0.5627845781871035
2017,122,Developed/Low Intensity,1477,145171,0.010174208347397207,1.0174208347397207
2017,123,Developed/Med Intensity,216,145171,0.0014879004759903837,0.14879004759903838
2017,124,Developed/High Intensity,60,145171,0.0004133056877751066,0.04133056877751066
2017,131,Barren,13,145171,8.954956568460644e-05,0.008954956568460643
2017,141,Deciduous Forest,13075,145171,0.09006619779432531,9.006619779432532
2017,143,Mixed Forest,6,145171,4.133056877751066e-05,0.004133056877751066
2017,176,Grass/Pasture,17999,145171,0.1239848179044024,12.39848179044024
2017,190,Woody Wetlands,1185,145171,0.008162787333558356,0.8162787333558356
2017,195,Herbaceous Wetlands,343,145171,0.0023627308484476927,0.23627308484476928
2018,1,Corn,65734,145170,0.4528070537989943,45.28070537989943
2018,4,Sorghum,2,145170,1.3776951160708135e-05,0.0013776951160708135
2018,5,Soybeans,42329,145170,0.29158228284080734,29.158228284080735
2018,13,Pop or Orn Corn,9,145170,6.199628022318661e-05,0.006199628022318661
2018,23,Spring Wheat,1,145170,6.8884755803540675e-06,0.0006888475580354068
2018,24,Winter Wheat,5,145170,3.4442377901770335e-05,0.0034442377901770333
2018,27,Rye,1,145170,6.8884755803540675e-06,0.0006888475580354068
2018,28,Oats,17,145170,0.00011710408486601916,0.011710408486601915
2018,36,Alfalfa,179,145170,0.0012330371288833781,0.12330371288833782
2018,37,Other Hay/Non Alfalfa,922,145170,0.00635117448508645,0.635117448508645
2018,53,Peas,1,145170,6.8884755803540675e-06,0.0006888475580354068
2018,59,Sod/Grass Seed,3,145170,2.0665426741062202e-05,0.0020665426741062203
2018,61,Fallow/Idle Cropland,6,145170,4.1330853482124403e-05,0.0041330853482124405
2018,111,Open Water,942,145170,0.006488943996693532,0.6488943996693533
2018,121,Developed/Open Space,820,145170,0.005648549975890336,0.5648549975890336
2018,122,Developed/Low Intensity,1501,145170,0.010339601846111456,1.0339601846111455
2018,123,Developed/Med Intensity,196,145170,0.0013501412137493973,0.13501412137493973
2018,124,Developed/High Intensity,58,145170,0.0003995315836605359,0.03995315836605359
2018,131,Barren,16,145170,0.00011021560928566508,0.011021560928566508
2018,141,Deciduous Forest,12647,145170,0.08711855066473789,8.71185506647379
2018,143,Mixed Forest,5,145170,3.4442377901770335e-05,0.0034442377901770333
2018,176,Grass/Pasture,17920,145170,0.12344148239994489,12.344148239994489
2018,190,Woody Wetlands,1385,145170,0.009540538678790384,0.9540538678790385
2018,195,Herbaceous Wetlands,471,145170,0.003244471998346766,0.3244471998346766
2019,1,Corn,69529,145185,0.4788993353307849,47.88993353307849
2019,5,Soybeans,37096,145185,0.25550848916899127,25.550848916899128
2019,12,Sweet Corn,3,145185,2.0663291662361816e-05,0.0020663291662361815
2019,13,Pop or Orn Corn,10,145185,6.887763887453938e-05,0.006887763887453938
2019,24,Winter Wheat,8,145185,5.5102111099631504e-05,0.005510211109963151
2019,26,Winter Wheat/Soybeans,2,145185,1.3775527774907876e-05,0.0013775527774907877
2019,28,Oats,46,145185,0.00031683713882288113,0.03168371388228811
2019,36,Alfalfa,124,145185,0.0008540827220442883,0.08540827220442883
2019,37,Other Hay/Non Alfalfa,3,145185,2.0663291662361816e-05,0.0020663291662361815
2019,42,Dry Beans,3,145185,2.0663291662361816e-05,0.0020663291662361815
2019,59,Sod/Grass Seed,1,145185,6.887763887453938e-06,0.0006887763887453938
2019,61,Fallow/Idle Cropland,1161,145185,0.007996693873334022,0.7996693873334022
