monitoring_location_id,lat,lon,dist_km,nearest_uid,nearest_src,overlap_yr,families
USGS-05473400,40.9253027777778,-91.6742166666667,32.67030693253961,WQS0033,IWQIS,10.19576583770629,discharge+stage
USGS-410333095530101,41.059353,-95.883669,32.74177113843604,USGS-06808500,USGS,6.78852954597311,diss_oxy+ph+spec_cond+turbidity+water_temp
USGS-06479000,42.990306,-96.963333,33.03554777637927,USGS-06478513,USGS,6.254591603924284,discharge+stage
USGS-05414900,42.6674975609786,-90.3779057027316,33.234676187570976,WQS0026,IWQIS,3.640761496438259,discharge+stage
USGS-05455210,41.6450019342431,-92.3579619710382,33.32804087573475,WQS0072,IWQIS,5.218457677389916,discharge+stage
USGS-05451900,41.8994386815939,-92.4743550812121,33.33985741109136,WQS0101,IWQIS,3.5648623469465357,discharge+stage
USGS-05480080,42.5288055555556,-94.2566611111111,33.39197593232203,WQS0039,IWQIS,6.352137044642179,stage
USGS-05473450,41.0069727062089,-91.5515496654675,33.51543513752156,WQS0050,IWQIS,9.258540573427638,discharge+stage
USGS-05472390,41.4213915978478,-92.6513024085347,33.66941196437056,WQS0059,IWQIS,1.6677751159784016,discharge+stage
USGS-05469000,41.001425,-90.8543083333333,33.77104190263431,USGS-05465500,USGS,17.138945927446954,discharge+stage
USGS-06479770,44.467556,-96.887083,33.77538477049968,USGS-06480000,USGS,2.284765001140771,discharge+stage
USGS-06810070,40.3981944444444,-95.6536666666667,33.82924864731068,WQS0044,IWQIS,6.193503308236336,discharge+stage
USGS-05452200,41.8349969158535,-92.3862969695653,34.019471415929075,WQS0101,IWQIS,3.5648623469465357,discharge+stage
USGS-05476000,43.62075873508121,-94.98501990509041,34.05979209955288,USGS-06603750,USGS,1.4153547798311659,discharge+stage
USGS-05385500,43.738823,-91.564252,34.24158639967308,WQS0091,IWQIS,4.021840063883185,discharge+stage
USGS-05451500,42.0658209608557,-92.907699735576,34.26138904044012,WQS0024,IWQIS,10.588580880675336,discharge+stage
USGS-423114090161101,42.520036,-90.269831,34.377522645919235,WQS0025,IWQIS,11.147672731766674,groundwater
USGS-430510093425101,43.0860305555556,-93.714275,34.381545374751326,WQS0108,IWQIS,1.3664632291429006,groundwater
USGS-06466715,42.908333,-97.775833,34.47585672724776,USGS-06478513,USGS,6.166980378736057,discharge+stage
USGS-412126095565201,41.3574722222222,-95.9477777777778,34.47885289253149,WQS0040,IWQIS,6.616852992623045,diss_oxy+ph+spec_cond+turbidity+water_temp
USGS-05386400,43.686793,-91.272977,34.542471641388666,WQS0091,IWQIS,4.021840063883185,stage
USGS-06610798,41.08210555555556,-95.88975555555557,34.77187836413846,USGS-06808500,USGS,5.948009354323491,stage
USGS-06483240,43.5002464862599,-96.120303815316,34.77430813574945,WQS0067,IWQIS,7.340326260552165,discharge+stage
USGS-05413060,42.9380435279631,-90.8015156267537,34.81220572941164,WQS0111,IWQIS,2.9491862499049675,discharge+stage
USGS-06478523,42.761111,-97.081944,35.07143711017386,USGS-06478513,USGS,7.235312571298198,stage
USGS-415439093094801,41.9107777777778,-93.16325,35.219928547908225,WQS0058,IWQIS,3.6251521028215077,groundwater
USGS-05578000,40.0133333333333,-89.8383333333333,35.421952631581966,USGS-05568705,USGS,4.127053388090349,discharge+stage+water_temp
MO005-401444093442001,40.24561111111111,-93.73947222222222,35.4623731722103,USGS-06900050,USGS,5.948323066392882,groundwater
USGS-06485500,42.837509120571994,-96.56193056265082,35.46859833000641,WQS0043,IWQIS,10.145999695794357,discharge+stage
USGS-05416200,42.5894290431341,-91.64793466107,35.73647310076176,USGS-05412500,USGS,4.374515172256477,discharge+stage
USGS-06820410,40.1135833333333,-94.8376111111111,35.7406875142638,USGS-06819550,USGS,4.354380561259411,discharge+stage
USGS-06817700,40.2025277777778,-95.0695833333333,35.80019146004475,USGS-06819550,USGS,4.354380561259411,discharge+stage
USGS-06610705,41.50902222222222,-96.20993888888889,36.107118584304075,WQS0065,IWQIS,8.982261008441707,stage
USGS-06606600,42.4822222222222,-95.7925277777778,36.19098257887147,WQS0042,IWQIS,2.6742242756103125,discharge+stage
USGS-05459500,43.165,-93.1925,36.198531528554376,WQS0008,IWQIS,10.467221841965168,discharge+stage
USGS-05451700,42.008875,-92.8524194444444,36.33949666313097,WQS0058,IWQIS,3.6251521028215077,discharge+stage
USGS-420212095235701,42.0366388888889,-95.3992222222222,36.42391772320828,WQS0042,IWQIS,2.6742242756103125,groundwater
USGS-05451770,41.9642555555556,-92.63655,36.55513554606244,WQS0059,IWQIS,1.6677751159784016,discharge+stage
USGS-05443500,41.7722222222222,-89.7455555555556,36.682707602059374,USGS-05420400,USGS,4.6606776180698155,discharge+stage
USGS-410704095524301,41.117780555555555,-95.87822499999999,36.87195312416562,USGS-06808500,USGS,1.384981747661419,stage
USGS-06610685,41.11819444444445,-95.87872222222222,36.934023466083694,USGS-06808500,USGS,5.9641797855349905,stage
USGS-410642095532401,41.111647,-95.890153,37.065532116417316,USGS-06808500,USGS,1.2719408320024337,stage
USGS-05459490,43.2132931858098,-93.2107594136516,37.31841676733731,WQS0008,IWQIS,10.467221841965168,discharge+stage
USGS-433931091103501,43.658741666666664,-91.17635,37.37332182795475,WQS0091,IWQIS,3.4302133242071324,groundwater
USGS-401921089282102,40.322611111111115,-89.4726111111111,37.4303249654191,USGS-05568705,USGS,1.8640771161305358,groundwater
USGS-401921089282103,40.3226111111111,-89.4726111111111,37.430324965419125,USGS-05568705,USGS,1.8509867670545606,groundwater
USGS-05483318,41.945819089136,-94.8794305774459,37.54376576863379,WQS0104,IWQIS,3.803566811164379,discharge+stage
USGS-05385000,43.7685771927852,-91.5698653773621,37.57936649252126,WQS0091,IWQIS,4.021840063883185,discharge+stage
USGS-05476500,43.39925,-94.846,37.97423207078469,USGS-06604440,USGS,3.3319644079397674,stage
