Row,site_uid,decision,decided_by,note,criterion_version,question,station_name,site_type,site_type_source,site_type_conflict,ambiguity,snap_status,snap_dist_m,source
177,USGS:073802332,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?",Inner Harbor Navigation Canal nr Seabrook bridge,tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,5.6,USGS
178,USGS:073802339,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","GIWW East Storm Surge Barrier at New Orleans, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,54.09,USGS
179,USGS:073802375,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?","Lake Salvador near Lafitte, LA",lake,human_review,nhd_tidal,conflict_tidal,ok,220.46,USGS
180,USGS:07380238,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Naomi Diversion Canal near Naomi, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,far,1151.09,USGS
181,USGS:07380255,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Dupont nr Round Lake S of Myrtle Grove, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,142.83,USGS
182,USGS:07380335,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?","Little Lake Near Cutoff, LA",lake,human_review,nhd_tidal,conflict_tidal,far,1315.81,USGS
183,USGS:07380400,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Lafourche at Donaldsonville, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,3.34,USGS
184,USGS:07380401,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Lafourche SW of Donaldsonville, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,11.01,USGS
185,USGS:07380500,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Lafourche at Napoleonville, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,24.01,USGS
186,USGS:07381000,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Lafourche at Thibodaux, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,5.28,USGS
187,USGS:07381002,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Lafourche below weir at Thibodaux, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,31.69,USGS
188,USGS:07381150,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Lafourche at Lockport, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,26.93,USGS
189,USGS:07381235,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","GIWW West of Bayou Lafourche at Larose, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,36.44,USGS
190,USGS:07381331,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","GIWW at Houma, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,27.82,USGS
191,USGS:07381350,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Company Canal at Hwy 1 at Lockport, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,2.08,USGS
192,USGS:07381355,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Company Canal at Salt Barrier near Lockport, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,far,1970.58,USGS
193,USGS:07381412,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?",INTRACOASTAL WATERWAY NR PORT ALLEN LA,tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,11.11,USGS
194,USGS:07381427,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Grosse Tete S. of I10 at Grosse Tete, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,20.67,USGS
195,USGS:07381429,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Choctaw Bayou at I-10 east of Grosse Tete, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,65.77,USGS
196,USGS:07381450,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Lower Grand River at Bayou Sorrel, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,31.46,USGS
197,USGS:07381452,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Choctaw Bayou at Hwy 404 W of White Castle, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,1.61,USGS
198,USGS:07381454,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Belle River at Hwy 70 near Pierre Part, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,14.88,USGS
199,USGS:07381460,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Milhomme near Stephensville, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,far,1049.88,USGS
200,USGS:073814675,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Boeuf at Railroad Bridge at Amelia, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,38.42,USGS
201,USGS:07381500,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Atchafalaya R @ Krotz Springs, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,107.42,USGS
202,USGS:07381515,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Atchafalaya River at Butte La Rose, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,91.25,USGS
203,USGS:073815450,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Chicot Pass near Myette Point near Charenton, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,43.93,USGS
204,USGS:07381567,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Buffalo Cove at Round Island near Charenton, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,3.05,USGS
205,USGS:07381588,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Intracoastal Waterway southwest of Pierre Part, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,51.6,USGS
206,USGS:07381590,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Wax Lake Outlet at Calumet, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,97.14,USGS
207,USGS:073815925,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Crewboat Channel at Wax Lake Outlet nr Calumet, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,147.01,USGS
208,USGS:073815945,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Teche E of Calumet Flood Gate at Calumet, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,313.3,USGS
209,USGS:073815963,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?","Murphy Lake near Bayou Sorrel, LA",lake,human_review,nhd_tidal,conflict_tidal,ok,69.6,USGS
210,USGS:07381600,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Lower Atchafalaya River at Morgan City, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,50.76,USGS
211,USGS:073816202,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","GIWW at Mile 103 S of Morgan City, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,far,765.12,USGS
212,USGS:073816501,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Avoca Island Cutoff south of Morgan City, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,104.24,USGS
213,USGS:073816503,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Penchant S of Morgan City, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,far,796.17,USGS
214,USGS:07381670,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","GIWW at Bayou Sale Ridge near Franklin, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,36.24,USGS
215,USGS:07382500,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Courtableau at Washington, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,23.4,USGS
216,USGS:07385450,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Teche @ Port Barre, LA.",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,8.03,USGS
217,USGS:07385500,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","BAYOU TECHE @ ARNAUDVILLE, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,95.15,USGS
218,USGS:07385700,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Teche at Keystone L&D nr St. Martinville, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,40.37,USGS
219,USGS:07385702,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?",Bayou Teche below Keystone L&D nr St. Martinville,tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,28.56,USGS
220,USGS:07385765,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Teche at Adeline Bridge near Jeanerette, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,26.07,USGS
221,USGS:07385790,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Charenton Drainage Canal at Baldwin, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,40.26,USGS
222,USGS:07385820,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Teche W of Calumet Flood Gate at Calumet, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,136.5,USGS
223,USGS:07386190,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Fusilier Abv Weir at Arnaudville, La",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,11.8,USGS
224,USGS:07386600,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Vermilion River (B. Vermilion) near Carencro, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,88.9,USGS
225,USGS:07386655,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Vermillion Rvr N. of I-10 at Lafayette, La",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,10.78,USGS
226,USGS:07386700,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Ruth Canal near Ruth, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,19.24,USGS
227,USGS:07386850,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Vermilion River near Lafayette, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,37.69,USGS
228,USGS:07386880,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Vermilion River at Surrey St. at Lafayette, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,31.66,USGS
229,USGS:07386940,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Vermilion River at Hwy 733 near Lafayette, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,26.55,USGS
230,USGS:07386956,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Vermilion River at Hwy 92 at Milton, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,24.82,USGS
231,USGS:07386962,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Vermilion River at Woodlawn, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,10.59,USGS
232,USGS:07386980,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Vermilion River at Perry, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,45.44,USGS
233,USGS:07387040,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?","Vermilion Bay near Cypremort Point, LA",lake,human_review,nhd_tidal,conflict_tidal,ok,18.34,USGS
234,USGS:292859090004000,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Barataria Waterway S of Lafitte, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,27.74,USGS
235,USGS:292952089453800,wetland_outflow,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as wetland_outflow (human review), but this reach is marked tidal. Tidally influenced?",CRMS0282-H01-RT,wetland_outflow,human_review,nhd_tidal,conflict_tidal,ok,171.88,USGS
236,USGS:292952090565300,wetland_outflow,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as wetland_outflow (human review), but this reach is marked tidal. Tidally influenced?",CRMS0411-H01-RT,wetland_outflow,human_review,nhd_tidal,conflict_tidal,far,6717.72,USGS
237,USGS:293229091230800,wetland_outflow,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as wetland_outflow (human review), but this reach is marked tidal. Tidally influenced?",CRMS0465-H01-RT,wetland_outflow,human_review,nhd_tidal,conflict_tidal,ok,1.26,USGS
238,USGS:294736091164200,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?",American Pass at Little Bayou Sorrel,tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,65.16,USGS
239,USGS:295011091184300,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Little Bayou Long North of Duck Lake, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,4.28,USGS
240,USGS:2951190901217,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?","L. Cataouatche at Whiskey Canal S of Waggaman, LA",lake,human_review,nhd_tidal,conflict_tidal,far,2811.64,USGS
241,USGS:295124089542100,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Caernarvon Outfall Channel at Caernarvon, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,far,1683.3,USGS
242,USGS:295447091191500,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?",Middle Fork Bayou Long at Bayou Long,tidal_stream,human_review,nhd_tidal,conflict_tidal,far,2779.03,USGS
243,USGS:295501090190400,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Davis Pond Freshwater Diversion near Boutte, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,far,2155.17,USGS
244,USGS:295827090052800,canal,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as canal (human review), but this reach is marked tidal. Tidally influenced?","Bayou Saint John Southlake at New Orleans ,LA",canal,human_review,nhd_tidal,conflict_tidal,far,3751.63,USGS
245,USGS:295906090054200,canal,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as canal (human review), but this reach is marked tidal. Tidally influenced?","City Park South Lagoon at New Orleans, LA",canal,human_review,nhd_tidal,conflict_tidal,far,2760.95,USGS
246,USGS:300127090045800,canal,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as canal (human review), but this reach is marked tidal. Tidally influenced?","Bayou Saint John inside gate at New Orleans, LA",canal,human_review,nhd_tidal,conflict_tidal,ok,366.44,USGS
247,USGS:300128090045800,canal,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as canal (human review), but this reach is marked tidal. Tidally influenced?","Bayou Saint John outside gate at New Orleans, LA",canal,human_review,nhd_tidal,conflict_tidal,ok,335.65,USGS
248,USGS:300138090064700,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?","New Canal Lighthouse at New Orleans, LA",lake,human_review,nhd_tidal,conflict_tidal,far,1562.88,USGS
249,USGS:300312091320000,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?",Arm of Grand Lake near Crook Chene Cove,lake,human_review,nhd_tidal,conflict_tidal,ok,5.61,USGS
250,USGS:300507091355600,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?",Bayou Darby near Lake Fausse Point Cut,tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,8.08,USGS
251,USGS:300602090375100,wetland_outflow,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as wetland_outflow (human review), but this reach is marked tidal. Tidally influenced?",CRMS5373-H01-RT,wetland_outflow,human_review,nhd_tidal,conflict_tidal,ok,59.99,USGS
252,USGS:300740090382500,wetland_outflow,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as wetland_outflow (human review), but this reach is marked tidal. Tidally influenced?","Maurepas Swamp nr Hope Canal, N of Garyville, La",wetland_outflow,human_review,nhd_tidal,conflict_tidal,ok,46.27,USGS
253,USGS:301141089320300,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","EAST PEARL RIVER AT CSX RAILROAD NR CLAIBORNE, MS",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,20.84,USGS
254,USGS:301200090072400,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?","L Pontchartrain at Crossover 4 near Mandeville, LA",lake,human_review,nhd_tidal,conflict_tidal,far,882.46,USGS
255,USGS:301324090382400,wetland_outflow,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as wetland_outflow (human review), but this reach is marked tidal. Tidally influenced?",CRMS0061-H01-RT,wetland_outflow,human_review,nhd_tidal,conflict_tidal,ok,91.66,USGS
256,USGS:301655091440800,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Pontoon Bridge Canal near Butte Larose, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,0.84,USGS
257,USGS:302020091435700,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?","Lake Pelba at I-10 near Henderson, LA",lake,human_review,nhd_tidal,conflict_tidal,ok,41.71,USGS
258,USGS:302320091465900,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Fusilier of The Swamps near Henderson, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,72.14,USGS
259,USGS:380457075122302,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",WO Ff 12,well,human_review,nhd_tidal,conflict_tidal,ok,370.35,USGS
260,USGS:380512075125402,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",WO Ef 37,well,human_review,nhd_tidal,conflict_tidal,ok,354.5,USGS
261,USGS:380527075124101,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",WO Ef  42,well,human_review,nhd_tidal,conflict_tidal,ok,269.57,USGS
262,USGS:380527075124102,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",WO Ef  43,well,human_review,nhd_tidal,conflict_tidal,ok,269.57,USGS
263,USGS:380528075124301,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",WO Ef  41,well,human_review,nhd_tidal,conflict_tidal,ok,215.35,USGS
264,USGS:381804075063402,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",WO Cg 103,well,human_review,nhd_tidal,conflict_tidal,ok,193.38,USGS
265,USGS:381805075063502,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",WO Cg 101,well,human_review,nhd_tidal,conflict_tidal,ok,174.36,USGS
266,USGS:381806075063201,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",WO Cg 105,well,human_review,nhd_tidal,conflict_tidal,ok,136.36,USGS
267,USGS:381806075063301,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",WO Cg 106,well,human_review,nhd_tidal,conflict_tidal,ok,183.26,USGS
268,USGS:381922076043001,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",DO Fe  44,well,human_review,nhd_tidal,conflict_tidal,ok,416.06,USGS
269,USGS:381922076043002,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",DO Fe  45,well,human_review,nhd_tidal,conflict_tidal,ok,415.77,USGS
270,USGS:384526075091601,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",Ni51-32,well,human_review,nhd_tidal,conflict_tidal,ok,146.49,USGS
271,USGS:384637075153201,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",Ng45-02,well,human_review,nhd_tidal,conflict_tidal,ok,84.3,USGS
272,USGS:390425074544601,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",090089-- Oyster Lab 4 Obs,well,human_review,nhd_tidal,conflict_tidal,ok,23.35,USGS
