Row,site_uid,decision,decided_by,note,criterion_version,question,station_name,site_type,site_type_source,site_type_conflict,ambiguity,snap_status,snap_dist_m,source
86,USGS:01483700,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","ST JONES RIVER AT DOVER, DE",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,16.73,USGS
87,USGS:01484272,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","BROADKILL RIVER NEAR MILTON, DE",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,8.3,USGS
88,USGS:01484525,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","MILLSBORO POND OUTLET AT MILLSBORO, DE",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,3.75,USGS
89,USGS:01484695,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","BEAVERDAM DITCH NEAR MILLVILLE, DE",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,298.49,USGS
90,USGS:01485500,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","NASSAWANGO CREEK NEAR SNOW HILL, MD",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,13.58,USGS
91,USGS:01486500,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","BEAVERDAM CREEK NEAR SALISBURY, MD",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,10.58,USGS
92,USGS:01487000,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","NANTICOKE RIVER NEAR BRIDGEVILLE, DE",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,15.8,USGS
93,USGS:01490000,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","CHICAMACOMICO RIVER NEAR SALEM, MD",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,68.77,USGS
94,USGS:01490140,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","LITTLE BLACKWATER RIVER AT SEWARD, MD",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,10.69,USGS
95,USGS:01491000,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","CHOPTANK RIVER NEAR GREENSBORO, MD",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,37.23,USGS
96,USGS:01491500,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","TUCKAHOE CREEK NEAR RUTHSBURG, MD",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,28.96,USGS
97,USGS:01493000,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","UNICORN BRANCH NEAR MILLINGTON, MD",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,14.27,USGS
98,USGS:01493500,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","MORGAN CREEK NEAR KENNEDYVILLE, MD",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,4.48,USGS
99,USGS:01494150,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","THREE BRIDGES BRANCH AT CENTREVILLE, MD",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,11.07,USGS
100,USGS:01579550,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","SUSQUEHANNA RIVER NEAR DARLINGTON, MD",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,475.51,USGS
101,USGS:01581757,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","OTTER POINT CREEK NEAR EDGEWOOD, MD",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,23.87,USGS
102,USGS:01585075,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","FOSTER BRANCH NEAR JOPPATOWNE, MD",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,3.02,USGS
103,USGS:01594440,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","PATUXENT RIVER NEAR BOWIE, MD",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,12.49,USGS
104,USGS:01594441,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?",Patuxent R at Gov Bridge Natural Area nr Bowie MD,tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,4.2,USGS
105,USGS:01594526,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","WESTERN BRANCH AT UPPER MARLBORO, MD",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,4.24,USGS
106,USGS:01649500,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","NORTHEAST BRANCH ANACOSTIA RIVER AT RIVERDALE, MD",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,15.63,USGS
107,USGS:01651770,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","HICKEY RUN AT NATIONAL ARBORETUM AT WASHINGTON, DC",tidal_stream,human_review,nhd_tidal,conflict_tidal,far,1269.57,USGS
108,USGS:01661500,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","St Marys River at Great Mills, MD",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,28.22,USGS
109,USGS:01669000,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","PISCATAWAY CREEK NEAR TAPPAHANNOCK, VA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,34.25,USGS
110,USGS:0167891721,storm_drain,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as storm_drain (human review), but this reach is marked tidal. Tidally influenced?","STORM DRAIN AT COLISEUM DRIVE AT HAMPTON, VA",storm_drain,human_review,nhd_tidal,conflict_tidal,ok,371.11,USGS
111,USGS:02042500,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","CHICKAHOMINY RIVER NEAR PROVIDENCE FORGE, VA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,14.52,USGS
112,USGS:0204279245,storm_drain,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as storm_drain (human review), but this reach is marked tidal. Tidally influenced?","STORM DRAIN AT RIVERS RDG CIR NR NEWPORT NEWS, VA",storm_drain,human_review,nhd_tidal,conflict_tidal,ok,307.36,USGS
113,USGS:0204279294,storm_drain,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as storm_drain (human review), but this reach is marked tidal. Tidally influenced?","STORM DRAIN AT LAKEWOOD PK DR NR NEWPORT NEWS, VA",storm_drain,human_review,nhd_tidal,conflict_tidal,ok,282.31,USGS
114,USGS:0204288771,storm_drain,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as storm_drain (human review), but this reach is marked tidal. Tidally influenced?","STORM DRAIN AT USAA DRIVE AT NORFOLK, VA",storm_drain,human_review,nhd_tidal,conflict_tidal,ok,219.7,USGS
115,USGS:0204288786,storm_drain,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as storm_drain (human review), but this reach is marked tidal. Tidally influenced?","STORM DRAIN AT PROFESSIONAL PL NEAR CHESAPEAKE, VA",storm_drain,human_review,nhd_tidal,conflict_tidal,far,569.56,USGS
116,USGS:0204289131,storm_drain,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as storm_drain (human review), but this reach is marked tidal. Tidally influenced?","STORM DRAIN AT DAISY DRIVE NEAR PORTSMOUTH, VA",storm_drain,human_review,nhd_tidal,conflict_tidal,far,825.78,USGS
117,USGS:0204289402,storm_drain,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as storm_drain (human review), but this reach is marked tidal. Tidally influenced?","STORM DRAIN AT CRANEYBROOK LANE AT EDGEFIELD, VA",storm_drain,human_review,nhd_tidal,conflict_tidal,far,1199.11,USGS
118,USGS:0204289989,storm_drain,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as storm_drain (human review), but this reach is marked tidal. Tidally influenced?","STORM DRAIN AT SHEPPARD AVENUE NEAR NORFOLK, VA",storm_drain,human_review,nhd_tidal,conflict_tidal,far,1385.22,USGS
119,USGS:0204295063,storm_drain,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as storm_drain (human review), but this reach is marked tidal. Tidally influenced?","STORM DRAIN AT LINDSLEY DR NEAR VIRGINIA BEACH, VA",storm_drain,human_review,nhd_tidal,conflict_tidal,ok,474.92,USGS
120,USGS:0204306533,storm_drain,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as storm_drain (human review), but this reach is marked tidal. Tidally influenced?","STORM DRAIN AT LUDLOW DRIVE NEAR KEMPSVILLE, VA",storm_drain,human_review,nhd_tidal,conflict_tidal,ok,315.05,USGS
121,USGS:0204309906,canal,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as canal (human review), but this reach is marked tidal. Tidally influenced?","CONVEYANCE CHAN AT RAMSGATE LN NR GREAT BRIDGE, VA",canal,human_review,nhd_tidal,conflict_tidal,far,727.49,USGS
122,USGS:02047000,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","NOTTOWAY RIVER NEAR SEBRELL, VA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,55.19,USGS
123,USGS:02047783,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","BLACKWATER RIVER AT ROUTE 620 NEAR ZUNI, VA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,104.69,USGS
124,USGS:02049500,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","BLACKWATER RIVER NEAR FRANKLIN, VA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,46.33,USGS
125,USGS:02481660,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","JOURDAN RIVER NR BAY ST LOUIS, MS",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,51.58,USGS
126,USGS:02492511,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","East Pearl River at I-59 near Nicholson, MS",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,12.59,USGS
127,USGS:02492519,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?",Pearl River Navigation Canal Lock and Dam No. 1,tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,19.57,USGS
128,USGS:02492600,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Pearl River at Pearl River, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,18.6,USGS
129,USGS:02492700,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Pearl River at I-10 near Slidell, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,9.21,USGS
130,USGS:04087440,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?","LAKE MICHIGAN AT CHICAGO LOCK AT CHICAGO, IL",lake,human_review,nhd_tidal,conflict_tidal,ok,124.35,USGS
131,USGS:04092440,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?","LAKE MICHIGAN AT JACKSON PARK AT HYDE PARK, IL",lake,human_review,nhd_tidal,conflict_tidal,ok,365.63,USGS
132,USGS:04092788,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?","LAKE MICHIGAN AT JEORSE PARK AT GARY, IN",lake,human_review,nhd_tidal,conflict_tidal,ok,201.91,USGS
133,USGS:04194085,ditch,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as ditch (human review), but this reach is marked tidal. Tidally influenced?",Berger Ditch near Oregon OH,ditch,human_review,nhd_tidal,conflict_tidal,far,1148.86,USGS
134,USGS:04208598,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?",Doan Brook at MLK Jr Dr at Cleveland OH,tidal_stream,human_review,nhd_tidal,conflict_tidal,far,3149.65,USGS
135,USGS:04216000,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?",NIAGARA RIVER AT BUFFALO NY,tidal_stream,human_review,nhd_tidal,conflict_tidal,far,1987.08,USGS
136,USGS:05536121,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","CHICAGO RIVER AT CHICAGO LOCK AT CHICAGO, IL",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,124.35,USGS
137,USGS:05536123,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","CHICAGO RIVER AT COLUMBUS DRIVE AT CHICAGO, IL",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,251.91,USGS
138,USGS:07374000,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Mississippi River at Baton Rouge, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,431.46,USGS
139,USGS:073745235,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Dupre Sector Gate near Violet, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,317.06,USGS
140,USGS:073745245,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Caernarvon Canal Sector Gate at Caernarvon, La",tidal_stream,human_review,nhd_tidal,conflict_tidal,far,1146.12,USGS
141,USGS:07374525,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Mississippi River at Belle Chasse, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,34.74,USGS
142,USGS:073745253,canal,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as canal (human review), but this reach is marked tidal. Tidally influenced?","Reggio Canal near Wills Point, LA",canal,human_review,nhd_tidal,conflict_tidal,far,4567.86,USGS
143,USGS:07374581,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Liberty near Slidell,LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,3.72,USGS
144,USGS:07375050,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Tchefuncte River near Covington, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,0.71,USGS
145,USGS:07375170,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bogue Falaya at Covington, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,8.92,USGS
146,USGS:07375175,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bogue Falaya River at Boston St. at Covington, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,8.4,USGS
147,USGS:07375222,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Abita River north of Abita Springs, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,58.71,USGS
148,USGS:07375230,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Tchefuncte River at Madisonville, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,5.21,USGS
149,USGS:07375650,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Tangipahoa River near Ponchatoula, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,17.33,USGS
150,USGS:07376300,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Tickfaw River Near Springfield, La.",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,23.64,USGS
151,USGS:07376500,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Natalbany River at Baptist, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,4.54,USGS
152,USGS:07378745,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Alligator Bayou near Kleinpeter, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,45.94,USGS
153,USGS:07378746,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Manchac at Alligator B. near Kleinpeter, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,19.93,USGS
154,USGS:07378748,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bluff Swamp near Kleinpeter, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,15.98,USGS
155,USGS:07378810,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Fountain at Bluebonnet Blvd near  B.R., LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,4.69,USGS
156,USGS:07379075,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?",Old Ward Crk Div. at Highland Rd. nr Baton Rouge,tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,34.25,USGS
157,USGS:07379960,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Dawson Cr. at Bluebonnet Blvd near Baton Rouge, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,110.17,USGS
158,USGS:07380101,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Manchac near Little Prairie, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,32.43,USGS
159,USGS:07380102,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Welsh Gully at J. Broussard Rd nr Prairieville, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,34.09,USGS
160,USGS:07380106,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Muddy Creek at Hwy 42 near Oak Grove, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,25.14,USGS
161,USGS:07380107,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Muddy Creek at Manchac Acres Rd near Oak Grove, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,44.04,USGS
162,USGS:07380120,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Amite River at Port Vincent, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,2.56,USGS
163,USGS:07380126,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Henderson Bayou near Port Vincent, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,10.66,USGS
164,USGS:07380127,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Henderson Bayou Pump Station near Port Vincent, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,103.22,USGS
165,USGS:07380185,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","W Colyell Cr. at Joe May Rd near Port Vincent, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,11.32,USGS
166,USGS:07380200,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Amite River near French Settlement, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,16.65,USGS
167,USGS:07380210,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Amite River Diversion south of Whitehall, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,54.35,USGS
168,USGS:07380212,canal,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as canal (human review), but this reach is marked tidal. Tidally influenced?","Airline Canal at Blind River near Gramercy, LA",canal,human_review,nhd_tidal,conflict_tidal,ok,23.23,USGS
169,USGS:07380215,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Amite River at Hwy 22 near Maurepas, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,11.83,USGS
170,USGS:073802220,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Panama Canal at Hwy 44 near Gonzales, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,far,1857.61,USGS
171,USGS:073802225,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Conway near Sorrento, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,64.08,USGS
172,USGS:0738022295,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Grand Goudine at Babin Rd Near Duplessis, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,7.08,USGS
173,USGS:0738022395,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Black Bayou at Hwy 621 near Prairieville, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,42.89,USGS
174,USGS:073802245,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Black Bayou E of Gonzales, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,22.96,USGS
175,USGS:073802273,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","Bayou Francois at Hwy 61 Near Gonzales, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,121.25,USGS
176,USGS:073802282,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","New River Canal near Sorrento, LA",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,44.32,USGS
