ID,description,units,themeLabel
CAT_CDL11_241,"2011 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop corn/soybeans. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL11_242,"2011 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Blueberries. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL11_243,"2011 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Cabbage. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL11_244,"2011 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Cauliflower. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL11_245,2011 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Celery. -9999 denotes NODATA.,percent,Land Cover
CAT_CDL11_246,"2011 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Radishes. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL11_247,"2011 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Turnips. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL11_248,"2011 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Eggplants. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL11_249,"2011 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Gourds. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL11_250,"2011 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Cranberries. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL11_254,"2011 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_1,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Corn.  -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_2,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Cotton.  -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_3,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Rice,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_4,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Sorghum,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_5,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Soybeans,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_6,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Sunflower,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_10,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Peanuts,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_11,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Tobacco,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_12,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Sweet corn,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_13,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Pop or ornamental corn,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_14,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Mint,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_21,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Barley,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_22,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Durum wheat,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_23,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Spring wheat,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_24,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Winter wheat,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_25,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Other small grains,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_26,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop winter wheat/soybeans,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_27,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Rye,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_28,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Oats,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_29,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Millet,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_30,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Speltz,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_31,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Canola,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_32,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Flaxseed,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_33,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Safflower,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_34,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Rape seed,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_35,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Mustard,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_36,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Alfalfa,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_37,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Other hay/non alfalfa,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_38,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Camelina,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_39,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Buckwheat,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_41,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Sugarbeets,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_42,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Dry beans,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_43,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Potatoes,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_44,2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Other crops. -9999 denotes NODATA.,percent,Land Cover
CAT_CDL12_45,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Sugarcane,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_46,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Sweet potatoes,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_47,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Miscellaneous vegetables and fruits,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_48,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Watermelons,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_49,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Onions,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_50,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Cucumbers,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_51,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Chick peas,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_52,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Lentils,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_53,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Peas,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_54,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Tomatoes,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_55,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Caneberries,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_56,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Hops,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_57,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Herbs,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_58,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Clover/wild flowers,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_59,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Sod/grass seed,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_60,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Switchgrass,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_61,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Fallow/idle cropland,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_66,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Cherries,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_67,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Peaches,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_68,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Apples,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_69,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Grapes,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_70,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Christmas trees,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_71,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Other tree crops,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_72,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Citrus,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_74,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Pecans,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_75,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Almonds,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_76,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Walnuts,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_77,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Pears,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_92,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Aquaculture,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_111,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Open water,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_112,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Perennial ice/snow,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_121,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Developed/open space,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_122,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Developed/low intensity,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_123,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Developed/medium intensity,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_124,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Developed/high intensity,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_131,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Barren,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_141,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Deciduous forest,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_142,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Evergreen forest,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_143,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Mixed forest,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_152,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Shrubland,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_176,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Grassland/pasture,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_190,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Woody wetlands,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_195,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Herbaceous wetlands,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_204,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Pistachios,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_205,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Triticale,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_206,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Carrots,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_207,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Asparagus,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_208,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Garlic,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_209,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Cantaloupes,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_210,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Prunes,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_211,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Olives,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_212,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Oranges,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_213,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Honeydew melons,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_214,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Broccoli,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_216,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Peppers,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_217,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Pomegranates,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_218,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Nectarines,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_219,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Greens,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_220,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Plums,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_221,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Strawberries,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_222,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Squash,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_223,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Apricots,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_224,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Vetch,   -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_225,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop winter wheat/corn. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_226,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop oats/corn. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_227,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Lettuce. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_229,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Pumpkins. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_230,2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop lettuce/durum wheat. -9999 denotes NODATA.,percent,Land Cover
CAT_CDL12_231,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop lettuce/cantaloupe. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_232,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop lettuce/cotton. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_233,2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop lettuce/barley. -9999 denotes NODATA.,percent,Land Cover
CAT_CDL12_234,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop durum wheat/sorghum. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_235,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/sorghum. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_236,2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop winter wheat/sorghum. -9999 denotes NODATA.,percent,Land Cover
CAT_CDL12_237,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/corn. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_238,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop winter wheat/cotton. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_239,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop soybeans/cotton. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_240,2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop soybeans/oats. -9999 denotes NODATA.,percent,Land Cover
CAT_CDL12_241,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop corn/soybeans. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_242,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Blueberries. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_243,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Cabbage. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_244,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Cauliflower. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_245,2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Celery. -9999 denotes NODATA.,percent,Land Cover
CAT_CDL12_246,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Radishes. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_247,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Turnips. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_248,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Eggplants. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_249,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Gourds. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_250,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Cranberries. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL12_254,"2012 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/soybeans, source coverage does not extend into catchment or is a flow line with no catchment.",percent,Land Cover
CAT_CDL13_1,2013 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Corn.,percent,Land Cover
CAT_CDL13_2,2013 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Cotton.,percent,Land Cover
CAT_CDL13_3,2013 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Rice.,percent,Land Cover
CAT_CDL13_4,2013 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Sorghum.,percent,Land Cover
CAT_CDL13_5,2013 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Soybeans.,percent,Land Cover
CAT_CDL13_6,2013 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Sunflower.,percent,Land Cover
CAT_CDL13_10,2013 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Peanuts.,percent,Land Cover
CAT_CDL13_11,2013 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Tobacco.,percent,Land Cover
CAT_CDL13_12,2013 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Sweet corn.,percent,Land Cover
CAT_CDL13_13,2013 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Pop or ornamental corn.,percent,Land Cover
CAT_CDL13_14,2013 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Mint.,percent,Land Cover
CAT_CDL13_21,2013 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Barley.,percent,Land Cover
CAT_CDL13_22,2013 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Durum wheat.,percent,Land Cover
CAT_CDL13_23,2013 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Spring wheat.,percent,Land Cover
CAT_CDL13_24,2013 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Winter wheat.,percent,Land Cover
CAT_CDL13_25,2013 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Other small grains.,percent,Land Cover
CAT_CDL13_26,2013 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop winter wheat/soybeans.,percent,Land Cover
CAT_CDL13_27,2013 estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Rye.,percent,Land Cover
