ID,description,units,themeLabel
CAT_PPT_MAY1947,"Mean monthly precip (mm) for the watershed for May 1947, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_JUN1947,"Mean monthly precip (mm) for the watershed for June 1947, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_JUL1947,"Mean monthly precip (mm) for the watershed for July 1947, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_AUG1947,"Mean monthly precip (mm) for the watershed for August 1947, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_SEP1947,"Mean monthly precip (mm) for the watershed for September 1947, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_OCT1947,"Mean monthly precip (mm) for the watershed for October 1947, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_NOV1947,"Mean monthly precip (mm) for the watershed for November 1947, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_DEC1947,"Mean monthly precip (mm) for the watershed for December 1947, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_JAN1946,"Mean monthly precip (mm) for the watershed for January 1946, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_FEB1946,"Mean monthly precip (mm) for the watershed for Febuary 1946, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_MAR1946,"Mean monthly precip (mm) for the watershed for March 1946, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_APR1946,"Mean monthly precip (mm) for the watershed for April 1946, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_MAY1946,"Mean monthly precip (mm) for the watershed for May 1946, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_JUN1946,"Mean monthly precip (mm) for the watershed for June 1946, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_JUL1946,"Mean monthly precip (mm) for the watershed for July 1946, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_AUG1946,"Mean monthly precip (mm) for the watershed for August 1946, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_SEP1946,"Mean monthly precip (mm) for the watershed for September 1946, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_OCT1946,"Mean monthly precip (mm) for the watershed for October 1946, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_NOV1946,"Mean monthly precip (mm) for the watershed for November 1946, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_DEC1946,"Mean monthly precip (mm) for the watershed for December 1946, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_JAN1945,"Mean monthly precip (mm) for the watershed for January 1945, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_FEB1945,"Mean monthly precip (mm) for the watershed for Febuary 1945, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_MAR1945,"Mean monthly precip (mm) for the watershed for March 1945, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_APR1945,"Mean monthly precip (mm) for the watershed for April 1945, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_MAY1945,"Mean monthly precip (mm) for the watershed for May 1945, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_JUN1945,"Mean monthly precip (mm) for the watershed for June 1945, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_JUL1945,"Mean monthly precip (mm) for the watershed for July 1945, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_AUG1945,"Mean monthly precip (mm) for the watershed for August 1945, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_SEP1945,"Mean monthly precip (mm) for the watershed for September 1945, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_OCT1945,"Mean monthly precip (mm) for the watershed for October 1945, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_NOV1945,"Mean monthly precip (mm) for the watershed for November 1945, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_DEC1945,"Mean monthly precip (mm) for the watershed for December 1945, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_JAN2002,"Mean monthly precip (mm) for the watershed for January 2002, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_FEB2002,"Mean monthly precip (mm) for the watershed for Febuary 2002, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_MAR2002,"Mean monthly precip (mm) for the watershed for March 2002, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_APR2002,"Mean monthly precip (mm) for the watershed for April 2002, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_MAY2002,"Mean monthly precip (mm) for the watershed for May 2002, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_JUN2002,"Mean monthly precip (mm) for the watershed for June 2002, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_JUL2002,"Mean monthly precip (mm) for the watershed for July 2002, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_AUG2002,"Mean monthly precip (mm) for the watershed for August 2002, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_SEP2002,"Mean monthly precip (mm) for the watershed for September 2002, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_OCT2002,"Mean monthly precip (mm) for the watershed for October 2002, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_NOV2002,"Mean monthly precip (mm) for the watershed for November 2002, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_DEC2002,"Mean monthly precip (mm) for the watershed for December 2002, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_JAN2000,"Mean monthly precip (mm) for the watershed for January 2000, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_FEB2000,"Mean monthly precip (mm) for the watershed for Febuary 2000, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_MAR2000,"Mean monthly precip (mm) for the watershed for March 2000, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_APR2000,"Mean monthly precip (mm) for the watershed for April 2000, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_MAY2000,"Mean monthly precip (mm) for the watershed for May 2000, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_JUN2000,"Mean monthly precip (mm) for the watershed for June 2000, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_JUL2000,"Mean monthly precip (mm) for the watershed for July 2000, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_AUG2000,"Mean monthly precip (mm) for the watershed for August 2000, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_SEP2000,"Mean monthly precip (mm) for the watershed for September 2000, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_OCT2000,"Mean monthly precip (mm) for the watershed for October 2000, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_NOV2000,"Mean monthly precip (mm) for the watershed for November 2000, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_DEC2000,"Mean monthly precip (mm) for the watershed for December 2000, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_JAN2015,"Mean monthly precip (mm) for the watershed for January 2015, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_FEB2015,"Mean monthly precip (mm) for the watershed for Febuary 2015, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_MAR2015,"Mean monthly precip (mm) for the watershed for March 2015, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_APR2015,"Mean monthly precip (mm) for the watershed for April 2015, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_MAY2015,"Mean monthly precip (mm) for the watershed for May 2015, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_JUN2015,"Mean monthly precip (mm) for the watershed for June 2015, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_JUL2015,"Mean monthly precip (mm) for the watershed for July 2015, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_AUG2015,"Mean monthly precip (mm) for the watershed for August 2015, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_SEP2015,"Mean monthly precip (mm) for the watershed for September 2015, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_OCT2015,"Mean monthly precip (mm) for the watershed for October 2015, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_NOV2015,"Mean monthly precip (mm) for the watershed for November 2015, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_DEC2015,"Mean monthly precip (mm) for the watershed for December 2015, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_JAN2014,"Mean monthly precip (mm) for the watershed for January 2014, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_FEB2014,"Mean monthly precip (mm) for the watershed for Febuary 2014, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_MAR2014,"Mean monthly precip (mm) for the watershed for March 2014, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_APR2014,"Mean monthly precip (mm) for the watershed for April 2014, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_MAY2014,"Mean monthly precip (mm) for the watershed for May 2014, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_JUN2014,"Mean monthly precip (mm) for the watershed for June 2014, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_JUL2014,"Mean monthly precip (mm) for the watershed for July 2014, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_AUG2014,"Mean monthly precip (mm) for the watershed for August 2014, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_SEP2014,"Mean monthly precip (mm) for the watershed for September 2014, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_OCT2014,"Mean monthly precip (mm) for the watershed for October 2014, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_NOV2014,"Mean monthly precip (mm) for the watershed for November 2014, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_PPT_DEC2014,"Mean monthly precip (mm) for the watershed for December 2014, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JAN1955,"Mean monthly runoff (mm) for the watershed for January 1955, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_FEB1955,"Mean monthly runoff (mm) for the watershed for Febuary 1955, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_MAR1955,"Mean monthly runoff (mm) for the watershed for March 1955, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_APR1955,"Mean monthly runoff (mm) for the watershed for April 1955, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_MAY1955,"Mean monthly runoff (mm) for the watershed for May 1955, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JUN1955,"Mean monthly runoff (mm) for the watershed for June 1955, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JUL1955,"Mean monthly runoff (mm) for the watershed for July 1955, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_AUG1955,"Mean monthly runoff (mm) for the watershed for August 1955, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_SEP1955,"Mean monthly runoff (mm) for the watershed for September 1955, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_OCT1955,"Mean monthly runoff (mm) for the watershed for October 1955, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_NOV1955,"Mean monthly runoff (mm) for the watershed for November 1955, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_DEC1955,"Mean monthly runoff (mm) for the watershed for December 1955, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JAN1963,"Mean monthly runoff (mm) for the watershed for January 1963, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_FEB1963,"Mean monthly runoff (mm) for the watershed for Febuary 1963, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_MAR1963,"Mean monthly runoff (mm) for the watershed for March 1963, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_APR1963,"Mean monthly runoff (mm) for the watershed for April 1963, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_MAY1963,"Mean monthly runoff (mm) for the watershed for May 1963, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JUN1963,"Mean monthly runoff (mm) for the watershed for June 1963, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JUL1963,"Mean monthly runoff (mm) for the watershed for July 1963, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_AUG1963,"Mean monthly runoff (mm) for the watershed for August 1963, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_SEP1963,"Mean monthly runoff (mm) for the watershed for September 1963, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_OCT1963,"Mean monthly runoff (mm) for the watershed for October 1963, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_NOV1963,"Mean monthly runoff (mm) for the watershed for November 1963, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_DEC1963,"Mean monthly runoff (mm) for the watershed for December 1963, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JAN1956,"Mean monthly runoff (mm) for the watershed for January 1956, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_FEB1956,"Mean monthly runoff (mm) for the watershed for Febuary 1956, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_MAR1956,"Mean monthly runoff (mm) for the watershed for March 1956, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_APR1956,"Mean monthly runoff (mm) for the watershed for April 1956, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_MAY1956,"Mean monthly runoff (mm) for the watershed for May 1956, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JUN1956,"Mean monthly runoff (mm) for the watershed for June 1956, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JUL1956,"Mean monthly runoff (mm) for the watershed for July 1956, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_AUG1956,"Mean monthly runoff (mm) for the watershed for August 1956, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_SEP1956,"Mean monthly runoff (mm) for the watershed for September 1956, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_OCT1956,"Mean monthly runoff (mm) for the watershed for October 1956, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_NOV1956,"Mean monthly runoff (mm) for the watershed for November 1956, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_DEC1956,"Mean monthly runoff (mm) for the watershed for December 1956, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JAN1954,"Mean monthly runoff (mm) for the watershed for January 1954, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_FEB1954,"Mean monthly runoff (mm) for the watershed for Febuary 1954, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_MAR1954,"Mean monthly runoff (mm) for the watershed for March 1954, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_APR1954,"Mean monthly runoff (mm) for the watershed for April 1954, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_MAY1954,"Mean monthly runoff (mm) for the watershed for May 1954, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JUN1954,"Mean monthly runoff (mm) for the watershed for June 1954, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JUL1954,"Mean monthly runoff (mm) for the watershed for July 1954, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_AUG1954,"Mean monthly runoff (mm) for the watershed for August 1954, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_SEP1954,"Mean monthly runoff (mm) for the watershed for September 1954, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_OCT1954,"Mean monthly runoff (mm) for the watershed for October 1954, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_NOV1954,"Mean monthly runoff (mm) for the watershed for November 1954, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_DEC1954,"Mean monthly runoff (mm) for the watershed for December 1954, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JAN1964,"Mean monthly runoff (mm) for the watershed for January 1964, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_FEB1964,"Mean monthly runoff (mm) for the watershed for Febuary 1964, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_MAR1964,"Mean monthly runoff (mm) for the watershed for March 1964, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_APR1964,"Mean monthly runoff (mm) for the watershed for April 1964, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_MAY1964,"Mean monthly runoff (mm) for the watershed for May 1964, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JUN1964,"Mean monthly runoff (mm) for the watershed for June 1964, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JUL1964,"Mean monthly runoff (mm) for the watershed for July 1964, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_AUG1964,"Mean monthly runoff (mm) for the watershed for August 1964, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_SEP1964,"Mean monthly runoff (mm) for the watershed for September 1964, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_OCT1964,"Mean monthly runoff (mm) for the watershed for October 1964, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_NOV1964,"Mean monthly runoff (mm) for the watershed for November 1964, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_DEC1964,"Mean monthly runoff (mm) for the watershed for December 1964, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JAN1988,"Mean monthly runoff (mm) for the watershed for January 1988, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_FEB1988,"Mean monthly runoff (mm) for the watershed for Febuary 1988, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_MAR1988,"Mean monthly runoff (mm) for the watershed for March 1988, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_APR1988,"Mean monthly runoff (mm) for the watershed for April 1988, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_MAY1988,"Mean monthly runoff (mm) for the watershed for May 1988, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JUN1988,"Mean monthly runoff (mm) for the watershed for June 1988, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JUL1988,"Mean monthly runoff (mm) for the watershed for July 1988, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_AUG1988,"Mean monthly runoff (mm) for the watershed for August 1988, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_SEP1988,"Mean monthly runoff (mm) for the watershed for September 1988, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_OCT1988,"Mean monthly runoff (mm) for the watershed for October 1988, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_NOV1988,"Mean monthly runoff (mm) for the watershed for November 1988, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_DEC1988,"Mean monthly runoff (mm) for the watershed for December 1988, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JAN1952,"Mean monthly runoff (mm) for the watershed for January 1952, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_FEB1952,"Mean monthly runoff (mm) for the watershed for Febuary 1952, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_MAR1952,"Mean monthly runoff (mm) for the watershed for March 1952, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_APR1952,"Mean monthly runoff (mm) for the watershed for April 1952, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_MAY1952,"Mean monthly runoff (mm) for the watershed for May 1952, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JUN1952,"Mean monthly runoff (mm) for the watershed for June 1952, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JUL1952,"Mean monthly runoff (mm) for the watershed for July 1952, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_AUG1952,"Mean monthly runoff (mm) for the watershed for August 1952, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_SEP1952,"Mean monthly runoff (mm) for the watershed for September 1952, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_OCT1952,"Mean monthly runoff (mm) for the watershed for October 1952, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_NOV1952,"Mean monthly runoff (mm) for the watershed for November 1952, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_DEC1952,"Mean monthly runoff (mm) for the watershed for December 1952, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JAN2012,"Mean monthly runoff (mm) for the watershed for January 2012, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_FEB2012,"Mean monthly runoff (mm) for the watershed for Febuary 2012, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_MAR2012,"Mean monthly runoff (mm) for the watershed for March 2012, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_APR2012,"Mean monthly runoff (mm) for the watershed for April 2012, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_MAY2012,"Mean monthly runoff (mm) for the watershed for May 2012, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JUN2012,"Mean monthly runoff (mm) for the watershed for June 2012, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JUL2012,"Mean monthly runoff (mm) for the watershed for July 2012, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_AUG2012,"Mean monthly runoff (mm) for the watershed for August 2012, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_SEP2012,"Mean monthly runoff (mm) for the watershed for September 2012, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_OCT2012,"Mean monthly runoff (mm) for the watershed for October 2012, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_NOV2012,"Mean monthly runoff (mm) for the watershed for November 2012, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_DEC2012,"Mean monthly runoff (mm) for the watershed for December 2012, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JAN1953,"Mean monthly runoff (mm) for the watershed for January 1953, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_FEB1953,"Mean monthly runoff (mm) for the watershed for Febuary 1953, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_MAR1953,"Mean monthly runoff (mm) for the watershed for March 1953, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_APR1953,"Mean monthly runoff (mm) for the watershed for April 1953, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_MAY1953,"Mean monthly runoff (mm) for the watershed for May 1953, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JUN1953,"Mean monthly runoff (mm) for the watershed for June 1953, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JUL1953,"Mean monthly runoff (mm) for the watershed for July 1953, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_AUG1953,"Mean monthly runoff (mm) for the watershed for August 1953, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_SEP1953,"Mean monthly runoff (mm) for the watershed for September 1953, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_OCT1953,"Mean monthly runoff (mm) for the watershed for October 1953, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_NOV1953,"Mean monthly runoff (mm) for the watershed for November 1953, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_DEC1953,"Mean monthly runoff (mm) for the watershed for December 1953, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JAN1948,"Mean monthly runoff (mm) for the watershed for January 1948, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_FEB1948,"Mean monthly runoff (mm) for the watershed for Febuary 1948, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_MAR1948,"Mean monthly runoff (mm) for the watershed for March 1948, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_APR1948,"Mean monthly runoff (mm) for the watershed for April 1948, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_MAY1948,"Mean monthly runoff (mm) for the watershed for May 1948, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JUN1948,"Mean monthly runoff (mm) for the watershed for June 1948, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JUL1948,"Mean monthly runoff (mm) for the watershed for July 1948, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_AUG1948,"Mean monthly runoff (mm) for the watershed for August 1948, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_SEP1948,"Mean monthly runoff (mm) for the watershed for September 1948, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_OCT1948,"Mean monthly runoff (mm) for the watershed for October 1948, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_NOV1948,"Mean monthly runoff (mm) for the watershed for November 1948, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_DEC1948,"Mean monthly runoff (mm) for the watershed for December 1948, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JAN1966,"Mean monthly runoff (mm) for the watershed for January 1966, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_FEB1966,"Mean monthly runoff (mm) for the watershed for Febuary 1966, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_MAR1966,"Mean monthly runoff (mm) for the watershed for March 1966, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_APR1966,"Mean monthly runoff (mm) for the watershed for April 1966, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_MAY1966,"Mean monthly runoff (mm) for the watershed for May 1966, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JUN1966,"Mean monthly runoff (mm) for the watershed for June 1966, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JUL1966,"Mean monthly runoff (mm) for the watershed for July 1966, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_AUG1966,"Mean monthly runoff (mm) for the watershed for August 1966, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_SEP1966,"Mean monthly runoff (mm) for the watershed for September 1966, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_OCT1966,"Mean monthly runoff (mm) for the watershed for October 1966, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_NOV1966,"Mean monthly runoff (mm) for the watershed for November 1966, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_DEC1966,"Mean monthly runoff (mm) for the watershed for December 1966, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_JAN1976,"Mean monthly runoff (mm) for the watershed for January 1976, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_FEB1976,"Mean monthly runoff (mm) for the watershed for Febuary 1976, from 4-km PRISM data.",mm/month,Climate Water Balance
CAT_RUN_MAR1976,"Mean monthly runoff (mm) for the watershed for March 1976, from 4-km PRISM data.",mm/month,Climate Water Balance
