uid,editor_uid,site_uid,method_uid,param_uid,enabled,begin_datetime,end_datetime
93429,dtrs,CTZ00341,nitrateapp,nitrate_con_int,t,2020-07-22 15:15:30-05,
93430,dtrs,CTZ00342,nitrateapp,nitrate_con_int,t,2020-07-29 16:48:34-05,
93432,dtrs,CTZ00344,nitrateapp,nitrate_con_int,t,2020-08-23 20:58:17-05,
93433,dtrs,CTZ00345,nitrateapp,nitrate_con_int,t,2020-08-27 16:40:36-05,
93434,dtrs,CTZ00346,nitrateapp,nitrate_con_int,t,2020-07-23 19:33:48-05,
93435,dtrs,CTZ00347,nitrateapp,nitrate_con_int,t,2020-09-28 14:18:32-05,
93436,dtrs,CTZ00348,nitrateapp,nitrate_con_int,t,2020-10-20 14:30:12-05,
93437,dtrs,CTZ00349,nitrateapp,nitrate_con_int,t,2020-10-20 15:36:06-05,
93438,dtrs,CTZ00350,nitrateapp,nitrate_con_int,t,2020-10-20 15:48:41-05,
93439,dtrs,CTZ00351,nitrateapp,nitrate_con_int,t,2020-10-24 17:37:38-05,
93440,iihr,WQS0110,nitratax,r_exc,t,,
93441,iihr,WQS0110,nitratax,m_exc,t,,
93450,iihr,WQS0110,dts12,turbi_med,t,,
93442,iihr,WQS0110,nitratax,nitrate_con,t,,
93443,dtrs,CTZ00352,nitrateapp,nitrate_con_int,t,2021-05-05 17:14:08-05,
93444,dtrs,CTZ00353,nitrateapp,nitrate_con_int,t,2021-05-05 21:37:51-05,
93445,dtrs,CTZ00354,nitrateapp,nitrate_con_int,t,2021-05-05 22:54:59-05,
93446,dtrs,CTZ00355,nitrateapp,nitrate_con_int,t,2021-05-05 23:56:28-05,
93451,iihr,WQS0110,dts12,turbi_bes,t,,
93452,iihr,WQS0110,dts12,turbi_min,t,,
93453,iihr,WQS0110,dts12,turbi_max,t,,
93454,iihr,WQS0110,dts12,temp_water,t,,
93455,dtrs,CTZ00357,nitrateapp,nitrate_con_int,t,2021-05-11 15:27:51-05,
93456,dtrs,CTZ00358,nitrateapp,nitrate_con_int,t,2021-05-14 03:58:35-05,
93457,dtrs,CTZ00359,nitrateapp,nitrate_con_int,t,2021-05-15 20:40:12-05,
93431,dtrs,CTZ00343,nitrateapp,nitrate_con_int,f,2021-01-21 15:35:08-06,
92772,dtrs,CTZ00001,nitrateapp,nitrate_con_int,t,2017-12-08 14:43:36-06,
93458,iihr,WQS9903,ds5x,temp_water,t,,
93459,iihr,WQS9903,ds5x,ph,t,,
93460,iihr,WQS9903,ds5x,diss_oxy_con,t,,
93461,iihr,WQS9903,ds5x,diss_oxy_sat,t,,
93462,usgs,05464475,usgs.00010,temp_water,t,,
93463,usgs,05464475,usgs.00060,discharge,t,,
93464,usgs,05464475,usgs.99133,nitrate_con,t,,
93465,iihr,05464475,,load,t,,
93466,iihr,05464475,,yield,t,,
93467,dtrs,CTZ00360,nitrateapp,nitrate_con_int,t,2021-05-27 14:34:00-05,
93468,iihr,WQS9903,ds5x,spec_cond,t,,
93469,dtrs,CTZ00361,nitrateapp,nitrate_con_int,t,2021-06-01 15:08:06-05,
92965,iihr,WQS0080,nitratax,nitrate_con,t,,
93470,iihr,WQS0091,nitratax,nitrate_con,t,,
93471,iihr,WQS0091,nitratax,r_exc,t,,
93472,iihr,WQS0091,nitratax,m_exc,t,,
93473,iihr,WQS0090,nitratax,r_exc,t,,
93474,iihr,WQS0090,nitratax,m_exc,t,,
93475,iihr,WQS0090,nitratax,nitrate_con,t,,
93476,usgs,WQS0033,usgs.00095,spec_cond,t,,
92639,iihr,WQS0061,dts12,turbi_mean,t,,
93492,iihr,WQS0111,ds5xv2,turbi_mean,f,,
92645,iihr,WQS0061,dts12,temp_water,t,,
93549,iihr,WQS0117,dts12,turbi_mean,t,,
93550,iihr,WQS0117,dts12,turbi_var,t,,
93482,iihr,WQS0111,ds5x,spec_cond,t,,
93479,iihr,WQS0111,nitratax,m_exc,f,,
86334,iihr,WQS0061,nitratax,nitrate_con,t,,
93478,iihr,WQS0111,nitratax,r_exc,f,,
93480,iihr,WQS0111,ds5x,temp_water,t,,
93551,iihr,WQS0117,dts12,turbi_med,t,,
93496,usgs,WQS0084,usgs.00060,discharge,t,,
93497,usgs,WQS0088,usgs.00060,discharge,t,,
93498,iihr,WQS0084,,yield,t,,
93499,iihr,WQS0088,,yield,t,,
93500,iihr,WQS0084,,load,t,,
93501,iihr,WQS0088,,load,t,,
93502,iihr,WQS0112,nitratax,nitrate_con,t,,
93503,iihr,WQS0112,nitratax,r_exc,t,,
93504,iihr,WQS0112,nitratax,m_exc,t,,
93505,iihr,WQS0113,nitratax,nitrate_con,t,,
93506,iihr,WQS0113,nitratax,r_exc,t,,
93507,iihr,WQS0113,nitratax,m_exc,t,,
93508,iihr,WQS0113,dts12,turbi_mean,t,,
93509,iihr,WQS0113,dts12,turbi_var,t,,
93510,iihr,WQS0113,dts12,turbi_med,t,,
93511,iihr,WQS0113,dts12,turbi_bes,t,,
93512,iihr,WQS0113,dts12,turbi_min,t,,
93513,iihr,WQS0113,dts12,turbi_max,t,,
93514,iihr,WQS0113,dts12,temp_water,t,,
93515,usgs,WQS0093,usgs.00060,discharge,t,,
93552,iihr,WQS0117,dts12,turbi_bes,t,,
93553,iihr,WQS0117,dts12,turbi_min,t,,
93555,iihr,WQS0117,dts12,temp_water,t,,
93556,iihr,WQS0113,ds5x,temp_water,t,,
93545,iihr,WQS0116,dts12,turbi_bes,f,,
93486,iihr,WQS0111,ds5x,chloro_con,f,,
93485,iihr,WQS0111,ds5x,chloro_v,f,,
93516,usgs,WQS0098,usgs.00060,discharge,t,,
93517,iihr,WQS0114,nitratax,nitrate_con,t,,
93518,iihr,WQS0114,nitratax,r_exc,t,,
93519,iihr,WQS0114,nitratax,m_exc,t,,
93557,iihr,WQS0113,ds5x,ph,t,,
93520,usgs,05464420,usgs.00400,ph,t,,
93521,dtrs,CTZ00362,nitrateapp,nitrate_con_int,t,2022-05-17 23:48:36-05,
93522,dtrs,CTZ00363,nitrateapp,nitrate_con_int,t,2022-05-18 23:35:30-05,
93523,iihr,WQS0090,dts12,turbi_mean,t,,
93524,iihr,WQS0090,dts12,turbi_var,t,,
93525,iihr,WQS0090,dts12,turbi_med,t,,
93526,iihr,WQS0090,dts12,turbi_bes,t,,
93527,iihr,WQS0090,dts12,turbi_min,t,,
93528,iihr,WQS0090,dts12,turbi_max,t,,
93529,iihr,WQS0090,dts12,temp_water,t,,
93558,iihr,WQS0113,ds5x,spec_cond,t,,
93494,iihr,WQS0111,,load,f,,
93495,iihr,WQS0111,,yield,f,,
93530,iihr,WQS9902,ds5x,chloro_v,t,,
93490,iihr,WQS0111,ds5xv2,diss_oxy_con,t,,
93491,iihr,WQS0111,ds5xv2,diss_oxy_sat,t,,
93484,iihr,WQS0111,ds5x,diss_oxy_sat,t,,
93531,iihr,WQS0001,ds5xv2,temp_water,t,,
93477,iihr,WQS0111,nitratax,nitrate_con,t,,
93493,usgs,WQS0111,usgs.00060,discharge,t,,
93532,iihr,WQS0001,ds5xv2,ph,t,,
93481,iihr,WQS0111,ds5x,ph,f,,
93489,iihr,WQS0111,ds5xv2,spec_cond,t,,
93487,iihr,WQS0111,ds5xv2,temp_water,t,,
93561,iihr,WQT0001,dts12,turbi_mean,t,,
93559,iihr,WQS0113,ds5x,diss_oxy_con,t,,
93483,iihr,WQS0111,ds5x,diss_oxy_con,t,,
93533,iihr,WQS0001,ds5xv2,spec_cond,t,,
93534,iihr,WQS0001,ds5xv2,diss_oxy_con,t,,
93535,iihr,WQS0001,ds5xv2,diss_oxy_sat,t,,
93536,iihr,WQS0001,ds5xv2,turbi_mean,t,,
93538,iihr,WQS0115,nitratax,r_exc,t,,
93539,iihr,WQS0115,nitratax,m_exc,t,,
93537,iihr,WQS0115,nitratax,nitrate_con,t,,
93540,iihr,WQS9904,dts12,turbi_max,t,,
93541,iihr,WQS9904,dts12,temp_water,t,,
93542,iihr,WQS0116,dts12,turbi_mean,t,,
93548,iihr,WQS0116,dts12,temp_water,t,,
93560,iihr,WQS0113,ds5x,diss_oxy_sat,t,,
93562,iihr,WQT0001,dts12,turbi_var,t,,
93563,iihr,WQT0001,dts12,turbi_bes,t,,
93564,iihr,WQT0001,nitratax,r_exc,t,,
93565,iihr,WQT0001,nitratax,m_exc,t,,
93566,iihr,WQT0001,nitratax,nitrate_con,t,,
93567,iihr,WQT0001,dts12,turbi_min,t,,
93568,iihr,WQT0001,dts12,turbi_max,t,,
93569,iihr,WQS9902,phosphax,phosphate_con,t,,
93570,iihr,9903,dts12,turbi_mean,t,,
93571,iihr,9903,dts12,turbi_med,t,,
93572,iihr,9903,dts12,turbi_bes,t,,
93573,iihr,9903,dts12,turbi_min,t,,
93574,iihr,9903,dts12,turbi_max,t,,
93547,iihr,WQS0116,dts12,turbi_max,f,,
93544,iihr,WQS0116,dts12,turbi_med,f,,
93546,iihr,WQS0116,dts12,turbi_min,f,,
93543,iihr,WQS0116,dts12,turbi_var,f,,
93554,iihr,WQS0117,dts12,turbi_max,t,,
93575,iihr,9903,dts12,temp_water,t,,
93576,iihr,9903,ds5xv2,temp_water,t,,
93577,iihr,9903,ds5xv2,ph,t,,
93578,iihr,9903,ds5xv2,diss_oxy_con,t,,
93579,iihr,9903,ds5xv2,diss_oxy_sat,t,,
93580,iihr,WQS9903,ds5xv2,temp_water,t,,
93581,iihr,WQS9903,ds5xv2,ph,t,,
93582,iihr,WQS9903,ds5xv2,diss_oxy_con,t,,
93583,iihr,WQS9903,ds5xv2,diss_oxy_sat,t,,
93584,iihr,WQP0002,nitratax,r_exc,t,,
93585,iihr,WQP0002,nitratax,m_exc,t,,
93586,iihr,WQP0002,nitratax,nitrate_con,t,,
93587,iihr,WQP0002,phosphax,phosphate_con,t,,
93588,iihr,WQS9904,ds5xv2,temp_water,t,,
93589,iihr,WQS9904,ds5xv2,ph,t,,
93590,iihr,WQS9904,ds5xv2,diss_oxy_con,t,,
93591,iihr,WQS9904,ds5xv2,diss_oxy_sat,t,,
93592,iihr,WQP0003,nitratax,nitrate_con,t,,
93593,iihr,WQP0003,nitratax,r_exc,t,,
93594,iihr,WQP0003,nitratax,m_exc,t,,
93595,iihr,WQP0004,nitratax,nitrate_con,t,,
93596,iihr,WQP0004,nitratax,r_exc,t,,
93597,iihr,WQP0004,nitratax,m_exc,t,,
93598,iihr,WQS9995,nitratax,r_exc,t,,
93599,iihr,WQS9995,nitratax,m_exc,t,,
93600,iihr,WQS0071,ds5x,ph,t,,
93601,iihr,WQS0071,ds5x,diss_oxy_con,t,,
93602,iihr,WQS0071,ds5x,diss_oxy_sat,t,,
93603,iihr,WQP0001,nitratax,nitrate_con,t,,
93604,iihr,WQP0001,nitratax,r_exc,t,,
93605,iihr,WQP0001,nitratax,m_exc,t,,
93488,iihr,WQS0111,ds5xv2,ph,t,,
93606,iihr,WQS9902,ds5x,chloro_con,t,,
93607,iihr,WQS0113,ds5x,chloro_con,t,,
93608,iihr,WQS0113,ds5x,chloro_v,t,,
93615,iihr,WQP0005,ds5xv2,temp_water,t,,
93617,iihr,WQP0005,ds5xv2,spec_cond,t,,
93618,iihr,WQP0005,ds5xv2,diss_oxy_con,t,,
93619,iihr,WQP0005,ds5xv2,diss_oxy_sat,t,,
93621,iihr,WQP0005,nitratax,nitrate_con,t,,
93622,iihr,WQP0005,nitratax,r_exc,t,,
93623,iihr,WQP0005,nitratax,m_exc,t,,
93624,iihr,WQP0005,dts12,turbi_mean,t,,
93625,iihr,WQP0005,dts12,turbi_var,t,,
93626,iihr,WQP0005,dts12,turbi_med,t,,
93627,iihr,WQP0005,dts12,turbi_bes,t,,
93628,iihr,WQP0005,dts12,turbi_min,t,,
93629,iihr,WQP0005,dts12,turbi_max,t,,
93630,iihr,WQP0005,dts12,temp_water,t,,
93631,iihr,WQP0005,ds5x,temp_water,t,,
93632,iihr,WQP0005,ds5x,ph,t,,
93633,iihr,WQP0005,ds5x,spec_cond,t,,
93634,iihr,WQP0005,ds5x,diss_oxy_con,t,,
93635,iihr,WQP0005,ds5x,diss_oxy_sat,t,,
93636,iihr,WQP0007,nitratax,nitrate_con,t,,
93637,iihr,WQP0007,nitratax,r_exc,t,,
93638,iihr,WQP0007,nitratax,m_exc,t,,
93639,iihr,WQP0006,nitratax,nitrate_con,t,,
93640,iihr,WQP0006,nitratax,r_exc,t,,
93641,iihr,WQP0006,nitratax,m_exc,t,,
93620,iihr,WQP0005,ds5xv2,turbi_mean,f,,
93644,iihr,WQS0109,dts12,turbi_mean,t,,
93645,iihr,WQS0109,dts12,turbi_bes,t,,
93646,iihr,WQS0109,dts12,turbi_min,t,,
93647,iihr,WQS0109,dts12,turbi_max,t,,
93648,iihr,WQS0109,dts12,temp_water,t,,
93649,iihr,WQS0109,ds5xv2,temp_water,t,,
93650,iihr,WQS0109,ds5xv2,ph,t,,
93651,iihr,WQS0109,ds5xv2,spec_cond,t,,
93652,iihr,WQS0109,ds5xv2,diss_oxy_con,t,,
93653,iihr,WQS0109,ds5xv2,diss_oxy_sat,t,,
93654,iihr,WQS0109,ds5xv2,turbi_mean,t,,
93655,iihr,WQS0084,ds5xv2,temp_water,t,,
93656,iihr,WQS0084,ds5xv2,ph,t,,
93657,iihr,WQS0084,ds5xv2,diss_oxy_con,t,,
93658,iihr,WQS0084,ds5xv2,diss_oxy_sat,t,,
93659,iihr,WQS0032,ds5xv2,temp_water,t,,
93660,iihr,WQS0032,ds5xv2,ph,t,,
93661,iihr,WQS0032,ds5xv2,diss_oxy_con,t,,
93662,iihr,WQS0032,ds5xv2,diss_oxy_sat,t,,
93663,iihr,WQS0032,ds5xv2,spec_cond,t,,
93664,iihr,WQS0032,ds5xv2,turbi_mean,t,,
93665,iihr,WQS0063,ds5xv2,temp_water,t,,
93666,iihr,WQS0063,ds5xv2,ph,t,,
93667,iihr,WQS0063,ds5xv2,diss_oxy_con,t,,
93668,iihr,WQS0063,ds5xv2,diss_oxy_sat,t,,
93669,iihr,WQS0065,ds5xv2,temp_water,t,,
93670,iihr,WQS0065,ds5xv2,ph,t,,
93671,iihr,WQS0005,ds5xv2,temp_water,t,,
93672,iihr,WQS0005,ds5xv2,ph,t,,
93673,iihr,WQS0005,ds5xv2,diss_oxy_con,t,,
93674,iihr,WQS0005,ds5xv2,diss_oxy_sat,t,,
93680,iihr,WQP0007,ds5xv2,ph,f,,
93681,iihr,WQP0007,ds5xv2,spec_cond,f,,
93679,iihr,WQP0007,ds5xv2,temp_water,f,,
93684,iihr,WQS0084,ds5xv2,spec_cond,t,,
93685,iihr,WQS0084,ds5xv2,turbi_mean,t,,
93686,iihr,WQS9903,ds5xv2,spec_cond,t,,
93687,iihr,WQS9903,ds5xv2,turbi_mean,t,,
93613,iihr,WQS0113,ds5xv2,diss_oxy_sat,t,,
93610,iihr,WQS0113,ds5xv2,ph,t,,
93611,iihr,WQS0113,ds5xv2,spec_cond,t,,
93609,iihr,WQS0113,ds5xv2,temp_water,t,,
93683,iihr,WQP0007,ds5x,chloro_con,f,,
93689,iihr,WQS0118,nitratax,nitrate_con,t,,
93690,iihr,WQS0118,nitratax,r_exc,t,,
93691,iihr,WQS0118,nitratax,m_exc,t,,
93692,iihr,WQS0081,dts12,turbi_mean,t,,
93693,iihr,WQS0081,dts12,turbi_bes,t,,
93612,iihr,WQS0113,ds5xv2,diss_oxy_con,t,,
93616,iihr,WQP0005,ds5xv2,ph,t,,
93643,iihr,WQS0116,ds5xv2,ph,f,,
93642,iihr,WQS0116,ds5xv2,temp_water,f,,
93614,iihr,WQS0113,ds5xv2,turbi_mean,f,,
93694,iihr,WQS0081,dts12,turbi_min,t,,
93695,iihr,WQS0081,dts12,turbi_max,t,,
93696,iihr,WQS0081,dts12,temp_water,t,,
86480,iihr,WQS0033,dts12,turbi_mean,t,,
93697,iihr,WQP0008,nitratax,nitrate_con,t,,
93698,iihr,WQP0008,nitratax,r_exc,t,,
93699,iihr,WQP0008,nitratax,m_exc,t,,
93700,iihr,WQP0009,nitratax,nitrate_con,t,,
93701,iihr,WQP0009,nitratax,r_exc,t,,
93702,iihr,WQP0009,nitratax,m_exc,t,,
86138,iihr,WQS0043,nitratax,nitrate_con,t,,
85571,iihr,WQS0003,dts12,turbi_mean,t,2012-05-30 16:40:00-05,2014-05-29 12:30:00-05
85574,iihr,WQS0003,dts12,turbi_bes,t,,
85576,iihr,WQS0003,dts12,turbi_max,t,,
85573,iihr,WQS0003,dts12,turbi_med,t,,
93682,iihr,WQP0007,ds5x,chloro_v,f,,
93677,iihr,WQP0007,ds5x,diss_oxy_con,f,,
93688,iihr,WQP0007,ds5x,diss_oxy_sat,f,,
93678,iihr,WQP0007,ds5x,ph,f,,
93676,iihr,WQP0007,ds5x,spec_cond,f,,
93675,iihr,WQP0007,ds5x,temp_water,f,,
93703,iihr,WQS0118,dts12,turbi_mean,t,,
93704,iihr,WQS0118,dts12,turbi_var,t,,
93705,iihr,WQS0118,dts12,turbi_med,t,,
93706,iihr,WQS0118,dts12,turbi_bes,t,,
93707,iihr,WQS0118,dts12,turbi_min,t,,
93708,iihr,WQS0118,dts12,turbi_max,t,,
93709,iihr,WQS0118,dts12,temp_water,t,,
93710,iihr,WQS0118,ds5x,temp_water,t,,
93711,iihr,WQS0118,ds5x,ph,t,,
93712,iihr,WQS0118,ds5x,spec_cond,t,,
93713,iihr,WQS0118,ds5x,diss_oxy_con,t,,
93714,iihr,WQS0118,ds5x,diss_oxy_sat,t,,
85930,iihr,WQS0024,dts12,turbi_bes,f,,
85927,iihr,WQS0024,dts12,turbi_mean,t,2015-04-20 14:20:00-05,2015-12-05 09:20:00-06
93782,iihr,WQP0014,dts12,turbi_med,t,,
93783,iihr,WQP0015,dts12,turbi_max,t,,
85939,iihr,WQS0024,ds5x,chloro_v,t,,
93784,usgs,WQS0083,usgs.00060,discharge,t,,
85940,iihr,WQS0024,ds5x,chloro_con,t,,
93715,iihr,WQS0024,ds5xv2,temp_water,t,,
93716,iihr,WQS0024,ds5xv2,ph,t,,
93717,iihr,WQS0024,ds5xv2,spec_cond,t,,
93718,iihr,WQP0010,nitratax,r_exc,t,,
93719,iihr,WQP0010,nitratax,m_exc,t,,
93720,iihr,WQP0011,nitratax,nitrate_con,t,,
93721,iihr,WQP0011,nitratax,r_exc,t,,
93722,iihr,WQP0011,nitratax,m_exc,t,,
93723,iihr,WQP0010,dts12,turbi_mean,t,,
93724,iihr,WQP0010,dts12,turbi_var,t,,
93725,iihr,WQP0010,dts12,turbi_med,t,,
93726,iihr,WQP0010,dts12,turbi_bes,t,,
93727,iihr,WQP0010,dts12,turbi_min,t,,
93728,iihr,WQP0010,dts12,turbi_max,t,,
93729,iihr,WQP0010,dts12,temp_water,t,,
93730,iihr,WQP0010,nitratax,nitrate_con,t,,
93731,iihr,WQP0013,nitratax,nitrate_con,t,,
93732,iihr,WQP0013,nitratax,r_exc,t,,
93733,iihr,WQP0013,nitratax,m_exc,t,,
93734,iihr,WQS0121,nitratax,r_exc,t,,
93735,iihr,WQS0121,nitratax,m_exc,t,,
93736,iihr,WQS0121,nitratax,nitrate_con,t,,
93737,iihr,WQS0120,nitratax,nitrate_con,t,,
93738,iihr,WQS0120,nitratax,r_exc,t,,
93739,iihr,WQS0120,nitratax,m_exc,t,,
93740,iihr,WQP0012,nitratax,nitrate_con,t,,
93741,iihr,WQP0012,nitratax,r_exc,t,,
93742,iihr,WQP0012,nitratax,m_exc,t,,
93743,usgs,WQS0120,usgs.00060,discharge,t,,
93744,iihr,WQS0120,,load,t,,
93745,iihr,WQS0120,,yield,t,,
93746,usgs,WQS0121,usgs.00060,discharge,t,,
93747,iihr,WQS0121,,yield,t,,
93748,iihr,WQS0121,,load,t,,
93749,usgs,WQP0010,usgs.00060,discharge,t,,
93750,iihr,WQP0010,,load,t,,
93751,iihr,WQP0010,,yield,t,,
93752,usgs,WQS0118,usgs.00060,discharge,t,,
93753,iihr,WQS0118,,yield,t,,
93754,iihr,WQS0118,,load,t,,
93755,iihr,WQS0119,nitratax,nitrate_con,t,,
93756,iihr,WQS0119,nitratax,r_exc,t,,
93757,iihr,WQS0119,nitratax,m_exc,t,,
93758,usgs,WQS0119,usgs.00060,discharge,t,,
93759,iihr,WQS0119,,load,t,,
93760,iihr,WQS0119,,yield,t,,
93761,iihr,WQS0123,nitratax,nitrate_con,t,,
93762,iihr,WQS0123,nitratax,r_exc,t,,
93763,iihr,WQS0123,nitratax,m_exc,t,,
93764,usgs,WQS0123,usgs.00060,discharge,t,,
93765,iihr,WQS0123,,yield,t,,
93766,iihr,WQS0123,,load,t,,
93767,iihr,WQP0014,nitratax,nitrate_con,t,,
93768,iihr,WQP0014,nitratax,r_exc,t,,
93769,iihr,WQP0014,nitratax,m_exc,t,,
93770,iihr,WQP0014,dts12,turbi_mean,t,,
93771,iihr,WQP0014,dts12,turbi_var,t,,
93772,iihr,WQP0014,dts12,turbi_bes,t,,
93773,iihr,WQP0014,dts12,turbi_min,t,,
93774,iihr,WQP0014,dts12,turbi_max,t,,
93775,iihr,WQP0014,dts12,temp_water,t,,
93776,iihr,WQP0015,dts12,turbi_mean,t,,
93777,iihr,WQP0015,dts12,turbi_var,t,,
93778,iihr,WQP0015,dts12,turbi_med,t,,
93779,iihr,WQP0015,dts12,turbi_bes,t,,
93780,iihr,WQP0015,dts12,turbi_min,t,,
93781,iihr,WQP0015,dts12,temp_water,t,,
93785,iihr,WQS0083,,load,t,,
93786,iihr,WQS0083,,yield,t,,
93787,iihr,WQS0126,nitratax,nitrate_con,t,,
93788,iihr,WQS0126,nitratax,r_exc,t,,
93789,iihr,WQS0126,nitratax,m_exc,t,,
93790,iihr,WQS0122,nitratax,nitrate_con,t,,
93791,iihr,WQS0122,nitratax,r_exc,t,,
93792,iihr,WQS0122,nitratax,m_exc,t,,
93793,usgs,WQS0126,usgs.00060,discharge,t,,
93794,iihr,WQS0126,,yield,t,,
93795,iihr,WQS0126,,load,t,,
93796,iihr,WQS0124,nitratax,nitrate_con,t,,
93797,iihr,WQS0124,nitratax,r_exc,t,,
93798,iihr,WQS0124,nitratax,m_exc,t,,
93799,usgs,WQS0124,usgs.00060,discharge,t,,
93800,iihr,WQS0124,,yield,t,,
93801,iihr,WQS0124,,load,t,,
