uid,editor_uid,site_uid,method_uid,param_uid,enabled,begin_datetime,end_datetime
194,iihr,WQS0005,nitratax,r_exc,t,,
176,iihr,WQS0005,nitratax,m_exc,t,,
85505,iihr,WQS0002,nitratax,r_exc,t,,
85506,iihr,WQS0002,nitratax,m_exc,t,,
85508,iihr,WQS0003,nitratax,r_exc,t,,
85509,iihr,WQS0003,nitratax,m_exc,t,,
85514,iihr,WQS0007,nitratax,r_exc,t,,
85515,iihr,WQS0007,nitratax,m_exc,t,,
85517,iihr,WQS0008,nitratax,r_exc,t,,
85518,iihr,WQS0008,nitratax,m_exc,t,,
85520,iihr,WQS0009,nitratax,r_exc,t,,
85521,iihr,WQS0009,nitratax,m_exc,t,,
85729,iihr,WQS0012,nitratax,r_exc,t,,
85730,iihr,WQS0012,nitratax,m_exc,t,,
85739,iihr,WQS0013,nitratax,r_exc,t,,
85740,iihr,WQS0013,nitratax,m_exc,t,,
85749,iihr,WQS0014,nitratax,r_exc,t,,
85750,iihr,WQS0014,nitratax,m_exc,t,,
85769,iihr,WQS0016,nitratax,r_exc,t,,
85770,iihr,WQS0016,nitratax,m_exc,t,,
85719,iihr,WQS0011,nitratax,r_exc,t,,
85720,iihr,WQS0011,nitratax,m_exc,t,,
85799,iihr,WQS0020,nitratax,r_exc,t,,
85800,iihr,WQS0020,nitratax,m_exc,t,,
85809,iihr,WQS0021,nitratax,r_exc,t,,
85810,iihr,WQS0021,nitratax,m_exc,t,,
85891,iihr,WQS0022,nitratax,r_exc,t,,
85892,iihr,WQS0022,nitratax,m_exc,t,,
85922,iihr,WQS0027,nitratax,r_exc,t,,
85923,iihr,WQS0027,nitratax,m_exc,t,,
85925,iihr,WQS0024,nitratax,r_exc,t,,
85942,iihr,WQS0026,nitratax,r_exc,t,,
85943,iihr,WQS0026,nitratax,m_exc,t,,
177,iihr,WQS0006,nitratax,m_exc,t,,
180,iihr,WQS0023,nitratax,m_exc,t,,
181,iihr,WQS0030,nitratax,m_exc,t,,
182,iihr,WQS0031,nitratax,m_exc,t,,
195,iihr,WQS0006,nitratax,r_exc,t,,
198,iihr,WQS0023,nitratax,r_exc,t,,
199,iihr,WQS0030,nitratax,r_exc,t,,
200,iihr,WQS0031,nitratax,r_exc,t,,
210,iihr,WQS0006,dts12,turbi_bes,t,,
214,iihr,WQS0006,dts12,turbi_max,t,,
222,iihr,WQS0006,dts12,turbi_med,t,,
226,iihr,WQS0006,dts12,turbi_min,t,,
230,iihr,WQS0006,dts12,turbi_var,t,,
175,iihr,WQS0001,nitratax,m_exc,f,,
193,iihr,WQS0001,nitratax,r_exc,f,,
206,iihr,WQS0006,dts12,temp_water,t,2012-06-03 16:40:00-05,2015-11-04 14:05:00-06
85779,iihr,WQS0017,nitratax,r_exc,f,,
85512,iihr,WQS0004,nitratax,m_exc,f,,
85511,iihr,WQS0004,nitratax,r_exc,f,,
168,iihr,WQS0023,ds5x,chloro_con,f,,
170,iihr,WQS0023,ds5x,chloro_v,f,,
172,iihr,WQS0023,ds5x,diss_oxy_con,f,2015-04-20 11:50:00-05,2015-12-08 16:55:00-06
174,iihr,WQS0023,ds5x,diss_oxy_sat,f,,
204,iihr,WQS0023,ds5x,temp_water,f,2015-04-20 11:50:00-05,2015-12-08 16:55:00-06
167,iihr,WQS0019,ds5x,chloro_con,f,2014-04-10 17:45:00-05,2014-12-04 11:20:00-06
169,iihr,WQS0019,ds5x,chloro_v,f,,
171,iihr,WQS0019,ds5x,diss_oxy_con,f,2014-04-10 17:45:00-05,2015-11-07 19:35:00-06
173,iihr,WQS0019,ds5x,diss_oxy_sat,f,,
179,iihr,WQS0019,nitratax,m_exc,f,,
191,iihr,WQS0019,ds5x,ph,f,2014-04-10 17:45:00-05,2015-11-07 19:35:00-06
197,iihr,WQS0019,nitratax,r_exc,f,,
201,iihr,WQS0019,ds5x,spec_cond,f,2014-04-10 17:45:00-05,2015-11-07 19:35:00-06
208,iihr,WQS0019,dts12,temp_water,f,2014-04-10 17:45:00-05,2015-11-07 19:35:00-06
203,iihr,WQS0019,ds5x,temp_water,f,2014-04-10 17:45:00-05,2015-11-07 19:35:00-06
220,iihr,WQS0019,dts12,turbi_mean,f,2014-04-10 17:45:00-05,2015-11-07 19:35:00-06
212,iihr,WQS0019,dts12,turbi_bes,f,,
216,iihr,WQS0019,dts12,turbi_max,f,,
224,iihr,WQS0019,dts12,turbi_med,f,,
228,iihr,WQS0019,dts12,turbi_min,f,,
232,iihr,WQS0019,dts12,turbi_var,f,,
85790,iihr,WQS0018,nitratax,m_exc,f,,
85789,iihr,WQS0018,nitratax,r_exc,f,,
85760,iihr,WQS0015,nitratax,m_exc,f,,
85759,iihr,WQS0015,nitratax,r_exc,f,,
85952,iihr,WQS0025,nitratax,r_exc,t,,
334,usgs,WQS0005,usgs.00060,discharge,t,,
215,iihr,WQS0010,dts12,turbi_max,f,,
223,iihr,WQS0010,dts12,turbi_med,f,,
227,iihr,WQS0010,dts12,turbi_min,f,,
231,iihr,WQS0010,dts12,turbi_var,f,,
86762,usgs,WQS0065,usgs.00060,discharge,t,,
86066,usgs,06808500,usgs.00060,discharge,t,,
86069,usgs,05484000,usgs.00060,discharge,t,,
335,usgs,WQS0006,usgs.00060,discharge,t,,
336,usgs,WQS0007,usgs.00060,discharge,t,,
361,usgs,05484500,usgs.00010,temp_water,t,,
86062,usgs,05412500,usgs.00010,temp_water,t,,
86064,usgs,05418720,usgs.00010,temp_water,t,,
86065,usgs,06808500,usgs.00010,temp_water,t,,
86068,usgs,05484000,usgs.00010,temp_water,t,,
365,usgs,06604200,usgs.00010,temp_water,t,,
357,usgs,05482000,usgs.00010,temp_water,t,,
354,usgs,05464420,usgs.00010,temp_water,t,,
355,usgs,05465500,usgs.00010,temp_water,t,,
356,usgs,05481000,usgs.00010,temp_water,t,,
86763,iihr,WQS0065,,load,t,,
92543,iihr,WQS0094,nitratax,nitrate_con,t,,
92544,iihr,WQS0094,nitratax,r_exc,t,,
92545,iihr,WQS0094,nitratax,m_exc,t,,
89811,iihr,WQS0075,ds5xv2,turbi_mean,t,,
86256,iihr,WQS0058,nitratax,nitrate_con,t,,
221,iihr,WQS0005,dts12,turbi_med,t,,
225,iihr,WQS0005,dts12,turbi_min,t,,
229,iihr,WQS0005,dts12,turbi_var,t,,
209,iihr,WQS0005,dts12,turbi_bes,t,,
213,iihr,WQS0005,dts12,turbi_max,t,,
86257,iihr,WQS0058,nitratax,r_exc,t,,
86258,iihr,WQS0058,nitratax,m_exc,t,,
86266,iihr,WQS0030,ds5x,temp_water,t,,
86267,iihr,WQS0030,ds5x,ph,t,,
86268,iihr,WQS0030,ds5x,spec_cond,t,,
85926,iihr,WQS0024,nitratax,m_exc,t,,
333,usgs,WQS0003,usgs.00060,discharge,t,,
85579,iihr,WQS0007,dts12,turbi_var,t,,
85580,iihr,WQS0007,dts12,turbi_med,t,,
188,iihr,WQS0023,nitratax,nitrate_con,t,2015-04-20 11:50:00-05,2015-12-08 16:55:00-06
217,iihr,WQS0005,dts12,turbi_mean,t,2012-05-31 16:50:00-05,2015-11-19 04:35:00-06
86764,iihr,WQS0065,,yield,t,,
205,iihr,WQS0005,dts12,temp_water,t,2012-05-31 16:50:00-05,2015-11-19 04:35:00-06
85570,iihr,WQS0002,dts12,temp_water,t,2012-05-29 16:00:00-05,2015-10-20 18:35:00-05
85581,iihr,WQS0007,dts12,turbi_bes,t,,
85582,iihr,WQS0007,dts12,turbi_min,t,,
85583,iihr,WQS0007,dts12,turbi_max,t,,
85744,iihr,WQS0013,dts12,turbi_bes,f,,
85444,iihr,WQS0001,,yield,t,,
85746,iihr,WQS0013,dts12,turbi_max,f,,
85743,iihr,WQS0013,dts12,turbi_med,f,,
85745,iihr,WQS0013,dts12,turbi_min,f,,
85742,iihr,WQS0013,dts12,turbi_var,f,,
85588,iihr,WQS0004,dts12,turbi_bes,f,,
85590,iihr,WQS0004,dts12,turbi_max,f,,
85587,iihr,WQS0004,dts12,turbi_med,f,,
85589,iihr,WQS0004,dts12,turbi_min,f,,
85586,iihr,WQS0004,dts12,turbi_var,f,,
86270,iihr,WQS0030,ds5x,diss_oxy_sat,t,,
192,iihr,WQS0023,ds5x,ph,f,2015-04-20 11:50:00-05,2015-12-08 16:55:00-06
85734,iihr,WQS0012,dts12,turbi_bes,f,,
85736,iihr,WQS0012,dts12,turbi_max,f,,
85733,iihr,WQS0012,dts12,turbi_med,f,,
85735,iihr,WQS0012,dts12,turbi_min,f,,
85732,iihr,WQS0012,dts12,turbi_var,f,,
85609,iihr,WQS0008,dts12,turbi_bes,f,,
85611,iihr,WQS0008,dts12,turbi_max,f,,
85608,iihr,WQS0008,dts12,turbi_med,f,,
85610,iihr,WQS0008,dts12,turbi_min,f,,
85607,iihr,WQS0008,dts12,turbi_var,f,,
85772,iihr,WQS0016,dts12,turbi_var,t,,
85773,iihr,WQS0016,dts12,turbi_med,t,,
85774,iihr,WQS0016,dts12,turbi_bes,t,,
85775,iihr,WQS0016,dts12,turbi_min,t,,
85776,iihr,WQS0016,dts12,turbi_max,t,,
85716,iihr,WQS0001,ds5x,chloro_v,f,,
85717,iihr,WQS0001,ds5x,chloro_con,f,,
85683,iihr,WQS0002,ds5x,spec_cond,t,2012-05-29 16:00:00-05,2015-10-20 18:35:00-05
85584,iihr,WQS0007,dts12,temp_water,t,2012-06-03 18:40:00-05,2014-11-19 07:55:00-06
85602,iihr,WQS0001,dts12,turbi_bes,f,,
85604,iihr,WQS0001,dts12,turbi_max,f,,
85603,iihr,WQS0001,dts12,turbi_min,f,,
85600,iihr,WQS0001,dts12,turbi_var,f,,
85598,iihr,WQS0009,dts12,temp_water,t,2013-06-21 15:30:00-05,2015-11-25 11:45:00-06
85700,iihr,WQS0001,ds5x,ph,f,2012-08-28 18:30:00-05,2015-11-16 06:10:00-06
85703,iihr,WQS0009,ds5x,ph,t,2013-06-21 15:30:00-05,2015-11-25 11:45:00-06
85708,iihr,WQS0008,ds5x,ph,t,2013-09-04 18:30:00-05,2015-11-16 11:35:00-06
85567,iihr,WQS0002,dts12,turbi_bes,f,,
85569,iihr,WQS0002,dts12,turbi_max,f,,
85566,iihr,WQS0002,dts12,turbi_med,f,,
85568,iihr,WQS0002,dts12,turbi_min,f,,
85565,iihr,WQS0002,dts12,turbi_var,f,,
211,iihr,WQS0010,dts12,turbi_bes,f,,
348,usgs,06610505,usgs.00400,ph,t,,
347,usgs,05420500,usgs.00400,ph,t,,
342,usgs,06610505,usgs.00300,diss_oxy_con,t,,
341,usgs,05420500,usgs.00300,diss_oxy_con,t,,
350,usgs,06610505,usgs.00095,spec_cond,t,,
349,usgs,05420500,usgs.00095,spec_cond,t,,
331,usgs,06817000,usgs.00060,discharge,t,,
326,usgs,06486000,usgs.00060,discharge,t,,
314,usgs,05418720,usgs.00060,discharge,t,,
329,usgs,06610000,usgs.00060,discharge,t,,
85434,usgs,06604440,usgs.00060,discharge,t,,
85423,usgs,05420460,usgs.00060,discharge,t,,
330,usgs,06813500,usgs.00060,discharge,t,,
312,usgs,05418110,usgs.00060,discharge,t,,
369,usgs,06817000,usgs.00010,temp_water,t,,
363,usgs,06486000,usgs.00010,temp_water,t,,
366,usgs,06610000,usgs.00010,temp_water,t,,
364,usgs,06604000,usgs.00010,temp_water,t,,
351,usgs,05420460,usgs.00010,temp_water,t,,
368,usgs,06813500,usgs.00010,temp_water,t,,
367,usgs,06610505,usgs.00010,temp_water,t,,
358,usgs,05482300,usgs.00010,temp_water,t,,
352,usgs,05420500,usgs.00010,temp_water,t,,
362,usgs,05487520,usgs.00010,temp_water,t,,
359,usgs,05482500,usgs.00010,temp_water,t,,
353,usgs,05458300,usgs.00010,temp_water,t,,
360,usgs,WQS0032,usgs.00010,temp_water,f,,
85709,iihr,WQS0008,ds5x,spec_cond,t,2013-09-04 18:30:00-05,2015-11-16 11:35:00-06
85702,iihr,WQS0001,ds5x,diss_oxy_con,f,2012-08-28 18:30:00-05,2015-11-16 06:10:00-06
85812,iihr,WQS0021,dts12,turbi_var,t,,
85813,iihr,WQS0021,dts12,turbi_med,t,,
85814,iihr,WQS0021,dts12,turbi_bes,t,,
85815,iihr,WQS0021,dts12,turbi_min,t,,
85816,iihr,WQS0021,dts12,turbi_max,t,,
85822,iihr,WQS0008,ds5x,diss_oxy_sat,t,,
85823,iihr,WQS0008,ds5x,chloro_v,t,,
85854,iihr,WQS0014,ds5x,diss_oxy_sat,t,,
85861,iihr,WQS0012,ds5x,diss_oxy_sat,t,,
85862,iihr,WQS0012,ds5x,chloro_v,t,,
85868,iihr,WQS0016,ds5x,diss_oxy_sat,t,,
85884,iihr,WQS0022,dts12,turbi_var,t,,
85841,iihr,WQS0003,ds5x,chloro_v,f,,
85784,iihr,WQS0017,dts12,turbi_bes,f,,
85786,iihr,WQS0017,dts12,turbi_max,f,,
85783,iihr,WQS0017,dts12,turbi_med,f,,
85785,iihr,WQS0017,dts12,turbi_min,f,,
85782,iihr,WQS0017,dts12,turbi_var,f,,
85874,iihr,WQS0007,ds5x,chloro_con,f,,
85873,iihr,WQS0007,ds5x,chloro_v,f,,
85698,iihr,WQS0007,ds5x,diss_oxy_con,f,2012-06-03 18:40:00-05,2014-11-19 07:55:00-06
85872,iihr,WQS0007,ds5x,diss_oxy_sat,f,,
85696,iihr,WQS0007,ds5x,ph,f,2012-06-03 18:40:00-05,2014-11-19 07:55:00-06
85697,iihr,WQS0007,ds5x,spec_cond,f,2012-06-03 18:40:00-05,2014-11-19 07:55:00-06
85979,iihr,WQS0028,nitratax,r_exc,f,,
85575,iihr,WQS0003,dts12,turbi_min,t,,
85572,iihr,WQS0003,dts12,turbi_var,t,,
85685,iihr,WQS0003,ds5x,ph,f,2012-05-30 16:40:00-05,2015-11-05 18:05:00-06
85686,iihr,WQS0003,ds5x,spec_cond,f,2012-05-30 16:40:00-05,2015-11-05 18:05:00-06
85707,iihr,WQS0002,ds5x,chloro_con,f,2013-07-22 12:45:00-05,2015-10-29 16:05:00-05
85838,iihr,WQS0002,ds5x,chloro_v,f,,
85848,iihr,WQS0013,ds5x,chloro_v,f,,
85855,iihr,WQS0014,ds5x,chloro_v,f,,
85820,iihr,WQS0004,ds5x,chloro_v,f,,
85692,iihr,WQS0004,ds5x,diss_oxy_con,f,2012-05-31 20:35:00-05,2014-11-24 14:30:00-06
85819,iihr,WQS0004,ds5x,diss_oxy_sat,f,,
85690,iihr,WQS0004,ds5x,ph,f,2012-05-31 20:35:00-05,2014-11-24 14:30:00-06
85691,iihr,WQS0004,ds5x,spec_cond,f,2012-05-31 20:35:00-05,2014-11-24 14:30:00-06
85591,iihr,WQS0004,dts12,temp_water,f,2012-05-31 20:35:00-05,2014-11-24 14:30:00-06
85830,iihr,WQS0011,ds5x,chloro_v,f,,
85724,iihr,WQS0011,dts12,turbi_bes,f,,
85726,iihr,WQS0011,dts12,turbi_max,f,,
85723,iihr,WQS0011,dts12,turbi_med,f,,
85725,iihr,WQS0011,dts12,turbi_min,f,,
85722,iihr,WQS0011,dts12,turbi_var,f,,
85835,iihr,WQS0005,ds5x,chloro_con,f,,
85834,iihr,WQS0005,ds5x,chloro_v,f,,
85689,iihr,WQS0005,ds5x,diss_oxy_con,f,2012-05-31 16:50:00-05,2014-11-21 10:55:00-06
85833,iihr,WQS0005,ds5x,diss_oxy_sat,f,,
85688,iihr,WQS0005,ds5x,ph,f,2012-05-31 16:50:00-05,2014-11-21 10:55:00-06
85695,iihr,WQS0006,ds5x,diss_oxy_con,f,2012-06-03 16:40:00-05,2013-12-04 14:00:00-06
85715,iihr,WQS0001,ds5x,diss_oxy_sat,f,,
85693,iihr,WQS0006,ds5x,ph,f,2012-06-03 16:40:00-05,2013-12-04 15:15:00-06
85694,iihr,WQS0006,ds5x,spec_cond,f,2012-06-03 16:40:00-05,2013-12-04 15:15:00-06
85737,iihr,WQS0012,dts12,temp_water,f,2014-05-08 17:30:00-05,2015-11-09 07:00:00-06
85612,iihr,WQS0008,dts12,temp_water,f,2013-09-04 18:30:00-05,2015-11-16 11:35:00-06
85882,iihr,WQS0010,ds5x,chloro_con,f,,
85881,iihr,WQS0010,ds5x,chloro_v,f,,
85880,iihr,WQS0010,ds5x,diss_oxy_sat,f,,
85711,iihr,WQS0010,ds5x,ph,f,2013-09-26 18:00:00-05,2014-11-19 12:15:00-06
85794,iihr,WQS0018,dts12,turbi_bes,f,,
85796,iihr,WQS0018,dts12,turbi_max,f,,
85793,iihr,WQS0018,dts12,turbi_med,f,,
85795,iihr,WQS0018,dts12,turbi_min,f,,
85792,iihr,WQS0018,dts12,turbi_var,f,,
85869,iihr,WQS0016,ds5x,chloro_v,f,,
85767,iihr,WQS0015,dts12,temp_water,f,2015-04-15 12:45:00-05,2015-11-18 04:50:00-06
85764,iihr,WQS0015,dts12,turbi_bes,f,,
85766,iihr,WQS0015,dts12,turbi_max,f,,
85763,iihr,WQS0015,dts12,turbi_med,f,,
85765,iihr,WQS0015,dts12,turbi_min,f,,
85762,iihr,WQS0015,dts12,turbi_var,f,,
85878,iihr,WQS0009,ds5x,chloro_con,f,,
85804,iihr,WQS0020,dts12,turbi_bes,f,,
85803,iihr,WQS0020,dts12,turbi_med,f,,
85805,iihr,WQS0020,dts12,turbi_min,f,,
85802,iihr,WQS0020,dts12,turbi_var,f,,
85585,iihr,WQS0004,dts12,turbi_mean,t,2012-08-27 18:30:00-05,2014-05-22 16:00:00-05
85885,iihr,WQS0022,dts12,turbi_med,t,,
85886,iihr,WQS0022,dts12,turbi_bes,t,,
85887,iihr,WQS0022,dts12,turbi_min,t,,
85888,iihr,WQS0022,dts12,turbi_max,t,,
85894,iihr,WQS0023,dts12,turbi_var,t,,
85895,iihr,WQS0023,dts12,turbi_med,t,,
85896,iihr,WQS0023,dts12,turbi_bes,t,,
85897,iihr,WQS0023,dts12,turbi_min,t,,
85898,iihr,WQS0023,dts12,turbi_max,t,,
85851,iihr,WQS0014,ds5x,ph,t,2014-04-23 14:15:00-05,2015-11-10 12:25:00-06
85859,iihr,WQS0012,ds5x,spec_cond,t,2014-05-08 17:30:00-05,2015-11-09 07:00:00-06
85866,iihr,WQS0016,ds5x,spec_cond,t,2014-04-15 15:00:00-05,2015-11-18 09:15:00-06
85837,iihr,WQS0002,ds5x,diss_oxy_sat,t,,
85908,iihr,WQS0021,ds5x,ph,t,2015-03-12 14:30:00-05,2015-10-27 20:55:00-05
85828,iihr,WQS0011,ds5x,diss_oxy_con,t,2014-04-03 17:45:00-05,2015-10-27 22:45:00-05
85827,iihr,WQS0011,ds5x,spec_cond,t,2014-04-03 17:45:00-05,2015-10-27 22:45:00-05
85865,iihr,WQS0016,ds5x,ph,t,2014-04-15 15:00:00-05,2015-11-18 09:15:00-06
85852,iihr,WQS0014,ds5x,spec_cond,t,2014-04-23 14:15:00-05,2015-11-10 12:25:00-06
85929,iihr,WQS0024,dts12,turbi_med,t,,
85826,iihr,WQS0011,ds5x,ph,t,2014-04-03 17:45:00-05,2015-10-27 22:45:00-05
85931,iihr,WQS0024,dts12,turbi_min,f,,
85928,iihr,WQS0024,dts12,turbi_var,f,,
85909,iihr,WQS0021,ds5x,spec_cond,t,2015-03-12 14:30:00-05,2015-10-27 20:55:00-05
85876,iihr,WQS0009,ds5x,diss_oxy_sat,t,,
85904,iihr,WQS0022,ds5x,diss_oxy_sat,t,,
85817,iihr,WQS0021,dts12,temp_water,f,2014-09-25 16:20:00-05,2015-10-27 20:55:00-05
85902,iihr,WQS0022,ds5x,spec_cond,t,2015-03-12 16:45:00-05,2015-10-28 12:10:00-05
85911,iihr,WQS0021,ds5x,diss_oxy_sat,t,,
85901,iihr,WQS0022,ds5x,ph,t,2015-03-12 16:45:00-05,2015-10-28 12:10:00-05
85860,iihr,WQS0012,ds5x,diss_oxy_con,f,2014-05-08 17:30:00-05,2015-11-09 07:00:00-06
85858,iihr,WQS0012,ds5x,ph,t,2014-05-08 17:30:00-05,2015-11-09 07:00:00-06
85747,iihr,WQS0013,dts12,temp_water,f,2014-04-25 13:45:00-05,2015-11-16 15:15:00-06
85867,iihr,WQS0016,ds5x,diss_oxy_con,t,2014-04-15 15:00:00-05,2014-11-18 15:45:00-06
85824,iihr,WQS0008,ds5x,chloro_con,t,2015-05-19 09:45:00-05,2015-10-01 06:45:00-05
85863,iihr,WQS0012,ds5x,chloro_con,t,2014-06-06 13:15:00-05,2015-11-09 07:00:00-06
85995,iihr,WQS9999,ds5x,temp_water,t,,
85997,iihr,WQS9999,ds5x,spec_cond,t,,
85998,iihr,WQS9999,ds5x,diss_oxy_con,t,,
85999,iihr,WQS9999,ds5x,diss_oxy_sat,t,,
86000,iihr,WQS9999,ds5x,chloro_v,t,,
86001,iihr,WQS9999,ds5x,chloro_con,t,,
86271,iihr,WQS0031,ds5x,temp_water,t,,
86272,iihr,WQS0031,ds5x,ph,t,,
86273,iihr,WQS0031,ds5x,spec_cond,t,,
86274,iihr,WQS0031,ds5x,diss_oxy_con,t,,
86275,iihr,WQS0031,ds5x,diss_oxy_sat,t,,
86276,iihr,WQS0031,ds5x,chloro_v,t,,
86277,iihr,WQS0031,ds5x,chloro_con,t,,
85906,iihr,WQS0022,ds5x,chloro_con,f,,
85905,iihr,WQS0022,ds5x,chloro_v,f,,
85974,iihr,WQS0025,ds5x,chloro_con,f,,
85973,iihr,WQS0025,ds5x,chloro_v,f,,
85967,iihr,WQS0026,ds5x,chloro_con,f,,
85966,iihr,WQS0026,ds5x,chloro_v,f,,
85849,iihr,WQS0013,ds5x,chloro_con,f,2015-04-01 16:45:00-05,2015-11-16 15:15:00-06
85856,iihr,WQS0014,ds5x,chloro_con,f,2014-04-23 14:15:00-05,2015-11-10 12:10:00-06
85706,iihr,WQS0004,ds5x,chloro_con,f,2013-07-22 09:30:00-05,2013-12-02 15:00:00-06
85831,iihr,WQS0011,ds5x,chloro_con,f,2014-04-03 17:45:00-05,2015-10-27 22:45:00-05
85987,iihr,WQS0028,ds5x,chloro_con,f,,
85986,iihr,WQS0028,ds5x,chloro_v,f,,
85984,iihr,WQS0028,ds5x,diss_oxy_con,f,,
85985,iihr,WQS0028,ds5x,diss_oxy_sat,f,,
85980,iihr,WQS0028,nitratax,m_exc,f,,
85982,iihr,WQS0028,ds5x,ph,f,,
85983,iihr,WQS0028,ds5x,spec_cond,f,,
85981,iihr,WQS0028,ds5x,temp_water,f,,
85994,iihr,WQS0028,dts12,temp_water,f,,
85988,iihr,WQS0028,dts12,turbi_mean,f,,
85991,iihr,WQS0028,dts12,turbi_bes,f,,
85993,iihr,WQS0028,dts12,turbi_max,f,,
85990,iihr,WQS0028,dts12,turbi_med,f,,
85992,iihr,WQS0028,dts12,turbi_min,f,,
85989,iihr,WQS0028,dts12,turbi_var,f,,
85976,iihr,WQS0029,nitratax,r_exc,f,,
202,iihr,WQS0023,ds5x,spec_cond,f,2015-04-20 11:50:00-05,2015-12-08 16:55:00-06
85797,iihr,WQS0018,dts12,temp_water,f,2014-07-09 15:38:29-05,2015-06-22 20:30:00-05
85913,iihr,WQS0021,ds5x,chloro_con,f,,
85912,iihr,WQS0021,ds5x,chloro_v,f,,
85877,iihr,WQS0009,ds5x,chloro_v,f,,
85920,iihr,WQS0020,ds5x,chloro_con,f,2014-07-20 20:15:00-05,2014-07-27 19:00:00-05
85919,iihr,WQS0020,ds5x,chloro_v,f,,
85801,iihr,WQS0020,dts12,turbi_mean,f,2014-07-20 20:15:00-05,2015-11-22 11:15:00-06
85807,iihr,WQS0020,dts12,temp_water,f,2014-07-20 20:15:00-05,2015-11-22 10:55:00-06
85842,iihr,WQS0003,ds5x,chloro_con,f,,
86128,iihr,WQS0017,ds5x,diss_oxy_con,f,,
86129,iihr,WQS0017,ds5x,diss_oxy_sat,f,,
86127,iihr,WQS0017,ds5x,ph,f,,
85978,iihr,WQS0028,nitratax,nitrate_con,f,2015-09-24 20:35:00-05,2015-11-19 10:15:00-06
86121,iihr,WQS0006,ds5x,chloro_con,f,,
86120,iihr,WQS0006,ds5x,chloro_v,f,,
86119,iihr,WQS0006,ds5x,diss_oxy_sat,f,,
85975,iihr,WQS0029,nitratax,nitrate_con,f,2015-09-15 13:00:00-05,2015-11-19 11:00:00-06
85934,iihr,WQS0024,ds5x,temp_water,f,2015-04-20 14:20:00-05,2015-12-05 09:40:00-06
86132,iihr,WQS0018,ds5x,diss_oxy_con,f,,
86133,iihr,WQS0018,ds5x,diss_oxy_sat,f,,
86131,iihr,WQS0018,ds5x,ph,f,,
86124,iihr,WQS0015,ds5x,diss_oxy_con,f,,
86125,iihr,WQS0015,ds5x,diss_oxy_sat,f,,
86123,iihr,WQS0015,ds5x,ph,f,,
86052,iihr,WQS9999,nitratax,nitrate_con,t,,
86053,iihr,WQS9999,nitratax,r_exc,t,,
86054,iihr,WQS9999,nitratax,m_exc,t,,
86055,iihr,WQS9999,dts12,turbi_mean,t,,
86056,iihr,WQS9999,dts12,turbi_var,t,,
86057,iihr,WQS9999,dts12,turbi_med,t,,
86058,iihr,WQS9999,dts12,turbi_bes,t,,
86059,iihr,WQS9999,dts12,turbi_min,t,,
86060,iihr,WQS9999,dts12,turbi_max,t,,
86061,iihr,WQS9999,dts12,temp_water,t,,
85959,iihr,WQS0025,dts12,turbi_max,f,,
86074,iihr,WQS0034,nitratax,r_exc,t,,
86075,iihr,WQS0034,nitratax,m_exc,t,,
86076,iihr,WQS0032,nitratax,nitrate_con,t,,
86077,iihr,WQS0032,nitratax,r_exc,t,,
86078,iihr,WQS0032,nitratax,m_exc,t,,
86079,iihr,WQS0035,nitratax,nitrate_con,t,,
86080,iihr,WQS0035,nitratax,r_exc,t,,
86081,iihr,WQS0035,nitratax,m_exc,t,,
86082,iihr,WQS0033,nitratax,nitrate_con,t,,
86083,iihr,WQS0033,nitratax,r_exc,t,,
86084,iihr,WQS0033,nitratax,m_exc,t,,
85956,iihr,WQS0025,dts12,turbi_med,f,,
85933,iihr,WQS0024,dts12,temp_water,t,2015-04-20 14:20:00-05,2015-12-05 09:40:00-06
86072,usgs,0546494205,usgs.99133,nitrate_con,t,,
85932,iihr,WQS0024,dts12,turbi_max,f,,
85951,iihr,WQS0025,nitratax,nitrate_con,t,2015-04-21 16:30:00-05,2015-11-26 22:15:00-06
86071,usgs,0546494205,usgs.00010,temp_water,t,,
85958,iihr,WQS0025,dts12,turbi_min,f,,
85955,iihr,WQS0025,dts12,turbi_var,f,,
85944,iihr,WQS0026,dts12,turbi_mean,f,2015-04-21 12:45:00-05,2015-12-06 10:25:00-06
85947,iihr,WQS0026,dts12,turbi_bes,f,,
85949,iihr,WQS0026,dts12,turbi_max,f,,
85946,iihr,WQS0026,dts12,turbi_med,f,,
85948,iihr,WQS0026,dts12,turbi_min,f,,
85945,iihr,WQS0026,dts12,turbi_var,f,,
85970,iihr,WQS0025,ds5x,spec_cond,t,2015-04-21 16:30:00-05,2015-12-05 10:00:00-06
85969,iihr,WQS0025,ds5x,ph,t,2015-04-21 16:30:00-05,2015-12-05 10:00:00-06
86073,iihr,WQS0034,nitratax,nitrate_con,t,,
85962,iihr,WQS0026,ds5x,ph,t,2015-04-21 12:45:00-05,2015-12-06 10:25:00-06
86093,iihr,WQS0038,nitratax,r_exc,t,,
86094,iihr,WQS0038,nitratax,m_exc,t,,
86095,iihr,WQS0039,nitratax,nitrate_con,t,,
86096,iihr,WQS0039,nitratax,r_exc,t,,
86097,iihr,WQS0039,nitratax,m_exc,t,,
86099,iihr,WQS0036,nitratax,r_exc,t,,
86100,iihr,WQS0036,nitratax,m_exc,t,,
86101,iihr,WQS0037,nitratax,nitrate_con,t,,
86102,iihr,WQS0037,nitratax,r_exc,t,,
86103,iihr,WQS0037,nitratax,m_exc,t,,
