recipe,n_sites,n_families,n_rows,n_feat,loso_r2,lofo_r2,rmse,persist_skill,spearman,between_r2,within_r2,macro_r2
recipe_REG2,80,19,160074,50,0.3818532896342871,0.3278062376497378,4.350880698801125,-7.366352845545348,0.6498739287116455,0.19182452020600183,0.4202681789077992,0.24745565418469279
