recipe,n_sites,n_rows,n_feat,loso_auc,lofo_auc,prauc,brier,base,between_rate_r2,macro_auc
recipe_CLF1,80,160074,54,0.844212002711415,0.8236680412527867,0.6919980477855588,0.1383109624486463,0.26268475829928656,0.15281891564604033,0.9025626314782942
