recipe,n_sites,n_rows,n_feat,loso_r2,lofo_r2,rmse,between_r2,within_r2,macro_r2
recipe_REG1.1,80,160074,53,0.38624540962826137,0.3007417421106281,4.33539597989904,0.17050082658981502,0.4205302664657541,0.2348099524397399
