recipe,n_sites,n_rows,n_feat,loso_r2,lofo_r2,rmse,between_r2,within_r2,macro_r2
recipe_REG1,80,160074,49,0.3867143853016163,0.2969753085683242,4.333739304881686,0.22188805757631813,0.40347343415342873,0.2148661911419198
